Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1162143,-,-,-,42.45,-76.5,-5,148,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (285-385nm),
2018,1,1,0,30,0,0,0,0,0,0,4,-18.400000000000002,160.08,0,0.66,0.7000000000000001,0.2,311,70.62,-14.200000000000001,1011,0.0000,0.0000,N/A
2018,1,1,1,30,0,0,0,0,0,0,4,-18.2,154.34,0,0.66,0.7000000000000001,0.2,313,70.60000000000001,-14,1011,0.0000,0.0000,N/A
2018,1,1,2,30,0,0,0,0,0,0,4,-18,145.01,0,0.66,0.8,0.2,313,71.11,-13.9,1011,0.0000,0.0000,N/A
2018,1,1,3,30,0,0,0,0,0,0,4,-18,134.36,0,0.66,0.8,0.2,314,70.76,-13.8,1011,0.0000,0.0000,N/A
2018,1,1,4,30,0,0,0,0,0,0,4,-18,123.33,0,0.66,0.8,0.2,313,71.04,-13.9,1011,0.0000,0.0000,N/A
2018,1,1,5,30,0,0,0,0,0,0,4,-18.2,112.35000000000001,0,0.66,0.8,0.2,311,70.68,-14,1011,0.0000,0.0000,N/A
2018,1,1,6,30,0,0,0,0,0,0,4,-18.3,101.72,0,0.66,0.7000000000000001,0.2,306,70.31,-14.100000000000001,1012,0.0000,0.0000,N/A
2018,1,1,7,30,3,26,2,3,26,2,4,-18.5,91.73,14,0.66,0.7000000000000001,0.2,300,68.79,-14,1012,0.0000,0.0000,N/A
2018,1,1,8,30,38,441,95,39,567,112,7,-18.6,82.58,100,0.66,0.7000000000000001,0.2,294,65.43,-13.5,1012,0.0000,0.0000,N/A
2018,1,1,9,30,54,716,239,58,777,259,4,-18.400000000000002,75.01,68,0.66,0.7000000000000001,0.2,287,62.190000000000005,-12.700000000000001,1012,11.6861,8.9806,N/A
2018,1,1,10,30,61,788,339,70,867,376,4,-18.1,69.31,21,0.66,0.8,0.2,278,59.18,-11.700000000000001,1012,17.4612,13.5332,N/A
2018,1,1,11,30,62,822,396,76,905,444,4,-17.5,66.02,7,0.66,0.9,0.2,272,57.65,-10.8,1011,20.9596,16.3000,N/A
2018,1,1,12,30,66,821,406,78,907,453,4,-17.1,65.55,11,0.66,0.9,0.2,270,57.13,-10.200000000000001,1010,21.5664,16.7789,N/A
2018,1,1,13,30,73,771,362,75,875,403,4,-16.7,67.95,36,0.66,0.9,0.2,269,57.14,-9.8,1010,18.8645,14.6431,N/A
2018,1,1,14,30,59,767,284,67,795,300,4,-16.3,72.92,50,0.66,0.9,0.2,267,58.870000000000005,-9.8,1009,14.1534,10.9151,N/A
2018,1,1,15,30,47,615,154,49,629,159,4,-15.9,79.95,100,0.66,0.8,0.2,265,63.190000000000005,-10.200000000000001,1009,7.3425,5.5957,N/A
2018,1,1,16,30,14,117,17,16,173,21,7,-15.8,88.3,64,0.66,0.8,0.2,263,67.32000000000001,-10.9,1009,0.0000,0.0000,N/A
2018,1,1,17,30,0,0,0,0,0,0,4,-16,98.38,0,0.66,0.9,0.2,262,67.97,-11.3,1010,0.0000,0.0000,N/A
2018,1,1,18,30,0,0,0,0,0,0,4,-16,108.84,0,0.66,1,0.2,261,67.98,-11.3,1010,0.0000,0.0000,N/A
2018,1,1,19,30,0,0,0,0,0,0,7,-16,119.73,0,0.66,1.1,0.30000000000000004,259,68.64,-11.4,1009,0.0000,0.0000,N/A
2018,1,1,20,30,0,0,0,0,0,0,7,-15.700000000000001,130.77,0,0.66,1.1,0.30000000000000004,267,69.41,-11.200000000000001,1009,0.0000,0.0000,N/A
2018,1,1,21,30,0,0,0,0,0,0,7,-15.100000000000001,141.6,0,0.66,1.2000000000000002,0.30000000000000004,281,71.92,-11,1010,0.0000,0.0000,N/A
2018,1,1,22,30,0,0,0,0,0,0,7,-15.3,151.51,0,0.66,1.2000000000000002,0.2,291,71.94,-11.200000000000001,1010,0.0000,0.0000,N/A
2018,1,1,23,30,0,0,0,0,0,0,4,-15.8,158.77,0,0.66,1.2000000000000002,0.2,291,70.66,-11.5,1010,0.0000,0.0000,N/A
2018,1,2,0,30,0,0,0,0,0,0,4,-16,160.01,0,0.66,1.1,0.30000000000000004,290,70.94,-11.8,1010,0.0000,0.0000,N/A
2018,1,2,1,30,0,0,0,0,0,0,4,-16,154.34,0,0.66,0.9,0.30000000000000004,289,71.42,-11.9,1011,0.0000,0.0000,N/A
2018,1,2,2,30,0,0,0,0,0,0,4,-15.8,145.03,0,0.66,0.8,0.30000000000000004,288,72.10000000000001,-11.8,1011,0.0000,0.0000,N/A
