station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],temp_9m_max [degC],temp_9m_min [degC],temp_9m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],frozen_soil_05cm_count_5min [count],frozen_soil_25cm_count_5min [count],frozen_soil_50cm_count_5min [count],soil_temp_05cm_max [degC],soil_temp_05cm_min [degC],soil_temp_05cm_avg [degC],soil_temp_25cm_max [degC],soil_temp_25cm_min [degC],soil_temp_25cm_avg [degC],soil_temp_50cm_max [degC],soil_temp_50cm_min [degC],soil_temp_50cm_avg [degC],soil_moisture_05cm_max [m^3/m^3],soil_moisture_05cm_min [m^3/m^3],soil_moisture_05cm_avg [m^3/m^3],soil_moisture_25cm_max [m^3/m^3],soil_moisture_25cm_min [m^3/m^3],soil_moisture_25cm_avg [m^3/m^3],soil_moisture_50cm_max [m^3/m^3],soil_moisture_50cm_min [m^3/m^3],soil_moisture_50cm_avg [m^3/m^3]
GROT,2021-01-01 13:00:00 EST,-0.0,-0.2,-0.1,-0.4,-0.6,-0.5,71.1,70.1,70.7,0.00,2.8,5.7,123.4,3.0,5.9,128.0,161,980.97,979.41,980.03,0,0,0,1.2,1.1,1.2,2.0,2.0,2.0,2.9,2.9,2.9,0.35,0.35,0.35,0.33,0.32,0.33,0.40,0.40,0.40
GROT,2021-01-01 14:00:00 EST,-0.1,-0.2,-0.2,-0.4,-0.5,-0.4,71.0,70.0,70.5,0.00,3.1,5.5,125.8,3.2,6.0,130.7,90,979.42,978.72,979.05,0,0,0,1.2,1.2,1.2,2.0,2.0,2.0,2.9,2.9,2.9,0.35,0.35,0.35,0.33,0.32,0.33,0.40,0.40,0.40
GROT,2021-01-01 15:00:00 EST,-0.2,-0.3,-0.2,-0.4,-0.5,-0.4,71.9,70.9,71.4,0.00,3.2,6.6,127.2,3.4,6.9,131.9,50,978.59,977.53,978.05,0,0,0,1.2,1.1,1.2,2.0,2.0,2.0,2.9,2.9,2.9,0.35,0.35,0.35,0.32,0.32,0.33,0.40,0.40,0.40
GROT,2021-01-01 16:00:00 EST,-0.2,-0.4,-0.3,-0.4,-0.6,-0.5,71.5,69.4,70.4,0.00,4.2,7.4,124.8,4.4,7.6,129.6,19,977.51,976.26,976.94,0,0,0,1.2,1.1,1.1,2.0,2.0,2.0,2.9,2.9,2.9,0.35,0.35,0.35,0.32,0.32,0.33,0.40,0.40,0.40
GROT,2021-01-01 17:00:00 EST,-0.4,-0.9,-0.6,-0.5,-1.1,-0.7,82.7,69.8,74.8,0.57,3.6,7.3,128.9,3.8,7.9,133.3,4,976.39,975.32,975.85,0,0,0,1.1,1.1,1.1,2.0,2.0,2.0,2.9,2.9,2.9,0.35,0.35,0.35,0.32,0.32,0.33,0.40,0.40,0.40
GROT,2021-01-01 18:00:00 EST,-0.8,-0.9,-0.9,-1.1,-1.1,-1.1,90.8,83.8,88.2,1.59,3.6,6.5,128.0,4.0,7.2,132.3,0,975.14,974.25,974.76,0,0,0,1.1,1.1,1.1,2.0,2.0,2.0,2.9,2.9,2.9,0.35,0.35,0.35,0.32,0.32,0.33,0.40,0.40,0.40
GROT,2021-01-01 19:00:00 EST,-0.8,-1.1,-1.0,-1.1,-1.2,-1.2,91.8,89.8,91.0,0.45,2.7,5.7,103.3,3.1,6.5,106.6,0,974.07,973.26,973.53,0,0,0,1.1,1.1,1.1,2.0,2.0,2.0,2.9,2.9,2.9,0.35,0.35,0.35,0.32,0.32,0.33,0.40,0.40,0.40
GROT,2021-01-01 20:00:00 EST,-0.6,-0.8,-0.7,-0.9,-1.1,-1.0,96.1,92.1,94.9,6.40,2.3,4.9,114.2,3.3,6.9,117.5,0,973.81,971.42,972.84,0,0,0,1.2,1.1,1.1,2.0,2.0,2.0,2.9,2.9,2.9,0.38,0.35,0.37,0.34,0.32,0.33,0.40,0.40,0.40
GROT,2021-01-01 21:00:00 EST,-0.3,-0.7,-0.5,-0.5,-0.9,-0.7,96.2,95.7,96.0,2.41,1.7,3.3,125.6,3.8,7.0,135.3,0,971.32,970.12,970.97,0,0,0,1.1,1.1,1.1,2.0,2.0,2.0,2.9,2.9,2.9,0.38,0.38,0.38,0.38,0.34,0.36,0.40,0.40,0.40
GROT,2021-01-01 22:00:00 EST,-0.3,-0.5,-0.4,-0.5,-0.7,-0.6,96.0,95.2,95.6,0.15,1.3,2.4,125.7,3.7,6.8,132.8,0,969.84,968.04,968.75,0,0,0,1.1,1.1,1.1,2.0,1.9,2.0,2.9,2.9,2.9,0.38,0.38,0.38,0.43,0.38,0.41,0.40,0.40,0.40
GROT,2021-01-01 23:00:00 EST,0.2,-0.3,-0.1,0.2,-0.4,-0.2,96.1,95.5,95.8,0.00,1.1,2.2,123.3,3.3,7.3,129.3,0,967.78,966.17,966.92,0,0,0,1.1,1.1,1.1,1.9,1.9,1.9,2.9,2.9,2.9,0.38,0.38,0.38,0.44,0.43,0.43,0.40,0.40,0.40
GROT,2021-01-02 00:00:00 EST,0.8,0.3,0.5,0.7,0.2,0.4,95.3,94.0,94.6,0.00,0.9,2.3,129.2,2.7,7.5,135.7,0,965.98,964.48,965.22,0,0,0,1.1,1.1,1.1,1.9,1.9,1.9,2.9,2.9,2.9,0.38,0.37,0.37,0.44,0.44,0.43,0.40,0.40,0.40
