station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],temp_9m_max [degC],temp_9m_min [degC],temp_9m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],frozen_soil_05cm_count_5min [count],frozen_soil_25cm_count_5min [count],frozen_soil_50cm_count_5min [count],soil_temp_05cm_max [degC],soil_temp_05cm_min [degC],soil_temp_05cm_avg [degC],soil_temp_25cm_max [degC],soil_temp_25cm_min [degC],soil_temp_25cm_avg [degC],soil_temp_50cm_max [degC],soil_temp_50cm_min [degC],soil_temp_50cm_avg [degC],soil_moisture_05cm_max [m^3/m^3],soil_moisture_05cm_min [m^3/m^3],soil_moisture_05cm_avg [m^3/m^3],soil_moisture_25cm_max [m^3/m^3],soil_moisture_25cm_min [m^3/m^3],soil_moisture_25cm_avg [m^3/m^3],soil_moisture_50cm_max [m^3/m^3],soil_moisture_50cm_min [m^3/m^3],soil_moisture_50cm_avg [m^3/m^3]
GROT,2019-01-01 01:00:00 EST,6.6,5.7,6.1,6.5,5.6,6.0,94.0,90.5,92.8,0.09,4.0,14.6,169.3,4.5,15.6,170.3,0,954.38,953.55,953.86,0,0,0,2.3,2.1,2.2,2.3,2.2,2.2,3.0,3.0,3.0,0.45,0.45,0.45,0.46,0.46,0.46,0.39,0.39,0.39
GROT,2019-01-01 02:00:00 EST,7.7,6.7,7.4,7.6,6.7,7.3,93.2,91.7,92.3,0.00,3.1,9.0,180.7,3.4,10.0,181.2,0,954.66,953.34,953.95,0,0,0,2.5,2.3,2.4,2.4,2.3,2.3,3.0,3.0,3.0,0.45,0.45,0.45,0.46,0.46,0.46,0.39,0.39,0.39
GROT,2019-01-01 03:00:00 EST,8.7,7.7,8.3,8.7,7.6,8.3,93.0,90.6,91.8,0.07,2.9,8.6,184.9,3.3,9.0,186.3,0,953.27,952.47,952.79,0,0,0,2.8,2.5,2.6,2.5,2.4,2.4,3.0,3.0,3.0,0.45,0.45,0.45,0.46,0.46,0.46,0.39,0.39,0.39
GROT,2019-01-01 04:00:00 EST,9.6,8.6,9.1,9.6,8.6,9.1,91.1,88.3,89.9,0.17,2.6,7.6,193.2,3.0,8.8,193.9,0,952.75,951.95,952.31,0,0,0,2.9,2.8,2.9,2.6,2.5,2.5,3.0,3.0,3.0,0.45,0.45,0.45,0.46,0.46,0.46,0.39,0.39,0.39
GROT,2019-01-01 05:00:00 EST,9.7,8.7,9.2,10.0,8.8,9.3,95.7,87.7,92.6,0.06,2.9,7.4,254.6,3.1,8.3,256.2,0,953.23,952.42,952.97,0,0,0,3.1,2.9,3.0,2.6,2.6,2.6,3.0,3.0,3.0,0.45,0.45,0.45,0.46,0.46,0.46,0.39,0.39,0.39
GROT,2019-01-01 06:00:00 EST,10.0,9.5,9.8,10.1,9.6,9.9,86.9,74.2,80.1,0.06,7.3,16.8,280.1,7.7,17.7,279.8,0,955.86,953.25,954.51,0,0,0,3.4,3.1,3.2,2.8,2.6,2.7,3.0,3.0,3.0,0.45,0.45,0.45,0.46,0.46,0.46,0.39,0.39,0.39
GROT,2019-01-01 07:00:00 EST,9.4,7.5,8.5,9.5,7.5,8.5,76.6,72.6,74.1,0.09,9.9,20.9,286.0,10.2,22.2,285.3,0,958.82,956.18,957.50,0,0,0,3.6,3.4,3.5,2.8,2.8,2.8,3.0,3.0,3.0,0.45,0.45,0.45,0.47,0.46,0.46,0.39,0.39,0.39
GROT,2019-01-01 08:00:00 EST,7.2,4.0,5.3,7.2,4.0,5.3,82.7,72.5,79.3,0.00,10.3,16.7,300.8,10.6,17.2,300.6,0,961.96,958.98,960.43,0,0,0,3.6,3.6,3.6,2.9,2.8,2.9,3.1,3.0,3.1,0.45,0.45,0.45,0.47,0.46,0.46,0.39,0.39,0.39
GROT,2019-01-01 09:00:00 EST,3.7,2.9,3.3,3.7,2.8,3.3,80.0,75.9,78.5,0.00,9.5,18.3,302.3,9.8,18.9,301.5,13,964.24,962.33,963.28,0,0,0,3.6,3.5,3.6,2.9,2.9,2.9,3.1,3.1,3.1,0.45,0.45,0.45,0.47,0.46,0.46,0.39,0.39,0.39
GROT,2019-01-01 10:00:00 EST,2.8,2.3,2.5,2.7,2.2,2.4,82.2,79.6,81.3,0.00,7.8,15.0,296.8,8.0,16.4,296.3,16,966.27,964.52,965.52,0,0,0,3.5,3.3,3.4,2.9,2.9,2.9,3.1,3.1,3.1,0.45,0.45,0.45,0.47,0.46,0.46,0.39,0.39,0.39
