station,time_end,temp_2m_max [degC],temp_2m_min [degC],temp_2m_avg [degC],temp_9m_max [degC],temp_9m_min [degC],temp_9m_avg [degC],relative_humidity_max [percent],relative_humidity_min [percent],relative_humidity_avg [percent],precip_incremental [mm],wind_speed_prop_avg [m/s],wind_speed_prop_max [m/s],wind_direction_prop_avg [degrees],wind_speed_sonic_avg [m/s],wind_speed_sonic_max [m/s],wind_direction_sonic_avg [degrees],solar_insolation_avg [W/m^2],station_pressure_max [mbar],station_pressure_min [mbar],station_pressure_avg [mbar],frozen_soil_05cm_count_5min [count],frozen_soil_25cm_count_5min [count],frozen_soil_50cm_count_5min [count],soil_temp_05cm_max [degC],soil_temp_05cm_min [degC],soil_temp_05cm_avg [degC],soil_temp_25cm_max [degC],soil_temp_25cm_min [degC],soil_temp_25cm_avg [degC],soil_temp_50cm_max [degC],soil_temp_50cm_min [degC],soil_temp_50cm_avg [degC],soil_moisture_05cm_max [m^3/m^3],soil_moisture_05cm_min [m^3/m^3],soil_moisture_05cm_avg [m^3/m^3],soil_moisture_25cm_max [m^3/m^3],soil_moisture_25cm_min [m^3/m^3],soil_moisture_25cm_avg [m^3/m^3],soil_moisture_50cm_max [m^3/m^3],soil_moisture_50cm_min [m^3/m^3],soil_moisture_50cm_avg [m^3/m^3]
GROT,2020-01-01 01:00:00 EST,-1.3,-1.4,-1.3,-1.4,-1.4,-1.4,72.2,71.1,71.5,0.00,5.7,11.2,264.5,6.2,11.7,270.7,0,955.61,955.55,955.58,0,0,0,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.3,3.3,0.46,0.46,0.46,0.48,0.48,0.48,0.39,0.39,0.39
GROT,2020-01-01 02:00:00 EST,-1.4,-1.6,-1.5,-1.5,-1.7,-1.6,75.2,72.4,74.0,0.00,5.1,10.1,267.2,5.5,10.7,273.7,0,956.17,955.63,955.93,0,0,0,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.3,3.4,0.46,0.46,0.46,0.49,0.48,0.48,0.39,0.39,0.39
GROT,2020-01-01 03:00:00 EST,-1.5,-1.6,-1.5,-1.5,-1.7,-1.6,74.9,73.4,74.0,0.00,5.1,10.0,262.6,5.5,10.6,269.2,0,956.56,956.20,956.43,0,0,0,2.2,2.1,2.1,2.9,2.9,2.9,3.4,3.3,3.4,0.46,0.46,0.46,0.49,0.48,0.48,0.39,0.39,0.39
GROT,2020-01-01 04:00:00 EST,-1.6,-1.8,-1.7,-1.7,-1.8,-1.8,77.6,75.2,76.9,0.00,4.2,9.4,253.7,4.5,9.9,261.1,0,956.73,956.55,956.63,0,0,0,2.1,2.1,2.1,2.9,2.8,2.8,3.4,3.3,3.3,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
GROT,2020-01-01 05:00:00 EST,-1.7,-2.0,-1.8,-1.8,-2.1,-2.0,79.9,76.7,78.8,0.00,4.3,8.2,251.6,4.7,9.2,259.0,0,956.92,956.67,956.80,0,0,0,2.1,2.0,2.1,2.8,2.8,2.8,3.4,3.3,3.3,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
GROT,2020-01-01 06:00:00 EST,-2.0,-2.1,-2.1,-2.1,-2.3,-2.2,80.1,77.4,79.3,0.00,5.2,8.7,257.7,5.7,9.9,264.8,0,957.03,956.89,956.97,0,0,0,2.0,2.0,2.0,2.8,2.7,2.8,3.3,3.3,3.3,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
GROT,2020-01-01 07:00:00 EST,-1.9,-2.0,-1.9,-2.0,-2.1,-2.0,76.3,74.5,75.5,0.00,4.9,8.6,260.4,5.3,10.2,267.3,0,957.25,957.00,957.14,0,0,0,2.0,1.9,2.0,2.7,2.7,2.7,3.3,3.3,3.3,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
GROT,2020-01-01 08:00:00 EST,-2.0,-2.3,-2.1,-2.1,-2.5,-2.2,82.1,75.3,77.4,0.00,5.2,8.3,264.4,5.6,9.2,271.0,1,957.80,957.23,957.50,0,0,0,1.9,1.9,1.9,2.6,2.6,2.6,3.3,3.3,3.3,0.46,0.46,0.46,0.49,0.48,0.48,0.39,0.39,0.39
GROT,2020-01-01 09:00:00 EST,-2.3,-2.4,-2.4,-2.4,-2.6,-2.5,83.3,81.9,82.7,0.11,4.6,8.8,266.4,5.0,10.1,272.8,11,958.75,957.80,958.25,0,0,0,1.9,1.8,1.8,2.6,2.5,2.6,3.3,3.3,3.3,0.46,0.46,0.46,0.48,0.48,0.48,0.39,0.39,0.39
GROT,2020-01-01 10:00:00 EST,-1.9,-2.3,-2.1,-2.0,-2.4,-2.2,82.3,77.7,80.2,0.05,4.2,7.5,258.0,4.6,8.2,265.3,33,959.35,958.81,959.07,0,0,0,1.8,1.8,1.8,2.5,2.5,2.5,3.3,3.3,3.3,0.46,0.46,0.46,0.49,0.48,0.48,0.39,0.39,0.39
GROT,2020-01-01 11:00:00 EST,-1.7,-1.9,-1.8,-1.9,-2.1,-2.0,78.2,76.7,77.5,0.00,5.2,9.0,255.1,5.6,9.4,262.1,62,959.55,959.35,959.48,0,0,0,1.8,1.7,1.7,2.5,2.4,2.4,3.3,3.3,3.3,0.46,0.46,0.46,0.49,0.48,0.49,0.39,0.39,0.39
GROT,2020-01-01 12:00:00 EST,-1.2,-1.8,-1.4,-1.4,-1.9,-1.6,77.2,73.1,75.1,0.00,5.1,9.1,269.8,5.6,10.5,276.0,79,959.53,959.36,959.46,0,0,0,1.7,1.7,1.7,2.4,2.4,2.4,3.3,3.3,3.3,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
GROT,2020-01-01 13:00:00 EST,-1.2,-1.4,-1.3,-1.4,-1.6,-1.5,74.6,72.9,73.9,0.00,5.5,9.5,269.8,5.9,10.4,276.1,77,959.39,959.14,959.28,0,0,0,1.7,1.7,1.7,2.4,2.4,2.4,3.3,3.3,3.3,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
GROT,2020-01-01 14:00:00 EST,-1.2,-1.9,-1.6,-1.4,-2.2,-1.9,88.1,74.6,81.2,0.14,5.3,9.0,261.7,5.8,10.3,268.5,72,959.38,959.15,959.27,0,0,0,1.7,1.7,1.7,2.4,2.3,2.4,3.3,3.3,3.3,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
GROT,2020-01-01 15:00:00 EST,-1.9,-2.4,-2.1,-2.2,-2.6,-2.4,93.0,89.1,91.6,0.91,3.7,6.8,278.6,4.1,7.5,284.8,33,960.13,959.41,959.80,0,0,0,1.7,1.7,1.7,2.3,2.3,2.3,3.3,3.2,3.2,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
GROT,2020-01-01 16:00:00 EST,-2.3,-2.4,-2.3,-2.5,-2.6,-2.5,93.0,92.3,92.6,0.07,2.4,5.3,280.3,2.7,6.2,286.7,13,960.84,960.19,960.54,0,0,0,1.6,1.6,1.6,2.3,2.3,2.3,3.2,3.2,3.2,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
GROT,2020-01-01 17:00:00 EST,-1.9,-2.3,-2.2,-2.0,-2.5,-2.3,93.0,82.5,89.8,0.00,3.4,7.3,259.1,3.7,8.0,266.4,3,961.51,960.88,961.22,0,0,0,1.6,1.6,1.6,2.3,2.3,2.3,3.2,3.2,3.2,0.46,0.46,0.46,0.49,0.49,0.49,0.39,0.39,0.39
