Plot Title: DL1
#,"Date Time, GMT-05:00","Pressure, in Hg (LGR S/N: 20098500, SEN S/N: 10751992)","Temp, °C (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)","MRT, °C (LGR S/N: 20098500, SEN S/N: 20496099, LBL: MRT schwarz)","Wind Speed, mph (LGR S/N: 20198500, SEN S/N: 21706789)","Gust Speed, mph (LGR S/N: 20178500, SEN S/N: 23706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","DewPoint, °C (LGR S/N: 20095520, SEN S/N: 10732331, LBL: Tamb)","SkyCover, Fraction (LGR S/N: 20095520, SEN S/N: 10732331, LBL: Tamb)"
525,01/22/19 08:00:00 PM,29.52705,0.018796296,54.03333333,0.6,-0.526018519,3.12,5.973333333,166.35,-8.185185185,0
526,01/22/19 09:00:00 PM,29.52656667,-0.101851852,52.55,0.6,-0.362222222,5.35,8.59,170.1166667,-8.62037037,0
527,01/22/19 10:00:00 PM,29.52606667,-0.231944444,51.91666667,0.6,-0.544444444,6.226666667,10.21666667,165.8833333,-8.944444444,0
528,01/22/19 11:00:00 PM,29.5251,-0.756111111,52.88333333,0.6,-1.033888889,6.723333333,10.71333333,167.0666667,-9.166666667,0
529,01/23/19 12:00:00 AM,29.51523333,-0.948796296,52.25,0.6,-1.370092593,5.476666667,9.586666667,167.5,-9.490740741,0
530,01/23/19 01:00:00 AM,29.50291667,-1.366203704,51.71666667,0.6,-1.684907407,4.358333333,7.466666667,168.4666667,-10.02777778,0
531,01/23/19 02:00:00 AM,29.52261667,-2.16037037,56.36666667,0.6,-2.426388889,6.223333333,10.33333333,171.5166667,-9.657407407,0.5
532,01/23/19 03:00:00 AM,29.51916667,-2.683796296,59.56666667,0.6,-3.099722222,2.618333333,5.851666667,181.85,-9.462962963,0.8
533,01/23/19 04:00:00 AM,29.51175,-4.062962963,65.9,0.6,-4.374537037,0.993333333,2.366666667,144.55,-9.5,0.8
534,01/23/19 05:00:00 AM,29.5098,-4.102037037,66.66666667,0.6,-4.661481481,0.746666667,2.373333333,255.75,-9.37037037,1
535,01/23/19 06:00:00 AM,29.51373333,-4.671851852,69,0.6,-5.059166667,1.243333333,3.243333333,235.1,-9.481481481,1
536,01/23/19 07:00:00 AM,29.5177,-4.656574074,69.5,4.35,-4.9925,1.493333333,3.366666667,215.6666667,-9.388888889,1
537,01/23/19 08:00:00 AM,29.51423333,-3.852314815,67.98333333,35.01666667,-3.948055556,2.12,4.608333333,224.55,-8.898148148,1
538,01/23/19 09:00:00 AM,29.51321667,-2.272685185,62.9,76.86666667,-2.118055556,3.611666667,6.716666667,200.85,-8.398148148,0.8
539,01/23/19 10:00:00 AM,29.5172,-0.667592593,55.25,136.05,0.145462963,5.726666667,9.966666667,176.2,-8.537037037,1
540,01/23/19 11:00:00 AM,29.49601667,1.676851852,49.3,207.9166667,3.273333333,5.846666667,9.836666667,170.1166667,-7.851851852,0.8
541,01/23/19 12:00:00 PM,29.46206667,3.606574074,43.45,179.8,5.332685185,6.353333333,11.46,170.35,-7.657407407,0.8
542,01/23/19 01:00:00 PM,29.4345,4.466944444,40.85,171.25,5.75712963,6.723333333,12.7,175.0333333,-7.712962963,1
543,01/23/19 02:00:00 PM,29.42518333,4.813333333,39.1,128.55,5.961851852,3.74,8.836666667,165.6333333,-7.925925926,1
544,01/23/19 03:00:00 PM,29.42765,4.865,38.46666667,63.75,5.174722222,3.491666667,7.346666667,166.8,-8.092592593,1
545,01/23/19 04:00:00 PM,29.42863333,4.57537037,38.75,17.7,4.406111111,2.996666667,6.096666667,162.3666667,-8.240740741,1
546,01/23/19 05:00:00 PM,29.43696667,3.887314815,40.51666667,0.6,3.563518519,1.996666667,4.598333333,182.7833333,-8.324074074,1
547,01/23/19 06:00:00 PM,29.46206667,2.951388889,44.18333333,0.6,2.596574074,1.743333333,3.361666667,190.75,-8.055555556,0.8
548,01/23/19 07:00:00 PM,29.46995,2.042407407,48.36666667,0.6,1.727777778,1.493333333,3.488333333,142.9,-7.722222222,1
549,01/23/19 08:00:00 PM,29.46205,1.461296296,50.48333333,0.6,0.957222222,1.62,3.736666667,198.2666667,-7.703703704,1
550,01/23/19 09:00:00 PM,29.46058333,2.137037037,46.4,0.6,1.619351852,2.243333333,4.353333333,164.95,-8.148148148,0.8
551,01/23/19 10:00:00 PM,29.4645,1.903240741,45.86666667,0.6,1.434259259,1.496666667,3.611666667,180.4333333,-8.546296296,1
552,01/23/19 11:00:00 PM,29.46303333,0.6925,49.28333333,0.6,0.279722222,1.24,3.368333333,204.3833333,-8.731481481,0.8
553,01/24/19 12:00:00 AM,29.45468333,0.752592593,50.4,0.6,0.188796296,1.493333333,3.363333333,140.1,-8.407407407,1
554,01/24/19 01:00:00 AM,29.43896667,1.051388889,47.88333333,0.6,0.824166667,1.993333333,4.103333333,191.9166667,-8.740740741,0.8
555,01/24/19 02:00:00 AM,29.44826667,0.195092593,53.46666667,0.6,-0.111018519,1.37,3.613333333,227.5833333,-8.138888889,1
556,01/24/19 03:00:00 AM,29.43748333,1.438888889,47.1,0.6,1.088611111,3.618333333,6.723333333,168,-8.611111111,1
557,01/24/19 04:00:00 AM,29.43453333,1.497592593,48.08333333,0.6,1.289259259,4.353333333,8.22,176.4666667,-8.296296296,1
558,01/24/19 05:00:00 AM,29.43845,1.59287037,49.11666667,0.6,1.234722222,2.991666667,5.975,168,-7.916666667,1
559,01/24/19 06:00:00 AM,29.44386667,1.588240741,50.18333333,0.6,1.330185185,4.231666667,8.216666667,173.4333333,-7.657407407,1
560,01/24/19 07:00:00 AM,29.45171667,1.809444444,48.58333333,3.75,1.493148148,4.358333333,8.843333333,169.4,-7.87037037,1
561,01/24/19 08:00:00 AM,29.45613333,2.050462963,47.8,47.71666667,2.116018519,4.606666667,8.213333333,180.9,-7.87037037,1
562,01/24/19 09:00:00 AM,29.45713333,3.76,42.46666667,120.8333333,5.026574074,6.223333333,11.58,175.2833333,-7.833333333,1
563,01/24/19 10:00:00 AM,29.45025,5.354722222,41.73333333,191.45,7.434537037,7.096666667,13.57333333,174.8,-6.592592593,1
564,01/24/19 11:00:00 AM,29.43353333,6.790462963,48.81666667,185,8.846944444,5.85,10.46,170.8333333,-3.240740741,1
565,01/24/19 12:00:00 PM,29.40843333,7.913888889,57.48333333,177.7,9.17,6.846666667,12.33,175.2833333,0.027777778,1
566,01/24/19 01:00:00 PM,29.36361667,9.270462963,57.3,155.2,10.58518519,7.593333333,13.95,177.8666667,1.287037037,1
567,01/24/19 02:00:00 PM,29.35081667,9.677222222,56.05,108.35,10.56481481,8.213333333,14.31666667,176.9166667,1.324074074,1
568,01/24/19 03:00:00 PM,29.3405,9.681296296,55.2,56.23333333,9.804814815,7.346666667,13.07166667,176.2333333,1.138888889,1
569,01/24/19 04:00:00 PM,29.341,9.525555556,51.48333333,12.48333333,9.467685185,7.093333333,12.08,180.45,0.037037037,1
570,01/24/19 05:00:00 PM,29.34443333,9.113888889,46.48333333,0.6,8.845555556,4.358333333,8.968333333,174.8166667,-1.75,1
571,01/24/19 06:00:00 PM,29.33363333,8.646944444,45.55,0.6,8.161111111,1.366666667,4.605,206.95,-2.444444444,1
572,01/24/19 07:00:00 PM,29.3297,8.340092593,37.18333333,0.6,8.078333333,3.37,7.47,176.2,-5.453703704,1
573,01/24/19 08:00:00 PM,29.32575,7.807314815,34.25,0.6,7.590092593,4.48,8.84,173.65,-6.990740741,1
574,01/24/19 09:00:00 PM,29.30996667,7.460185185,36.4,0.6,7.271666667,5.976666667,11.58833333,171.3166667,-6.481481481,1
575,01/24/19 10:00:00 PM,29.28883333,7.208981481,38.65,0.6,6.943796296,4.353333333,9.213333333,173.6333333,-5.944444444,1
576,01/24/19 11:00:00 PM,29.2716,6.968981481,35.55,0.6,6.754074074,5.225,11.70666667,173.6333333,-7.240740741,1
577,01/25/19 12:00:00 AM,29.27061667,6.49212963,34.75,0.6,6.335555556,8.093333333,14.81833333,174.3666667,-7.944444444,1
578,01/25/19 01:00:00 AM,29.24896667,6.216574074,41.03333333,0.6,6.042592593,4.85,10.71,171.3,-6.083333333,1
579,01/25/19 02:00:00 AM,29.24108333,5.910740741,46.23333333,0.6,5.676203704,4.231666667,9.213333333,171.5,-4.75,1
580,01/25/19 03:00:00 AM,29.2278,5.423425926,41.86666667,0.6,5.260833333,4.606666667,10.34,174.35,-6.518518519,1
581,01/25/19 04:00:00 AM,29.22091667,4.981203704,40.63333333,0.6,4.865277778,4.105,9.461666667,175.75,-7.305555556,1
582,01/25/19 05:00:00 AM,29.1978,4.346296296,43.15,0.6,4.086759259,4.11,9.835,176,-7.157407407,0.5
583,01/25/19 06:00:00 AM,29.17316667,2.324074074,67.48333333,0.6,1.193425926,4.108333333,8.093333333,183.7166667,-3.138888889,0.8
584,01/25/19 07:00:00 AM,29.18498333,1.428796296,80.73333333,0.816666667,0.728518519,3.12,6.6,189.1333333,-1.546296296,1
585,01/25/19 08:00:00 AM,29.1717,1.065925926,89.96666667,2.716666667,0.50787037,1.37,3.368333333,221.5,-0.37962963,1
586,01/25/19 09:00:00 AM,29.13136667,1.089351852,92.3,6.683333333,0.893425926,1.62,4.48,244.0166667,-0.046296296,1
587,01/25/19 10:00:00 AM,29.11951667,1.858796296,93.86666667,14.58333333,1.42962963,2.366666667,6.1,195.2333333,0.981481481,1
588,01/25/19 11:00:00 AM,29.08015,2.414259259,93.26666667,18.53333333,2.132222222,1.996666667,5.848333333,167.5333333,1.435185185,0.8
589,01/25/19 12:00:00 PM,29.04325,2.538888889,93.58333333,17.5,2.311296296,1.616666667,4.358333333,220.1166667,1.574074074,1
590,01/25/19 01:00:00 PM,29.02156667,1.889351852,94.41666667,18.11666667,1.754259259,2.246666667,8.095,244.0166667,1.111111111,0.8
591,01/25/19 02:00:00 PM,29.02156667,0.62287037,95.65,26.66666667,0.522037037,1.87,4.351666667,78.11666667,0,0.8
592,01/25/19 03:00:00 PM,29.0137,0.897592593,96.23333333,28.11666667,0.67787037,0.993333333,2.996666667,314.1833333,0.37037037,0.8
593,01/25/19 04:00:00 PM,29.01221667,1.044074074,96.35,6.85,0.902222222,0.74,1.996666667,273.1166667,0.518518519,0.8
594,01/25/19 05:00:00 PM,29.01171667,0.893425926,96.88333333,0.6,0.742407407,1.116666667,2.616666667,225.5166667,0.425925926,0.2
595,01/25/19 06:00:00 PM,29.00828333,0.98462963,97.3,0.6,0.811111111,0.866666667,2.37,244.2666667,0.62962963,0
596,01/25/19 07:00:00 PM,29.01761667,0.929907407,97.51666667,0.6,0.811018519,0.866666667,2.493333333,271.25,0.592592593,0
597,01/25/19 08:00:00 PM,29.01663333,0.989444444,97.66666667,0.6,0.838611111,0.743333333,2.493333333,174.5666667,0.657407407,0
598,01/25/19 09:00:00 PM,28.99548333,1.243888889,97.83333333,0.6,1.016759259,0.866666667,1.993333333,138.6666667,0.925925926,0
599,01/25/19 10:00:00 PM,28.99401667,0.828888889,97.95,0.6,0.558333333,0.74,1.873333333,167.5333333,0.546296296,0
600,01/25/19 11:00:00 PM,28.99648333,0.888425926,98.06666667,0.6,0.554166667,0.74,1.746666667,84,0.62037037,0
601,01/26/19 12:00:00 AM,28.97531667,1.030277778,98.01666667,0.6,0.820185185,0.743333333,1.87,230.9,0.75,0
602,01/26/19 01:00:00 AM,28.95808333,0.939074074,98,0.6,0.723981481,0.866666667,2.12,122.7166667,0.675925926,0.8
603,01/26/19 02:00:00 AM,28.95365,0.975555556,97.98333333,0.6,0.682777778,0.74,1.873333333,102.7666667,0.685185185,0.2
604,01/26/19 03:00:00 AM,28.94185,1.573611111,97.38333333,0.6,0.978703704,1.366666667,3.366666667,232.7666667,1.203703704,1
605,01/26/19 04:00:00 AM,28.93645,2.08787037,92.95,0.6,1.66537037,2.87,5.35,185.3666667,1.046296296,1
606,01/26/19 05:00:00 AM,28.93791667,1.610833333,92.81666667,0.6,1.239166667,2.123333333,5.601666667,257.15,0.592592593,1
607,01/26/19 06:00:00 AM,28.94431667,1.334537037,92.03333333,0.6,1.043796296,1.12,3.735,308.5666667,0.175925926,1
608,01/26/19 07:00:00 AM,28.94921667,1.125648148,93.01666667,5.616666667,0.893333333,1.62,5.101666667,280.1666667,0.12962963,1
609,01/26/19 08:00:00 AM,28.94973333,1.311759259,91.95,46.66666667,1.320277778,1.87,5.973333333,260.4666667,0.166666667,1
610,01/26/19 09:00:00 AM,28.94283333,2.199166667,86.58333333,81.25,2.71,2.62,8.093333333,206.7166667,0.222222222,1
611,01/26/19 10:00:00 AM,28.94233333,2.906388889,82.4,111.0333333,3.461203704,2.996666667,8.09,203.9,0.203703704,0
612,01/26/19 11:00:00 AM,28.93055,3.436944444,79.45,78.96666667,4.167037037,2.12,6.228333333,279.2166667,0.222222222,0.2
613,01/26/19 12:00:00 PM,28.92165,3.814074074,76.41666667,78.73333333,4.497037037,1.873333333,6.101666667,92.68333333,0.055555556,0
614,01/26/19 01:00:00 PM,28.91575,3.687222222,76.4,34.8,4.036111111,1.87,5.975,291.9,-0.092592593,0.8
615,01/26/19 02:00:00 PM,28.90641667,3.621481481,77.3,31.05,3.774722222,1.246666667,4.11,226.1833333,0.009259259,0.8
616,01/26/19 03:00:00 PM,28.91081667,3.673981481,76.73333333,25.21666667,3.770555556,1.62,4.73,271.4666667,-0.027777778,0.8
617,01/26/19 04:00:00 PM,28.9074,3.326851852,77.2,2.9,3.251944444,2.366666667,6.343333333,220.5666667,-0.259259259,0.8
618,01/26/19 05:00:00 PM,28.91183333,3.000833333,78.11666667,0.6,2.849722222,2.991666667,6.223333333,196.1833333,-0.425925926,0.8
619,01/26/19 06:00:00 PM,28.9143,2.943148148,78.53333333,0.6,2.721574074,2.743333333,5.85,202.4833333,-0.407407407,1
620,01/26/19 07:00:00 PM,28.91231667,2.828055556,78.63333333,0.6,2.57,1.865,5.23,251.5333333,-0.5,0.8
621,01/26/19 08:00:00 PM,28.90148333,2.867685185,77.41666667,0.6,2.614722222,3.613333333,7.843333333,198.5166667,-0.675925926,1
622,01/26/19 09:00:00 PM,28.89166667,2.623425926,77.93333333,0.6,2.480833333,3.111666667,7.466666667,202.9666667,-0.805555556,1
623,01/26/19 10:00:00 PM,28.8897,1.42037037,86.98333333,0.6,1.170092593,2.87,6.846666667,191.95,-0.490740741,0.2
624,01/26/19 11:00:00 PM,28.87838333,0.939351852,92.16666667,0.6,0.453055556,4.851666667,8.963333333,183.4666667,-0.185185185,0.8
625,01/27/19 12:00:00 AM,28.8567,1.116944444,92.15,0.6,0.568055556,4.728333333,9.343333333,195.9166667,-0.018518519,1
626,01/27/19 01:00:00 AM,28.84295,1.307222222,89.86666667,0.6,0.724074074,2.62,7.226666667,238.8666667,-0.175925926,0.5
627,01/27/19 02:00:00 AM,28.84,1.498055556,87.13333333,0.6,0.966574074,2.116666667,5.228333333,237.4666667,-0.388888889,1
628,01/27/19 03:00:00 AM,28.83261667,1.574814815,85.88333333,0.6,1.098611111,1.12,4.106666667,279.6833333,-0.537037037,1
629,01/27/19 04:00:00 AM,28.8267,1.443518519,86.06666667,0.6,1.053333333,0.74,2.62,318.4166667,-0.62962963,0.8
630,01/27/19 05:00:00 AM,28.8257,1.343611111,86.9,0.6,1.002685185,0.866666667,3.12,175.9666667,-0.611111111,1
631,01/27/19 06:00:00 AM,28.83213333,0.89287037,88.51666667,0.6,0.600092593,0.866666667,2.496666667,125.05,-0.787037037,1
632,01/27/19 07:00:00 AM,28.8444,0.79712963,91.68333333,0.6,0.443796296,1.87,3.238333333,69.45,-0.416666667,1
633,01/27/19 08:00:00 AM,28.85768333,1.25287037,89,5.216666667,0.870555556,0.993333333,2.991666667,129.2833333,-0.361111111,1
634,01/27/19 09:00:00 AM,28.86653333,1.379907407,86.96666667,14.58333333,1.139444444,1.246666667,3.615,177.8666667,-0.555555556,1
635,01/27/19 10:00:00 AM,28.87885,1.746388889,85.66666667,37.5,1.709722222,1.37,4.736666667,86.6,-0.37037037,1
636,01/27/19 11:00:00 AM,28.88035,2.297777778,82.76666667,58.13333333,2.503333333,1.873333333,5.853333333,32.63333333,-0.324074074,1
637,01/27/19 12:00:00 PM,28.87146667,2.583240741,80.6,85.63333333,3.199444444,2.62,6.97,47.41666667,-0.416666667,1
638,01/27/19 01:00:00 PM,28.86655,2.431944444,81.81666667,68.13333333,2.974074074,2.116666667,7.22,49.96666667,-0.333333333,1
639,01/27/19 02:00:00 PM,28.86703333,2.391944444,81.76666667,52.31666667,2.796574074,2.868333333,7.596666667,34.26666667,-0.435185185,1
640,01/27/19 03:00:00 PM,28.88231667,2.06537037,82.03333333,29.8,2.204259259,2.865,7.716666667,45.53333333,-0.694444444,1
641,01/27/19 04:00:00 PM,28.90148333,1.102037037,86.61666667,5.633333333,1.019722222,4.975,11.575,19.01666667,-0.87962963,0.8
642,01/27/19 05:00:00 PM,28.92265,0.847592593,87.7,0.6,0.618425926,3.115,8.836666667,47.38333333,-0.981481481,0.8
643,01/27/19 06:00:00 PM,28.93743333,0.783703704,84.51666667,0.6,0.609444444,1.996666667,6.6,64.05,-1.546296296,0.8
644,01/27/19 07:00:00 PM,28.95563333,0.559074074,85.2,0.6,0.333333333,1.996666667,6.223333333,82.33333333,-1.657407407,0.5
645,01/27/19 08:00:00 PM,28.97481667,0.356388889,87.35,0.6,0.056018519,2.866666667,7.72,13.83333333,-1.518518519,1
646,01/27/19 09:00:00 PM,28.9778,0.444166667,85.96666667,0.6,0.208796296,3.243333333,9.338333333,71.81666667,-1.638888889,1
647,01/27/19 10:00:00 PM,28.9832,0.087962963,86.08333333,0.6,-0.06037037,2.62,6.97,20.43333333,-1.972222222,1
648,01/27/19 11:00:00 PM,28.9881,-0.134166667,91.73333333,0.6,-0.413703704,1.246666667,3.615,138.6666667,-1.314814815,1
649,01/28/19 12:00:00 AM,28.9881,0.060462963,89.35,0.6,-0.166851852,2.496666667,7.966666667,45.03333333,-1.5,1
650,01/28/19 01:00:00 AM,28.99353333,-0.171296296,90.48333333,0.6,-0.357685185,2.62,7.72,32.36666667,-1.537037037,1
651,01/28/19 02:00:00 AM,29.00975,-0.329907407,92.3,0.6,-0.492962963,1.87,6.098333333,132.8,-1.407407407,1
652,01/28/19 03:00:00 AM,29.0122,-0.502407407,94.85,0.6,-0.656944444,1.87,5.226666667,73.68333333,-1.240740741,1
653,01/28/19 04:00:00 AM,29.01565,-0.42287037,94.36666667,0.6,-0.722777778,1.623333333,5.48,83.3,-1.231481481,0.5
654,01/28/19 05:00:00 AM,29.02303333,-0.348425926,92.06666667,0.6,-0.652592593,2.116666667,5.723333333,164.7166667,-1.481481481,0.2
655,01/28/19 06:00:00 AM,29.02748333,-0.601111111,91.85,0.6,-0.784166667,2.865,8.72,48.11666667,-1.759259259,1
656,01/28/19 07:00:00 AM,29.04471667,-0.770092593,93.2,2.916666667,-0.948611111,2.493333333,8.093333333,13.15,-1.740740741,0
657,01/28/19 08:00:00 AM,29.05896667,-0.563240741,92.21666667,23.55,-0.661851852,2.746666667,7.97,18.53333333,-1.685185185,0.5
658,01/28/19 09:00:00 AM,29.06536667,-0.325,89.85,48.75,-0.199351852,3.118333333,8.716666667,24.18333333,-1.824074074,1
659,01/28/19 10:00:00 AM,29.07028333,-0.0275,89.66666667,55.63333333,0.356388889,2.116666667,6.47,89.63333333,-1.5,0.2
660,01/28/19 11:00:00 AM,29.07226667,0.09287037,89.61666667,62.28333333,0.553703704,2.993333333,9.716666667,33.81666667,-1.416666667,0
661,01/28/19 12:00:00 PM,29.06191667,-0.074537037,91.83333333,69.98333333,0.332685185,3.615,9.343333333,18.08333333,-1.25,0
662,01/28/19 01:00:00 PM,29.05061667,-0.722962963,95.76666667,36.03333333,-0.521574074,4.978333333,10.71333333,15.95,-1.314814815,0
663,01/28/19 02:00:00 PM,29.05748333,-0.596203704,97.45,59.16666667,-0.199537037,3.483333333,7.97,18.06666667,-0.962962963,0
664,01/28/19 03:00:00 PM,29.0767,-0.915925926,98.03333333,30.63333333,-0.624537037,4.231666667,8.966666667,14.55,-1.185185185,0
665,01/28/19 04:00:00 PM,29.09096667,-1.043055556,98.36666667,6.683333333,-0.972314815,3.118333333,7.97,15.03333333,-1.277777778,0
666,01/28/19 05:00:00 PM,29.11016667,-1.327037037,98.53333333,0.6,-1.289351852,3.983333333,8.59,16.43333333,-1.537037037,0
667,01/28/19 06:00:00 PM,29.12693333,-1.256388889,98.61666667,0.6,-1.37462963,3.61,7.34,14.1,-1.472222222,0
668,01/28/19 07:00:00 PM,29.13428333,-1.189907407,98.78333333,0.6,-1.218148148,1.993333333,4.725,14.78333333,-1.351851852,0
669,01/28/19 08:00:00 PM,29.15298333,-1.751666667,98.91666667,0.6,-1.694444444,3.116666667,6.1,8.916666667,-1.898148148,0
670,01/28/19 09:00:00 PM,29.17021667,-1.981666667,98.93333333,0.6,-1.991203704,2.366666667,4.73,5.633333333,-2.138888889,0.2
671,01/28/19 10:00:00 PM,29.17761667,-2.3775,98.63333333,0.6,-2.382222222,2.996666667,6.346666667,7.283333333,-2.592592593,1
672,01/28/19 11:00:00 PM,29.18596667,-2.527685185,98.06666667,0.6,-2.590648148,2.62,5.35,12.18333333,-2.814814815,1
673,01/29/19 12:00:00 AM,29.1958,-2.619722222,97.28333333,0.6,-2.70287037,2.493333333,5.355,8.216666667,-3,1
674,01/29/19 01:00:00 AM,29.20563333,-2.551851852,97.06666667,0.6,-2.678240741,2.246666667,5.223333333,8.9,-2.944444444,1
675,01/29/19 02:00:00 AM,29.22238333,-2.898148148,94.83333333,0.6,-3.005925926,3.61,7.346666667,13.83333333,-3.62037037,1
676,01/29/19 03:00:00 AM,29.2283,-3.133518519,92.25,0.6,-3.271388889,3.86,7.97,15.01666667,-4.212962963,1
677,01/29/19 04:00:00 AM,29.23568333,-3.345555556,91.28333333,0.6,-3.478611111,4.111666667,8.343333333,14.56666667,-4.555555556,1
678,01/29/19 05:00:00 AM,29.25731667,-3.801759259,88.78333333,0.6,-3.946481481,5.1,9.84,12.21666667,-5.388888889,0.8
679,01/29/19 06:00:00 AM,29.28048333,-4.031296296,86.86666667,0.6,-4.202222222,5.6,10.71333333,10.56666667,-5.907407407,0.8
680,01/29/19 07:00:00 AM,29.31195,-4.212222222,86.03333333,3.1,-4.332592593,6.223333333,11.95833333,12,-6.194444444,1
681,01/29/19 08:00:00 AM,29.33558333,-4.232314815,86.85,30.63333333,-4.091481481,5.105,9.966666667,13.61666667,-6.111111111,1
682,01/29/19 09:00:00 AM,29.35575,-4.242037037,85.46666667,69.18333333,-3.657314815,5.22,10.335,18.53333333,-6.314814815,1
683,01/29/19 10:00:00 AM,29.37446667,-4.181944444,86.01666667,100.4166667,-3.203148148,5.1,11.33,15.48333333,-6.175925926,1
684,01/29/19 11:00:00 AM,29.38283333,-4.051851852,81.38333333,141.25,-2.421481481,4.603333333,11.71,18.08333333,-6.768518519,1
685,01/29/19 12:00:00 PM,29.37743333,-4.026296296,81,129.3666667,-2.547407407,4.48,11.20833333,19.71666667,-6.805555556,1
686,01/29/19 01:00:00 PM,29.36656667,-3.901574074,79.41666667,125,-2.205092593,4.108333333,9.213333333,20.16666667,-6.944444444,1
687,01/29/19 02:00:00 PM,29.37003333,-3.976296296,80.36666667,85.01666667,-2.854166667,3.243333333,8.84,22.75,-6.861111111,1
688,01/29/19 03:00:00 PM,29.37743333,-4.2625,80.3,53.53333333,-3.465462963,4.111666667,8.843333333,15,-7.138888889,1
689,01/29/19 04:00:00 PM,29.38381667,-4.570462963,80.73333333,18.55,-4.30787037,3.741666667,9.336666667,15.03333333,-7.37962963,1
690,01/29/19 05:00:00 PM,29.38923333,-5.048888889,80.3,1.016666667,-5.085092593,3.863333333,8.59,15.73333333,-7.935185185,1
691,01/29/19 06:00:00 PM,29.4035,-5.320833333,80.81666667,0.6,-5.443981481,3.986666667,7.596666667,11.03333333,-8.111111111,1
692,01/29/19 07:00:00 PM,29.41233333,-5.537222222,81.3,0.6,-5.723796296,3.61,6.726666667,7.25,-8.231481481,1
693,01/29/19 08:00:00 PM,29.42271667,-5.558333333,81.98333333,0.6,-5.672407407,3.118333333,6.6,9.15,-8.166666667,1
694,01/29/19 09:00:00 PM,29.43601667,-6.167962963,82.1,0.6,-6.341388889,2.743333333,5.6,10.1,-8.731481481,1
695,01/29/19 10:00:00 PM,29.43843333,-6.504444444,82.25,0.6,-6.727592593,2.246666667,4.853333333,7.266666667,-9.037037037,1
696,01/29/19 11:00:00 PM,29.44976667,-6.855277778,82.23333333,0.6,-7.138981481,3.246666667,6.353333333,8.433333333,-9.37037037,0.2
697,01/30/19 12:00:00 AM,29.45861667,-6.956666667,83.1,0.6,-7.283703704,3.368333333,5.726666667,7.75,-9.324074074,0
698,01/30/19 01:00:00 AM,29.46206667,-7.316296296,84.1,0.6,-7.402592593,3.493333333,5.976666667,6.783333333,-9.555555556,0
699,01/30/19 02:00:00 AM,29.46798333,-7.564722222,84.31666667,0.6,-7.783240741,2.243333333,4.606666667,62.63333333,-9.75,0
700,01/30/19 03:00:00 AM,29.4645,-8.039259259,85.16666667,0.6,-8.563333333,1.493333333,3.115,185.5833333,-10.09259259,0
701,01/30/19 04:00:00 AM,29.46351667,-8.831666667,87.73333333,0.6,-9.395092593,1.373333333,2.87,51.83333333,-10.50925926,0
702,01/30/19 05:00:00 AM,29.46551667,-9.873796296,88.06666667,0.6,-10.27342593,1.746666667,4.231666667,37.8,-11.46296296,0
703,01/30/19 06:00:00 AM,29.46896667,-10.91074074,88.08333333,0.6,-11.1775,2.496666667,5.228333333,49.05,-12.5,0
704,01/30/19 07:00:00 AM,29.48471667,-11.16481481,87.8,11.45,-11.39157407,1.623333333,3.613333333,48.55,-12.77777778,0
705,01/30/19 08:00:00 AM,29.48716667,-10.27666667,86.33333333,52.3,-9.447962963,1.993333333,4.728333333,24.38333333,-12.12962963,0.5
706,01/30/19 09:00:00 AM,29.48618333,-7.463148148,81.9,135.4,-4.223611111,1.366666667,3.613333333,213.75,-10.03703704,1
707,01/30/19 10:00:00 AM,29.47978333,-5.173703704,74.83333333,196.2666667,-0.29462963,1.496666667,4.231666667,175.2833333,-8.962962963,1
708,01/30/19 11:00:00 AM,29.4596,-2.754074074,67.83333333,223.75,1.494259259,2.246666667,5.848333333,181.4,-7.87037037,1
709,01/30/19 12:00:00 PM,29.43008333,-1.333518519,62.95,172.5166667,3.288518519,1.75,5.47,182.0833333,-7.5,0.8
710,01/30/19 01:00:00 PM,29.41335,-0.209907407,58.26666667,175.2,2.600092593,2.246666667,5.975,181.1333333,-7.435185185,0.8
711,01/30/19 02:00:00 PM,29.4025,-0.148148148,55.18333333,137.5166667,1.361759259,3.86,7.596666667,177.8666667,-8.055555556,1
712,01/30/19 03:00:00 PM,29.40151667,0.074351852,54.91666667,70.63333333,0.804814815,3.491666667,7.473333333,172.4666667,-7.916666667,1
713,01/30/19 04:00:00 PM,29.4025,-0.278240741,55.96666667,28.31666667,-0.265,5.601666667,10.71,171.9833333,-7.981481481,0.8
714,01/30/19 05:00:00 PM,29.40793333,-0.62,55.41666667,1.233333333,-0.996018519,3.858333333,6.846666667,166.1,-8.416666667,0.8
715,01/30/19 06:00:00 PM,29.4168,-1.247407407,59.73333333,0.6,-1.689814815,2.496666667,4.98,163.7666667,-8.083333333,0.2
716,01/30/19 07:00:00 PM,29.41925,-1.879259259,62.45,0.6,-2.40037037,1.993333333,4.358333333,110.0666667,-8.111111111,0
717,01/30/19 08:00:00 PM,29.43895,-2.795833333,66.9,0.6,-3.340092593,1.743333333,3.605,189.1333333,-8.083333333,0
