"Plot Title: DL5"
#,"Date Time, GMT-05:00","Temp, °F (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, mph (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)"
3587,10/23/19 10:00:00 AM,48.63,77.91,5.97,248.30,251.33
3588,10/23/19 11:00:00 AM,51.94,69.29,8.05,246.10,360.16
3589,10/23/19 12:00:00 PM,54.25,61.38,8.67,249.90,458.90
3590,10/23/19 01:00:00 PM,55.99,55.14,11.80,262.40,457.78
3591,10/23/19 02:00:00 PM,57.29,47.26,12.56,256.50,471.24
3592,10/23/19 03:00:00 PM,57.52,43.99,11.20,270.70,296.21
3593,10/23/19 04:00:00 PM,57.87,39.36,11.94,269.60,247.96
3594,10/23/19 05:00:00 PM,57.92,38.85,11.47,277.70,190.74
3595,10/23/19 06:00:00 PM,56.28,43.50,9.68,281.10,59.47
3596,10/23/19 07:00:00 PM,52.23,57.93,4.89,246.80,1.12
3597,10/23/19 08:00:00 PM,47.17,71.58,2.94,208.30,0.00
3598,10/23/19 09:00:00 PM,41.21,84.60,3.89,178.80,0.00
3599,10/23/19 10:00:00 PM,37.98,86.70,4.16,167.90,0.00
3600,10/23/19 11:00:00 PM,37.59,85.60,3.65,159.40,0.00
3601,10/24/19 12:00:00 AM,37.90,82.80,4.43,157.00,0.00
3602,10/24/19 01:00:00 AM,37.75,82.50,4.62,148.10,0.00
3603,10/24/19 02:00:00 AM,37.55,82.90,4.60,140.20,0.00
3604,10/24/19 03:00:00 AM,37.58,81.50,4.57,144.50,0.00
3605,10/24/19 04:00:00 AM,38.17,79.49,5.06,153.00,0.00
3606,10/24/19 05:00:00 AM,39.45,78.97,5.25,159.10,0.00
3607,10/24/19 06:00:00 AM,38.59,79.42,4.44,148.90,0.00
3608,10/24/19 07:00:00 AM,40.76,69.07,4.85,152.80,0.00
3609,10/24/19 08:00:00 AM,43.61,68.31,6.01,152.20,12.34
3610,10/24/19 09:00:00 AM,47.07,62.98,6.67,136.20,106.59
3611,10/24/19 10:00:00 AM,49.21,55.50,9.44,142.90,164.93
3612,10/24/19 11:00:00 AM,55.51,40.75,7.57,187.80,328.75
3613,10/24/19 12:00:00 PM,61.02,34.80,7.16,198.60,456.65
3614,10/24/19 01:00:00 PM,62.71,33.33,6.03,196.10,219.91
3615,10/24/19 02:00:00 PM,64.53,32.60,7.43,224.60,157.08
3616,10/24/19 03:00:00 PM,66.29,30.13,8.93,227.90,251.33
3617,10/24/19 04:00:00 PM,67.60,29.05,10.06,241.20,204.20
3618,10/24/19 05:00:00 PM,66.69,41.08,7.38,284.50,125.66
3619,10/24/19 06:00:00 PM,61.57,54.79,6.72,355.20,22.44
3620,10/24/19 07:00:00 PM,57.96,57.89,3.47,34.10,0.00
3621,10/24/19 08:00:00 PM,56.43,62.93,4.13,340.00,0.00
3622,10/24/19 09:00:00 PM,55.47,70.88,3.10,352.10,0.00
3623,10/24/19 10:00:00 PM,50.47,81.30,2.42,123.90,0.00
3624,10/24/19 11:00:00 PM,48.83,84.40,2.42,48.72,0.00
3625,10/25/19 12:00:00 AM,50.11,78.63,4.20,352.70,0.00
3626,10/25/19 01:00:00 AM,48.76,86.10,2.16,43.63,0.00
3627,10/25/19 02:00:00 AM,44.84,89.50,1.87,188.20,0.00
3628,10/25/19 03:00:00 AM,42.53,93.00,2.71,124.70,0.00
3629,10/25/19 04:00:00 AM,42.29,95.10,2.92,102.30,0.00
3630,10/25/19 05:00:00 AM,43.06,95.30,1.87,75.27,0.00
3631,10/25/19 06:00:00 AM,43.50,95.10,1.99,75.20,0.00
3632,10/25/19 07:00:00 AM,43.55,95.00,2.37,69.44,0.00
3633,10/25/19 08:00:00 AM,43.63,95.00,2.28,77.56,1.12
3634,10/25/19 09:00:00 AM,44.00,95.00,1.58,86.20,8.98
3635,10/25/19 10:00:00 AM,45.02,94.10,1.98,47.36,67.32
3636,10/25/19 11:00:00 AM,46.99,88.40,2.38,67.12,108.83
3637,10/25/19 12:00:00 PM,48.70,84.30,2.77,29.44,114.44
3638,10/25/19 01:00:00 PM,50.13,80.20,2.27,2.55,120.05
3639,10/25/19 02:00:00 PM,51.21,81.40,2.31,164.00,88.64
3640,10/25/19 03:00:00 PM,52.23,81.70,2.23,267.90,72.93
3641,10/25/19 04:00:00 PM,51.80,84.30,3.79,305.70,41.51
3642,10/25/19 05:00:00 PM,50.43,89.40,4.31,303.20,25.81
3643,10/25/19 06:00:00 PM,49.33,93.30,4.06,297.50,3.37
3644,10/25/19 07:00:00 PM,48.49,94.50,3.44,289.20,0.00
3645,10/25/19 08:00:00 PM,48.38,95.60,2.78,301.60,0.00
3646,10/25/19 09:00:00 PM,48.07,96.40,3.15,349.90,0.00
3647,10/25/19 10:00:00 PM,47.86,97.10,3.24,240.30,0.00
3648,10/25/19 11:00:00 PM,47.61,97.20,2.32,179.60,0.00
3649,10/26/19 12:00:00 AM,47.12,97.80,3.32,161.20,0.00
3650,10/26/19 01:00:00 AM,47.17,97.40,2.15,149.10,0.00
3651,10/26/19 02:00:00 AM,46.85,97.40,2.10,104.40,0.00
3652,10/26/19 03:00:00 AM,46.71,97.40,2.19,137.80,0.00
3653,10/26/19 04:00:00 AM,45.59,97.60,2.20,86.90,0.00
3654,10/26/19 05:00:00 AM,42.40,98.50,2.83,121.40,0.00
3655,10/26/19 06:00:00 AM,40.01,99.00,2.76,84.60,0.00
3656,10/26/19 07:00:00 AM,39.08,99.40,2.09,96.90,0.00
3657,10/26/19 08:00:00 AM,39.25,99.50,2.50,98.80,5.61
3658,10/26/19 09:00:00 AM,40.29,99.70,2.76,58.43,34.78
3659,10/26/19 10:00:00 AM,41.95,100.00,4.06,55.95,106.59
3660,10/26/19 11:00:00 AM,43.71,100.00,3.46,56.37,203.08
3661,10/26/19 12:00:00 PM,47.32,92.30,4.24,49.03,439.82
3662,10/26/19 01:00:00 PM,51.44,77.86,3.11,323.80,336.60
3663,10/26/19 02:00:00 PM,53.17,72.83,3.27,45.70,279.38
3664,10/26/19 03:00:00 PM,54.52,64.79,3.90,54.47,214.30
3665,10/26/19 04:00:00 PM,56.50,60.92,7.81,106.40,289.48
3666,10/26/19 05:00:00 PM,55.74,66.18,7.40,115.70,92.00
3667,10/26/19 06:00:00 PM,54.00,66.24,5.24,104.50,20.20
3668,10/26/19 07:00:00 PM,52.84,71.55,3.81,95.50,0.00
3669,10/26/19 08:00:00 PM,52.41,64.56,6.25,120.80,0.00
3670,10/26/19 09:00:00 PM,53.20,73.81,5.84,141.80,0.00
3671,10/26/19 10:00:00 PM,51.37,89.60,7.48,155.30,0.00
3672,10/26/19 11:00:00 PM,51.01,90.40,10.07,152.50,0.00
3673,10/27/19 12:00:00 AM,51.28,90.40,13.94,147.80,0.00
3674,10/27/19 01:00:00 AM,51.17,91.80,13.73,147.50,0.00
3675,10/27/19 02:00:00 AM,50.97,92.20,15.66,141.90,0.00
3676,10/27/19 03:00:00 AM,51.04,89.50,14.60,150.40,0.00
3677,10/27/19 04:00:00 AM,50.88,87.20,13.66,151.20,0.00
3678,10/27/19 05:00:00 AM,49.91,88.50,16.42,144.70,0.00
3679,10/27/19 06:00:00 AM,49.91,89.70,17.43,147.80,0.00
3680,10/27/19 07:00:00 AM,50.43,92.50,16.73,151.20,0.00
3681,10/27/19 08:00:00 AM,50.74,94.40,14.79,155.90,1.12
3682,10/27/19 09:00:00 AM,51.39,94.10,13.99,151.10,13.46
3683,10/27/19 10:00:00 AM,52.77,95.10,23.78,147.60,37.03
3684,10/27/19 11:00:00 AM,54.50,92.00,19.59,152.10,146.98
3685,10/27/19 12:00:00 PM,57.34,88.40,15.77,162.10,296.21
3686,10/27/19 01:00:00 PM,60.24,88.50,15.46,162.10,284.99
3687,10/27/19 02:00:00 PM,61.16,85.20,12.37,160.50,153.71
3688,10/27/19 03:00:00 PM,62.74,89.50,7.85,185.30,81.91
3689,10/27/19 04:00:00 PM,62.51,79.88,10.60,252.60,111.08
3690,10/27/19 05:00:00 PM,61.95,74.97,11.52,268.90,49.37
3691,10/27/19 06:00:00 PM,60.48,71.19,11.68,286.10,17.95
3692,10/27/19 07:00:00 PM,58.39,74.32,10.27,287.30,0.00
3693,10/27/19 08:00:00 PM,56.80,75.14,9.40,275.00,0.00
3694,10/27/19 09:00:00 PM,56.12,76.56,8.76,275.20,0.00
3695,10/27/19 10:00:00 PM,55.45,79.63,9.47,282.30,0.00
3696,10/27/19 11:00:00 PM,54.79,81.10,7.92,280.40,0.00
3697,10/28/19 12:00:00 AM,54.50,81.50,5.08,296.00,0.00
3698,10/28/19 01:00:00 AM,54.09,83.50,4.76,290.90,0.00
3699,10/28/19 02:00:00 AM,53.80,79.54,5.47,302.90,0.00
3700,10/28/19 03:00:00 AM,53.64,80.80,5.26,321.30,0.00
3701,10/28/19 04:00:00 AM,53.33,81.60,3.61,330.70,0.00
3702,10/28/19 05:00:00 AM,53.04,82.70,4.10,327.20,0.00
3703,10/28/19 06:00:00 AM,52.84,84.50,4.45,335.20,0.00
3704,10/28/19 07:00:00 AM,52.56,85.20,3.06,314.30,0.00
3705,10/28/19 08:00:00 AM,51.93,89.50,1.01,16.15,2.24
3706,10/28/19 09:00:00 AM,51.40,90.70,2.73,126.20,35.90
3707,10/28/19 10:00:00 AM,53.46,82.00,3.32,136.50,161.57
3708,10/28/19 11:00:00 AM,56.66,72.90,3.31,181.60,288.35
3709,10/28/19 12:00:00 PM,59.36,67.33,3.98,129.30,426.36
3710,10/28/19 01:00:00 PM,61.56,59.04,4.69,155.20,466.75
3711,10/28/19 02:00:00 PM,99999.00,99999.00,99999.00,99999.00,453.29
3712,10/28/19 03:00:00 PM,99999.00,99999.00,6.07,149.90,400.55
3713,10/28/19 04:00:00 PM,65.93,55.18,7.79,136.50,293.96
3714,10/28/19 05:00:00 PM,65.70,57.44,7.86,144.00,168.30
3715,10/28/19 06:00:00 PM,64.06,61.22,5.55,157.40,41.51
3716,10/28/19 07:00:00 PM,57.99,78.41,6.21,131.20,0.00
3717,10/28/19 08:00:00 PM,55.20,76.69,6.86,127.10,0.00
3718,10/28/19 09:00:00 PM,54.39,77.52,4.34,122.30,0.00
3719,10/28/19 10:00:00 PM,53.35,76.72,5.98,140.70,0.00
3720,10/28/19 11:00:00 PM,55.51,75.90,8.48,142.00,0.00
3721,10/29/19 12:00:00 AM,55.31,78.83,8.58,144.70,0.00
3722,10/29/19 01:00:00 AM,53.85,84.50,8.88,131.10,0.00
3723,10/29/19 02:00:00 AM,53.01,86.00,12.10,149.70,0.00
3724,10/29/19 03:00:00 AM,53.56,84.00,12.47,153.30,0.00
3725,10/29/19 04:00:00 AM,53.96,82.60,12.06,153.60,0.00
3726,10/29/19 05:00:00 AM,53.60,81.20,14.24,166.40,0.00
3727,10/29/19 06:00:00 AM,53.20,79.74,12.16,161.40,0.00
3728,10/29/19 07:00:00 AM,53.08,77.95,12.61,166.10,0.00
3729,10/29/19 08:00:00 AM,52.99,78.73,12.80,167.50,3.37
3730,10/29/19 09:00:00 AM,53.83,76.10,11.79,155.80,66.20
3731,10/29/19 10:00:00 AM,55.35,75.57,10.54,152.20,118.93
3732,10/29/19 11:00:00 AM,56.80,73.36,10.55,158.40,218.79
3733,10/29/19 12:00:00 PM,57.88,70.87,11.23,167.30,252.45
3734,10/29/19 01:00:00 PM,60.84,67.84,12.17,164.10,517.24
3735,10/29/19 02:00:00 PM,62.02,68.19,10.93,174.50,442.07
3736,10/29/19 03:00:00 PM,62.92,67.59,8.62,186.40,392.70
3737,10/29/19 04:00:00 PM,61.86,69.26,10.08,177.80,255.82
3738,10/29/19 05:00:00 PM,61.97,69.95,8.02,179.70,166.06
3739,10/29/19 06:00:00 PM,59.77,75.18,8.68,171.10,41.51
3740,10/29/19 07:00:00 PM,57.42,79.72,6.54,152.30,0.00
3741,10/29/19 08:00:00 PM,56.48,79.87,6.69,147.70,0.00
3742,10/29/19 09:00:00 PM,55.58,83.60,5.80,134.20,0.00
3743,10/29/19 10:00:00 PM,54.68,83.90,4.61,149.60,0.00
3744,10/29/19 11:00:00 PM,55.65,82.50,5.33,182.10,0.00
3745,10/30/19 12:00:00 AM,55.81,85.00,3.67,187.00,0.00
3746,10/30/19 01:00:00 AM,55.53,85.10,5.67,148.80,0.00
3747,10/30/19 02:00:00 AM,55.76,84.30,5.71,159.10,0.00
3748,10/30/19 03:00:00 AM,55.96,85.00,5.00,152.00,0.00
3749,10/30/19 04:00:00 AM,55.90,86.80,6.58,142.30,0.00
3750,10/30/19 05:00:00 AM,55.18,86.80,5.80,139.30,0.00
3751,10/30/19 06:00:00 AM,55.08,87.20,4.27,151.40,0.00
3752,10/30/19 07:00:00 AM,54.79,87.50,5.82,145.50,0.00
3753,10/30/19 08:00:00 AM,54.91,87.50,4.96,150.80,1.12
3754,10/30/19 09:00:00 AM,55.49,88.40,2.47,144.00,13.46
3755,10/30/19 10:00:00 AM,56.01,86.90,4.77,132.60,44.88
3756,10/30/19 11:00:00 AM,56.73,85.80,5.44,145.50,63.95
3757,10/30/19 12:00:00 PM,57.52,85.60,6.69,150.50,72.93
3758,10/30/19 01:00:00 PM,57.99,84.30,6.21,150.40,98.74
3759,10/30/19 02:00:00 PM,58.78,84.00,7.27,155.70,129.03
3760,10/30/19 03:00:00 PM,58.03,86.00,7.72,162.20,56.10
3761,10/30/19 04:00:00 PM,57.02,86.70,7.72,158.00,30.29
3762,10/30/19 05:00:00 PM,56.82,86.60,6.86,135.60,26.93
3763,10/30/19 06:00:00 PM,56.53,86.70,5.96,129.20,7.85
3764,10/30/19 07:00:00 PM,56.32,87.40,4.63,135.50,0.00
3765,10/30/19 08:00:00 PM,55.96,88.30,3.61,136.90,0.00
3766,10/30/19 09:00:00 PM,56.03,87.70,4.80,126.70,0.00
3767,10/30/19 10:00:00 PM,56.91,86.50,8.10,152.00,0.00
3768,10/30/19 11:00:00 PM,57.56,87.50,11.02,144.40,0.00
3769,10/31/19 12:00:00 AM,57.54,93.40,9.48,150.60,0.00
3770,10/31/19 01:00:00 AM,56.68,96.30,8.08,152.30,0.00
3771,10/31/19 02:00:00 AM,56.71,97.20,7.14,156.50,0.00
3772,10/31/19 03:00:00 AM,57.20,96.10,9.80,151.40,0.00
3773,10/31/19 04:00:00 AM,57.96,94.60,8.19,152.30,0.00
3774,10/31/19 05:00:00 AM,58.33,94.80,8.14,156.70,0.00
3775,10/31/19 06:00:00 AM,58.60,95.20,6.77,135.10,0.00
3776,10/31/19 07:00:00 AM,58.64,95.10,7.66,145.00,0.00
3777,10/31/19 08:00:00 AM,59.04,94.60,8.92,149.00,1.12
3778,10/31/19 09:00:00 AM,59.49,94.20,9.24,147.00,16.83
3779,10/31/19 10:00:00 AM,60.91,92.40,7.06,145.50,56.10
3780,10/31/19 11:00:00 AM,61.92,91.60,9.97,143.30,63.95
3781,10/31/19 12:00:00 PM,62.82,91.70,9.18,149.00,40.39
3782,10/31/19 01:00:00 PM,64.11,91.40,11.72,156.50,94.25
3783,10/31/19 02:00:00 PM,64.74,93.40,12.34,155.80,78.54
3784,10/31/19 03:00:00 PM,65.23,94.80,12.63,157.60,54.98
3785,10/31/19 04:00:00 PM,66.34,94.10,13.12,156.90,71.81
3786,10/31/19 05:00:00 PM,67.19,94.50,14.54,156.50,32.54
3787,10/31/19 06:00:00 PM,67.84,93.80,15.26,158.50,4.49
3788,10/31/19 07:00:00 PM,67.48,99.30,15.08,195.60,0.00
3789,10/31/19 08:00:00 PM,64.13,100.00,6.59,216.30,0.00
3790,10/31/19 09:00:00 PM,65.01,100.00,6.49,149.20,0.00
3791,10/31/19 10:00:00 PM,66.04,91.70,9.98,239.10,0.00
3792,10/31/19 11:00:00 PM,59.97,92.90,12.23,248.00,1.12
3793,11/01/19 12:00:00 AM,57.79,71.47,13.02,246.30,0.00
3794,11/01/19 01:00:00 AM,52.92,67.81,18.01,248.20,0.00
3795,11/01/19 02:00:00 AM,47.48,66.35,18.90,245.60,0.00
3796,11/01/19 03:00:00 AM,44.09,63.08,17.79,245.40,0.00
3797,11/01/19 04:00:00 AM,41.63,67.13,17.62,247.10,0.00
3798,11/01/19 05:00:00 AM,41.04,67.88,14.95,248.20,0.00
3799,11/01/19 06:00:00 AM,41.33,68.96,17.85,269.00,0.00
3800,11/01/19 07:00:00 AM,40.07,71.80,20.21,265.30,0.00
3801,11/01/19 08:00:00 AM,40.36,65.05,16.91,266.40,0.00
3802,11/01/19 09:00:00 AM,39.93,70.34,15.57,270.40,7.85
3803,11/01/19 10:00:00 AM,40.22,67.75,12.90,273.00,59.47
3804,11/01/19 11:00:00 AM,40.76,73.62,13.53,279.30,96.49
3805,11/01/19 12:00:00 PM,40.46,61.46,18.09,280.90,185.13
3806,11/01/19 01:00:00 PM,41.28,60.54,15.80,275.90,161.57
3807,11/01/19 02:00:00 PM,41.05,64.21,14.61,275.10,114.44
3808,11/01/19 03:00:00 PM,41.05,61.16,14.79,279.10,134.64
3809,11/01/19 04:00:00 PM,40.73,60.36,12.50,282.50,85.27
3810,11/01/19 05:00:00 PM,40.48,63.39,9.02,289.70,39.27
3811,11/01/19 06:00:00 PM,40.13,64.89,8.72,286.10,12.34
3812,11/01/19 07:00:00 PM,39.64,63.44,7.63,302.00,0.00
3813,11/01/19 08:00:00 PM,39.21,62.74,7.36,305.60,0.00
3814,11/01/19 09:00:00 PM,38.83,70.37,4.66,338.20,0.00
3815,11/01/19 10:00:00 PM,38.40,70.75,2.91,353.00,0.00
3816,11/01/19 11:00:00 PM,37.74,72.99,2.99,14.65,0.00
3817,11/02/19 12:00:00 AM,36.97,80.20,2.62,130.10,0.00
3818,11/02/19 01:00:00 AM,36.99,83.40,2.10,115.00,0.00
3819,11/02/19 02:00:00 AM,36.53,84.90,3.42,144.30,0.00
3820,11/02/19 03:00:00 AM,36.37,84.10,4.14,138.00,0.00
3821,11/02/19 04:00:00 AM,36.49,81.20,5.64,125.10,0.00
3822,11/02/19 05:00:00 AM,36.71,80.30,2.72,166.10,0.00
3823,11/02/19 06:00:00 AM,36.83,83.50,3.39,136.60,0.00
3824,11/02/19 07:00:00 AM,36.56,81.90,5.48,133.90,0.00
3825,11/02/19 08:00:00 AM,36.73,80.30,5.05,129.30,1.12
3826,11/02/19 09:00:00 AM,37.33,78.12,6.88,144.60,60.59
3827,11/02/19 10:00:00 AM,39.37,69.46,8.73,156.40,187.37
3828,11/02/19 11:00:00 AM,40.84,65.70,8.16,175.00,226.64
3829,11/02/19 12:00:00 PM,42.75,59.81,9.94,170.60,412.90
3830,11/02/19 01:00:00 PM,44.67,58.63,8.83,178.40,412.90
3831,11/02/19 02:00:00 PM,45.15,52.22,8.07,191.90,308.55
3832,11/02/19 03:00:00 PM,47.79,50.92,8.62,182.50,437.58
3833,11/02/19 04:00:00 PM,48.47,45.37,7.22,195.80,261.43
3834,11/02/19 05:00:00 PM,47.80,45.46,7.61,238.00,109.96
3835,11/02/19 06:00:00 PM,46.89,46.41,4.10,211.50,32.54
3836,11/02/19 07:00:00 PM,43.89,63.76,3.31,169.90,0.00
3837,11/02/19 08:00:00 PM,39.76,75.75,3.15,144.30,0.00
3838,11/02/19 09:00:00 PM,39.63,62.11,2.23,158.00,0.00
3839,11/02/19 10:00:00 PM,42.07,59.29,3.16,186.50,0.00
3840,11/02/19 11:00:00 PM,42.39,62.08,3.01,175.10,0.00
3841,11/03/19 12:00:00 AM,41.91,82.80,5.87,306.30,0.00
3842,11/03/19 01:00:00 AM,39.52,83.70,3.22,329.40,0.00
3843,11/03/19 02:00:00 AM,36.28,92.70,3.00,128.00,0.00
3844,11/03/19 03:00:00 AM,33.18,95.20,4.96,152.20,0.00
3845,11/03/19 04:00:00 AM,32.97,94.90,4.77,155.00,0.00
3846,11/03/19 05:00:00 AM,35.09,82.30,2.68,177.50,0.00
3847,11/03/19 06:00:00 AM,35.98,87.30,3.35,156.10,0.00
3848,11/03/19 07:00:00 AM,35.02,88.30,2.24,160.60,0.00
3849,11/03/19 08:00:00 AM,36.56,87.10,4.72,244.40,1.12
3850,11/03/19 09:00:00 AM,37.34,83.40,3.26,225.70,34.78
3851,11/03/19 10:00:00 AM,38.22,77.39,3.81,246.50,105.47
3852,11/03/19 11:00:00 AM,40.42,73.97,7.01,260.30,155.96
3853,11/03/19 12:00:00 PM,40.12,82.60,8.29,261.60,61.71
3854,11/03/19 01:00:00 PM,38.77,80.50,6.42,240.60,109.96
3855,11/03/19 02:00:00 PM,40.77,76.68,7.59,250.30,184.01
3856,11/03/19 03:00:00 PM,40.67,76.06,9.53,268.00,108.83
3857,11/03/19 04:00:00 PM,41.53,63.75,12.78,270.30,124.54
3858,11/03/19 05:00:00 PM,41.78,69.80,11.91,263.10,54.98
3859,11/03/19 06:00:00 PM,41.36,65.31,10.67,268.80,16.83
3860,11/03/19 07:00:00 PM,40.40,66.79,7.59,272.60,0.00
3861,11/03/19 08:00:00 PM,38.62,70.51,5.37,243.80,0.00
3862,11/03/19 09:00:00 PM,37.57,79.06,3.83,223.00,0.00
3863,11/03/19 10:00:00 PM,35.19,83.60,3.35,151.60,0.00
3864,11/03/19 11:00:00 PM,35.05,84.90,3.57,153.00,0.00
3865,11/03/19 12:00:00 AM,35.34,84.20,3.24,152.40,0.00
3866,11/04/19 01:00:00 AM,36.01,82.30,2.15,137.60,0.00
3867,11/04/19 02:00:00 AM,35.55,86.30,2.08,151.40,0.00
3868,11/04/19 03:00:00 AM,34.63,88.60,2.28,80.30,0.00
3869,11/04/19 04:00:00 AM,32.74,90.70,3.27,122.60,0.00
3870,11/04/19 05:00:00 AM,31.95,90.40,4.29,129.20,0.00
3871,11/04/19 06:00:00 AM,32.01,85.30,5.11,150.80,0.00
3872,11/04/19 07:00:00 AM,33.07,82.30,5.87,148.90,0.00
3873,11/04/19 08:00:00 AM,34.30,77.75,7.36,134.80,2.24
3874,11/04/19 09:00:00 AM,35.64,69.77,8.64,142.80,59.47
3875,11/04/19 10:00:00 AM,37.93,68.53,10.51,157.10,106.59
3876,11/04/19 11:00:00 AM,39.44,61.65,10.45,155.30,124.54
3877,11/04/19 12:00:00 PM,41.99,60.12,10.59,161.20,108.83
3878,11/04/19 01:00:00 PM,43.44,58.52,11.38,150.80,175.03
3879,11/04/19 02:00:00 PM,44.79,53.99,13.67,147.00,167.18
3880,11/04/19 03:00:00 PM,46.26,52.06,12.34,148.90,132.40
3881,11/04/19 04:00:00 PM,48.22,47.75,11.03,158.10,83.03
3882,11/04/19 05:00:00 PM,49.06,47.84,11.61,167.70,50.49
3883,11/04/19 06:00:00 PM,48.88,51.44,10.44,161.10,22.44
3884,11/04/19 07:00:00 PM,47.57,55.31,9.83,150.70,0.00
3885,11/04/19 08:00:00 PM,46.85,57.21,11.14,146.20,0.00
3886,11/04/19 09:00:00 PM,46.47,58.23,7.91,146.90,0.00
3887,11/04/19 10:00:00 PM,46.74,59.39,8.46,144.40,0.00
3888,11/04/19 11:00:00 PM,46.69,61.46,8.04,143.90,0.00
3889,11/04/19 12:00:00 AM,46.23,64.12,6.08,137.20,0.00
3890,11/05/19 01:00:00 AM,46.40,65.20,4.65,117.60,0.00
3891,11/05/19 02:00:00 AM,46.49,66.96,4.46,129.00,0.00
3892,11/05/19 03:00:00 AM,47.57,66.63,8.15,161.20,0.00
3893,11/05/19 04:00:00 AM,47.95,67.44,9.42,167.80,0.00
3894,11/05/19 05:00:00 AM,47.89,68.76,9.22,170.10,0.00
3895,11/05/19 06:00:00 AM,47.88,68.46,9.86,166.30,0.00
3896,11/05/19 07:00:00 AM,47.77,68.63,10.14,158.90,0.00
3897,11/05/19 08:00:00 AM,47.77,74.55,7.26,158.30,0.00
3898,11/05/19 09:00:00 AM,47.10,73.36,8.61,157.00,11.22
3899,11/05/19 10:00:00 AM,47.07,75.09,10.10,152.30,24.68
3900,11/05/19 11:00:00 AM,46.67,84.20,9.35,167.50,49.37
3901,11/05/19 12:00:00 PM,46.42,84.20,8.30,171.80,70.69
3902,11/05/19 01:00:00 PM,46.78,83.40,4.20,186.50,78.54
3903,11/05/19 02:00:00 PM,47.77,86.50,3.70,226.40,49.37
3904,11/05/19 03:00:00 PM,47.41,87.80,4.38,178.70,76.30
3905,11/05/19 04:00:00 PM,47.79,86.10,3.81,193.00,85.27
3906,11/05/19 05:00:00 PM,44.83,90.30,8.75,310.40,19.07
3907,11/05/19 06:00:00 PM,41.55,87.90,6.42,294.00,3.37
3908,11/05/19 07:00:00 PM,41.66,86.60,4.68,267.20,0.00
3909,11/05/19 08:00:00 PM,41.27,88.20,2.86,191.30,0.00
3910,11/05/19 09:00:00 PM,40.47,92.00,2.05,173.80,0.00
3911,11/05/19 10:00:00 PM,38.11,96.00,4.04,151.80,0.00
3912,11/05/19 11:00:00 PM,36.70,96.10,3.88,157.00,0.00
3913,11/05/19 12:00:00 AM,36.82,83.90,4.89,240.60,0.00
3914,11/06/19 01:00:00 AM,37.27,83.10,5.72,262.70,0.00
3915,11/06/19 02:00:00 AM,37.34,81.80,5.93,271.00,0.00
3916,11/06/19 03:00:00 AM,37.54,84.70,2.76,261.60,0.00
3917,11/06/19 04:00:00 AM,36.70,90.20,2.99,142.20,0.00
3918,11/06/19 05:00:00 AM,36.92,81.50,2.29,187.30,0.00
3919,11/06/19 06:00:00 AM,37.33,85.70,4.21,246.50,0.00
3920,11/06/19 07:00:00 AM,35.89,87.90,2.64,194.80,0.00
3921,11/06/19 08:00:00 AM,35.98,74.96,4.54,285.00,1.12
3922,11/06/19 09:00:00 AM,36.72,70.01,9.17,293.90,48.25
3923,11/06/19 10:00:00 AM,37.19,69.80,8.11,306.00,167.18
3924,11/06/19 11:00:00 AM,37.81,65.64,7.68,311.10,301.82
3925,11/06/19 12:00:00 PM,39.64,59.01,6.20,330.00,401.68
3926,11/06/19 01:00:00 PM,41.40,45.50,8.15,283.80,431.97
3927,11/06/19 02:00:00 PM,42.93,45.59,7.28,287.90,425.24
3928,11/06/19 03:00:00 PM,45.18,38.91,5.80,278.10,364.65
3929,11/06/19 04:00:00 PM,46.09,37.81,6.65,283.30,260.30
3930,11/06/19 05:00:00 PM,46.60,38.54,5.10,283.40,126.79
3931,11/06/19 06:00:00 PM,45.16,50.40,2.89,198.30,19.07
3932,11/06/19 07:00:00 PM,41.15,63.39,3.42,142.20,0.00
3933,11/06/19 08:00:00 PM,40.80,61.13,3.38,143.20,0.00
3934,11/06/19 09:00:00 PM,42.04,58.14,5.29,150.20,0.00
3935,11/06/19 10:00:00 PM,42.66,53.74,5.36,153.70,0.00
3936,11/06/19 11:00:00 PM,43.85,53.28,6.22,165.70,0.00
3937,11/06/19 12:00:00 AM,43.68,56.86,5.23,135.50,0.00
3938,11/07/19 01:00:00 AM,42.89,59.49,6.17,145.30,0.00
3939,11/07/19 02:00:00 AM,42.56,59.35,6.48,143.80,0.00
3940,11/07/19 03:00:00 AM,42.68,58.18,7.39,140.20,0.00
3941,11/07/19 04:00:00 AM,42.55,59.85,6.35,143.60,0.00
3942,11/07/19 05:00:00 AM,42.35,59.88,5.83,145.10,0.00
3943,11/07/19 06:00:00 AM,42.81,62.07,5.64,141.50,0.00
3944,11/07/19 07:00:00 AM,42.96,62.76,6.14,143.20,0.00
3945,11/07/19 08:00:00 AM,43.36,64.17,5.13,148.60,0.00
3946,11/07/19 09:00:00 AM,43.83,68.28,3.48,171.90,2.24
3947,11/07/19 10:00:00 AM,44.37,72.45,4.62,237.60,15.71
3948,11/07/19 11:00:00 AM,41.61,86.00,7.46,310.30,25.81
