Plot Title: DL5
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, m/s (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)","Precipitation, Inches  (LGR S/N: 20034090, SEN S/N: 23073988)","DewPt, °C (LGR S/N: 20495520, SEN S/N: 10232331, LBL: Tamb)","SkyCover, Fraction (LGR S/N: 20075520, SEN S/N: 10734331, LBL: Tamb)","Gust Speed, m/s (LGR S/N: 20054090, SEN S/N: 20896535)"
1,01/01/19 12:00:00 AM,5.000,96.000,3.639,156.000,0.000,0.060,4.200,1.000,6.093
2,01/01/19 01:00:00 AM,5.830,95.000,3.518,156.000,1.160,0.000,4.830,1.000,6.773
3,01/01/19 02:00:00 AM,6.720,95.000,2.418,155.000,1.160,0.000,5.720,1.000,4.318
4,01/01/19 03:00:00 AM,7.670,94.000,2.660,153.000,0.000,0.000,6.470,0.800,4.198
5,01/01/19 04:00:00 AM,8.670,93.000,1.699,161.000,0.000,0.000,7.270,1.000,3.818
6,01/01/19 05:00:00 AM,9.440,94.000,0.899,239.000,0.000,0.000,8.240,0.800,1.659
7,01/01/19 06:00:00 AM,10.170,77.000,2.736,286.000,0.000,0.000,5.570,1.000,7.676
8,01/01/19 07:00:00 AM,9.670,75.000,3.018,292.000,0.000,0.000,4.670,1.000,5.494
9,01/01/19 08:00:00 AM,6.610,80.000,3.679,293.000,0.000,0.000,2.610,1.000,6.996
10,01/01/19 09:00:00 AM,4.440,79.000,2.660,313.000,2.330,0.000,0.240,1.000,5.557
11,01/01/19 10:00:00 AM,3.330,82.000,2.660,319.000,22.100,0.000,-0.270,1.000,4.877
12,01/01/19 11:00:00 AM,2.940,87.000,3.040,309.000,30.240,0.000,0.340,1.000,5.056
13,01/01/19 12:00:00 PM,2.060,89.000,2.459,314.000,38.380,0.000,-0.140,1.000,4.318
14,01/01/19 01:00:00 PM,1.500,88.000,2.280,315.000,17.450,0.000,-0.900,1.000,4.175
15,01/01/19 02:00:00 PM,1.390,88.000,2.177,308.000,12.790,0.000,-1.010,1.000,4.055
16,01/01/19 03:00:00 PM,1.220,88.000,1.757,308.000,12.790,0.000,-1.180,1.000,3.277
17,01/01/19 04:00:00 PM,1.220,84.000,2.396,308.000,15.120,0.000,-1.980,1.000,4.734
18,01/01/19 05:00:00 PM,0.440,83.000,2.298,321.000,3.490,0.000,-2.960,1.000,4.318
19,01/01/19 06:00:00 PM,-0.280,84.000,1.918,324.000,0.000,0.000,-3.480,1.000,3.518
20,01/01/19 07:00:00 PM,-0.780,84.000,1.797,325.000,0.000,0.000,-3.980,1.000,3.098
21,01/01/19 08:00:00 PM,-1.440,84.000,1.958,320.000,0.000,0.000,-4.640,1.000,3.138
22,01/01/19 09:00:00 PM,-1.830,80.000,1.457,313.000,0.000,0.000,-5.830,1.000,2.700
23,01/01/19 10:00:00 PM,-2.220,80.000,1.578,292.000,0.000,0.000,-6.220,1.000,2.736
24,01/01/19 11:00:00 PM,-2.720,80.000,1.238,305.000,0.000,0.000,-6.720,1.000,2.338
25,01/02/19 12:00:00 AM,-2.830,80.000,1.180,316.000,0.000,0.000,-6.830,1.000,2.338
26,01/02/19 01:00:00 AM,-3.060,80.000,1.498,298.000,0.000,0.000,-7.060,1.000,2.638
27,01/02/19 02:00:00 AM,-3.280,79.000,1.498,310.000,0.000,0.000,-7.480,1.000,2.280
28,01/02/19 03:00:00 AM,-3.440,77.000,0.921,336.000,0.000,0.000,-8.040,1.000,1.779
29,01/02/19 04:00:00 AM,-3.560,79.000,0.979,331.000,0.000,0.000,-7.760,1.000,1.659
30,01/02/19 05:00:00 AM,-3.610,79.000,0.800,305.000,0.000,0.000,-7.810,1.000,1.560
31,01/02/19 06:00:00 AM,-3.560,80.000,0.760,316.000,0.000,0.000,-7.560,1.000,1.600
32,01/02/19 07:00:00 AM,-3.780,80.000,0.939,342.000,0.000,0.000,-7.780,1.000,1.659
33,01/02/19 08:00:00 AM,-3.780,81.000,0.559,299.000,1.160,0.000,-7.580,1.000,0.800
34,01/02/19 09:00:00 AM,-3.610,83.000,0.621,327.000,17.450,0.000,-7.010,1.000,1.059
35,01/02/19 10:00:00 AM,-3.330,81.000,0.380,225.000,58.150,0.000,-7.130,1.000,0.800
36,01/02/19 11:00:00 AM,-2.940,81.000,0.398,81.000,94.200,0.000,-6.740,1.000,0.800
37,01/02/19 12:00:00 PM,-2.500,80.000,0.738,163.000,110.490,0.000,-6.500,1.000,1.140
38,01/02/19 01:00:00 PM,-1.890,81.000,0.858,112.000,87.230,0.000,-5.690,1.000,1.520
39,01/02/19 02:00:00 PM,-1.110,78.000,1.001,122.000,105.830,0.000,-5.510,1.000,1.641
40,01/02/19 03:00:00 PM,-0.670,79.000,1.238,127.000,60.480,0.000,-4.870,1.000,1.980
41,01/02/19 04:00:00 PM,-0.610,79.000,1.100,119.000,17.450,0.000,-4.810,1.000,1.560
42,01/02/19 05:00:00 PM,-0.560,80.000,1.301,128.000,3.490,0.000,-4.560,1.000,2.159
43,01/02/19 06:00:00 PM,-0.280,79.000,2.056,138.000,0.000,0.000,-4.480,1.000,3.277
44,01/02/19 07:00:00 PM,0.060,80.000,1.958,137.000,0.000,0.000,-3.940,1.000,3.277
45,01/02/19 08:00:00 PM,0.500,84.000,2.798,149.000,0.000,0.000,-2.700,1.000,4.774
46,01/02/19 09:00:00 PM,0.440,89.000,2.079,158.000,0.000,0.000,-1.760,1.000,3.496
47,01/02/19 10:00:00 PM,0.610,92.000,1.918,151.000,0.000,0.000,-0.990,1.000,3.098
48,01/02/19 11:00:00 PM,0.720,93.000,1.618,149.000,0.000,0.000,-0.680,1.000,2.879
49,01/03/19 12:00:00 AM,1.170,94.000,1.641,155.000,0.000,0.000,-0.030,1.000,2.638
50,01/03/19 01:00:00 AM,1.390,95.000,1.860,163.000,0.000,0.010,0.390,1.000,2.776
51,01/03/19 02:00:00 AM,1.720,94.000,1.560,173.000,0.000,0.000,0.520,1.000,2.839
52,01/03/19 03:00:00 AM,1.830,96.000,0.778,202.000,0.000,0.000,1.030,1.000,1.641
53,01/03/19 04:00:00 AM,1.830,95.000,0.921,174.000,0.000,0.000,0.830,1.000,1.958
54,01/03/19 05:00:00 AM,1.940,92.000,1.261,219.000,0.000,0.020,0.340,1.000,3.836
55,01/03/19 06:00:00 AM,1.560,87.000,1.618,280.000,0.000,0.000,-1.040,1.000,4.417
56,01/03/19 07:00:00 AM,0.500,83.000,2.459,313.000,0.000,0.000,-2.900,1.000,4.278
57,01/03/19 08:00:00 AM,0.060,82.000,1.958,304.000,0.000,0.000,-3.540,1.000,3.456
58,01/03/19 09:00:00 AM,-0.060,71.000,2.039,299.000,10.470,0.000,-5.860,1.000,4.135
59,01/03/19 10:00:00 AM,-0.280,75.000,2.338,305.000,25.590,0.000,-5.280,1.000,4.198
60,01/03/19 11:00:00 AM,-0.500,77.000,1.819,298.000,41.870,0.000,-5.100,1.000,3.697
61,01/03/19 12:00:00 PM,-0.560,79.000,1.180,297.000,47.680,0.000,-4.760,1.000,2.280
62,01/03/19 01:00:00 PM,-0.500,80.000,0.921,300.000,43.030,0.000,-4.500,1.000,1.659
63,01/03/19 02:00:00 PM,-0.390,81.000,0.478,315.000,29.080,0.000,-4.190,1.000,1.059
64,01/03/19 03:00:00 PM,-0.220,81.000,0.322,19.000,18.610,0.000,-4.020,1.000,0.662
65,01/03/19 04:00:00 PM,-0.170,82.000,0.358,129.000,17.450,0.000,-3.770,1.000,1.699
66,01/03/19 05:00:00 PM,0.000,79.000,0.961,287.000,3.490,0.000,-4.200,1.000,2.021
67,01/03/19 06:00:00 PM,0.060,80.000,0.881,288.000,0.000,0.000,-3.940,1.000,1.520
68,01/03/19 07:00:00 PM,0.000,80.000,0.738,292.000,0.000,0.000,-4.000,1.000,1.480
69,01/03/19 08:00:00 PM,0.060,81.000,0.519,222.000,0.000,0.000,-3.740,1.000,1.158
70,01/03/19 09:00:00 PM,-0.060,77.000,0.599,205.000,0.000,0.000,-4.660,1.000,1.198
71,01/03/19 10:00:00 PM,0.060,76.000,0.738,221.000,0.000,0.000,-4.740,1.000,1.560
72,01/03/19 11:00:00 PM,0.060,76.000,1.198,227.000,0.000,0.000,-4.740,1.000,2.660
73,01/04/19 12:00:00 AM,0.060,76.000,1.019,229.000,0.000,0.000,-4.740,1.000,1.958
74,01/04/19 01:00:00 AM,-0.330,77.000,0.559,186.000,0.000,0.000,-4.930,0.200,1.238
75,01/04/19 02:00:00 AM,-0.780,79.000,0.621,177.000,0.000,0.000,-4.980,0.000,1.198
76,01/04/19 03:00:00 AM,-2.170,87.000,0.840,150.000,0.000,0.000,-4.770,0.000,1.158
77,01/04/19 04:00:00 AM,-2.110,85.000,0.979,156.000,0.000,0.000,-5.110,0.000,1.641
78,01/04/19 05:00:00 AM,-2.500,88.000,1.140,147.000,0.000,0.000,-4.900,0.000,1.641
79,01/04/19 06:00:00 AM,-2.170,87.000,1.560,145.000,0.000,0.000,-4.770,0.000,2.159
80,01/04/19 07:00:00 AM,-2.060,87.000,1.618,141.000,0.000,0.000,-4.660,0.000,2.280
81,01/04/19 08:00:00 AM,-2.060,87.000,1.480,146.000,3.490,0.000,-4.660,0.000,2.320
82,01/04/19 09:00:00 AM,-1.170,85.000,1.417,144.000,58.150,0.000,-4.170,0.000,2.056
83,01/04/19 10:00:00 AM,0.670,72.000,1.261,154.000,147.700,0.000,-4.930,0.000,2.378
84,01/04/19 11:00:00 AM,3.670,64.000,0.939,195.000,224.460,0.000,-3.530,0.000,1.878
85,01/04/19 12:00:00 PM,5.280,69.000,1.681,145.000,259.350,0.000,-0.920,0.000,4.135
86,01/04/19 01:00:00 PM,5.330,67.000,1.980,156.000,257.020,0.000,-1.270,0.000,3.098
87,01/04/19 02:00:00 PM,5.610,66.000,2.119,147.000,198.870,0.000,-1.190,0.000,3.317
88,01/04/19 03:00:00 PM,5.890,67.000,1.779,154.000,155.840,0.000,-0.710,0.000,2.700
89,01/04/19 04:00:00 PM,5.890,63.000,1.538,161.000,79.080,0.000,-1.510,0.000,2.879
90,01/04/19 05:00:00 PM,4.830,72.000,1.279,157.000,12.790,0.000,-0.770,0.000,1.878
91,01/04/19 06:00:00 PM,3.390,75.000,1.618,151.000,0.000,0.000,-1.610,0.000,2.597
92,01/04/19 07:00:00 PM,2.940,76.000,1.659,145.000,0.000,0.000,-1.860,0.000,2.557
93,01/04/19 08:00:00 PM,2.330,77.000,1.439,149.000,0.000,0.000,-2.270,0.000,2.240
94,01/04/19 09:00:00 PM,2.000,76.000,1.439,150.000,0.000,0.000,-2.800,0.000,1.918
95,01/04/19 10:00:00 PM,1.720,76.000,1.359,150.000,0.000,0.000,-3.080,0.000,1.918
96,01/04/19 11:00:00 PM,1.500,78.000,1.538,148.000,0.000,0.000,-2.900,0.000,2.097
97,01/05/19 12:00:00 AM,1.220,83.000,1.399,148.000,0.000,0.000,-2.180,0.000,2.517
98,01/05/19 01:00:00 AM,0.780,89.000,1.279,141.000,0.000,0.000,-1.420,0.000,2.021
99,01/05/19 02:00:00 AM,0.610,93.000,0.881,144.000,0.000,0.000,-0.790,0.800,1.918
100,01/05/19 03:00:00 AM,0.890,95.000,1.037,135.000,0.000,0.000,-0.110,0.800,1.699
101,01/05/19 04:00:00 AM,0.830,96.000,0.778,100.000,0.000,0.000,0.030,1.000,1.158
102,01/05/19 05:00:00 AM,0.560,96.000,0.881,36.000,0.000,0.060,-0.240,1.000,1.641
103,01/05/19 06:00:00 AM,0.390,98.000,1.140,24.000,0.000,0.270,-0.010,1.000,2.320
104,01/05/19 07:00:00 AM,0.500,99.000,0.818,100.000,0.000,0.050,0.300,1.000,1.457
105,01/05/19 08:00:00 AM,0.720,99.000,0.621,18.000,1.160,0.000,0.520,0.800,1.100
106,01/05/19 09:00:00 AM,0.940,99.000,0.599,335.000,19.770,0.000,0.740,0.800,0.979
107,01/05/19 10:00:00 AM,1.500,99.000,0.460,306.000,70.940,0.000,1.300,0.800,1.059
108,01/05/19 11:00:00 AM,1.670,99.000,1.399,306.000,95.370,0.000,1.470,1.000,2.459
109,01/05/19 12:00:00 PM,1.780,95.000,1.180,309.000,141.890,0.000,0.780,1.000,2.320
110,01/05/19 01:00:00 PM,2.830,85.000,1.377,307.000,260.510,0.000,-0.170,0.000,2.517
111,01/05/19 02:00:00 PM,3.780,81.000,2.119,305.000,300.050,0.000,-0.020,0.200,3.317
112,01/05/19 03:00:00 PM,3.280,89.000,1.958,308.000,143.050,0.000,1.080,1.000,3.518
113,01/05/19 04:00:00 PM,2.000,94.000,1.940,309.000,25.590,0.000,0.800,1.000,3.496
114,01/05/19 05:00:00 PM,1.170,96.000,2.097,308.000,2.330,0.000,0.370,1.000,4.095
115,01/05/19 06:00:00 PM,0.830,92.000,1.819,307.000,0.000,0.000,-0.770,1.000,3.237
116,01/05/19 07:00:00 PM,1.110,88.000,1.641,313.000,0.000,0.000,-1.290,1.000,3.277
117,01/05/19 08:00:00 PM,1.060,87.000,1.180,300.000,0.000,0.000,-1.540,1.000,2.159
118,01/05/19 09:00:00 PM,0.830,87.000,0.840,288.000,0.000,0.000,-1.770,1.000,1.878
119,01/05/19 10:00:00 PM,0.330,88.000,0.581,193.000,0.000,0.000,-2.070,0.200,1.377
120,01/05/19 11:00:00 PM,-0.830,96.000,0.559,170.000,0.000,0.000,-1.630,1.000,1.059
121,01/06/19 12:00:00 AM,-0.670,94.000,0.818,152.000,0.000,0.000,-1.870,1.000,1.377
122,01/06/19 01:00:00 AM,-0.060,93.000,1.019,158.000,0.000,0.000,-1.460,1.000,1.457
123,01/06/19 02:00:00 AM,1.220,89.000,0.800,175.000,1.160,0.000,-0.980,1.000,1.457
124,01/06/19 03:00:00 AM,2.060,91.000,0.398,67.000,0.000,0.000,0.260,1.000,0.921
125,01/06/19 04:00:00 AM,1.500,94.000,0.460,115.000,0.000,0.000,0.300,1.000,0.800
126,01/06/19 05:00:00 AM,1.390,94.000,0.438,58.000,0.000,0.000,0.190,1.000,0.800
127,01/06/19 06:00:00 AM,2.060,97.000,0.899,331.000,0.000,0.000,1.460,1.000,2.378
128,01/06/19 07:00:00 AM,2.560,89.000,1.900,300.000,0.000,0.000,0.360,1.000,4.238
129,01/06/19 08:00:00 AM,2.940,84.000,2.700,299.000,0.000,0.000,-0.260,1.000,4.877
130,01/06/19 09:00:00 AM,2.560,82.000,2.816,303.000,10.470,0.000,-1.040,1.000,5.177
131,01/06/19 10:00:00 AM,1.940,82.000,2.620,309.000,29.080,0.000,-1.660,1.000,4.855
132,01/06/19 11:00:00 AM,1.390,81.000,2.798,301.000,44.190,0.000,-2.410,1.000,4.877
133,01/06/19 12:00:00 PM,1.110,82.000,2.557,296.000,94.200,0.000,-2.490,1.000,4.318
134,01/06/19 01:00:00 PM,0.610,98.000,3.018,311.000,86.060,0.000,0.210,1.000,5.414
135,01/06/19 02:00:00 PM,-1.220,85.000,2.459,328.000,154.680,0.000,-4.220,1.000,4.198
136,01/06/19 03:00:00 PM,-0.830,81.000,2.298,323.000,86.060,0.000,-4.630,1.000,4.198
137,01/06/19 04:00:00 PM,-1.280,82.000,2.477,322.000,39.540,0.000,-4.880,1.000,4.359
138,01/06/19 05:00:00 PM,-2.060,79.000,2.338,327.000,5.820,0.000,-6.260,1.000,4.055
139,01/06/19 06:00:00 PM,-2.500,80.000,2.459,324.000,0.000,0.000,-6.500,1.000,4.515
140,01/06/19 07:00:00 PM,-2.940,81.000,2.517,325.000,0.000,0.000,-6.740,0.800,4.278
141,01/06/19 08:00:00 PM,-3.610,88.000,1.797,338.000,0.000,0.000,-6.010,1.000,3.138
142,01/06/19 09:00:00 PM,-4.110,83.000,1.980,356.000,0.000,0.000,-7.510,1.000,3.916
143,01/06/19 10:00:00 PM,-4.830,70.000,1.681,350.000,0.000,0.000,-10.830,1.000,3.639
144,01/06/19 11:00:00 PM,-5.220,68.000,2.079,340.000,0.000,0.000,-11.620,1.000,3.818
145,01/07/19 12:00:00 AM,-6.330,74.000,1.399,357.000,0.000,0.000,-11.530,0.000,2.459
146,01/07/19 01:00:00 AM,-7.220,76.000,1.520,9.000,0.000,0.000,-12.020,0.000,2.597
147,01/07/19 02:00:00 AM,-8.170,80.000,1.480,15.000,0.000,0.000,-12.170,0.000,2.137
148,01/07/19 03:00:00 AM,-9.000,83.000,1.341,33.000,0.000,0.000,-12.400,0.000,2.097
149,01/07/19 04:00:00 AM,-9.670,85.000,1.118,45.000,0.000,0.000,-12.670,0.000,1.918
150,01/07/19 05:00:00 AM,-10.280,82.000,1.077,32.000,0.000,0.000,-13.880,0.000,2.137
151,01/07/19 06:00:00 AM,-10.560,84.000,0.581,351.000,0.000,0.000,-13.760,0.000,1.100
152,01/07/19 07:00:00 AM,-10.560,86.000,0.800,53.000,0.000,0.000,-13.360,0.000,1.238
153,01/07/19 08:00:00 AM,-10.330,85.000,0.478,79.000,3.490,0.000,-13.330,0.000,0.881
154,01/07/19 09:00:00 AM,-9.780,82.000,0.438,80.000,38.380,0.000,-13.380,0.000,0.961
155,01/07/19 10:00:00 AM,-8.940,77.000,0.840,127.000,98.860,0.000,-13.540,0.000,1.341
156,01/07/19 11:00:00 AM,-7.890,59.000,1.198,167.000,127.930,0.000,-16.090,0.000,1.918
157,01/07/19 12:00:00 PM,-7.000,53.000,1.681,134.000,158.170,0.000,-16.400,0.800,2.378
158,01/07/19 01:00:00 PM,-6.170,54.000,1.860,121.000,122.120,0.000,-15.370,1.000,2.816
159,01/07/19 02:00:00 PM,-5.610,54.000,1.918,136.000,88.390,0.000,-14.810,1.000,3.317
160,01/07/19 03:00:00 PM,-5.060,51.000,2.199,139.000,52.340,0.000,-14.860,1.000,3.639
161,01/07/19 04:00:00 PM,-4.720,53.000,2.459,133.000,24.420,0.000,-14.120,0.800,4.019
162,01/07/19 05:00:00 PM,-4.500,70.000,2.360,136.000,2.330,0.000,-10.500,1.000,4.095
163,01/07/19 06:00:00 PM,-4.280,60.000,2.839,141.000,0.000,0.000,-12.280,0.500,4.877
164,01/07/19 07:00:00 PM,-3.280,59.000,2.937,151.000,0.000,0.000,-11.480,0.800,4.917
165,01/07/19 08:00:00 PM,-2.610,54.000,3.375,150.000,0.000,0.000,-11.810,0.500,5.718
166,01/07/19 09:00:00 PM,-2.060,48.000,3.737,153.000,0.000,0.000,-12.460,0.500,5.995
167,01/07/19 10:00:00 PM,-1.890,54.000,3.000,156.000,0.000,0.000,-11.090,1.000,5.217
168,01/07/19 11:00:00 PM,-1.890,65.000,2.736,151.000,0.000,0.000,-8.890,1.000,4.855
169,01/08/19 12:00:00 AM,-2.330,84.000,2.620,145.000,0.000,0.010,-5.530,1.000,4.198
170,01/08/19 01:00:00 AM,-2.170,85.000,2.396,143.000,0.000,0.000,-5.170,1.000,4.555
171,01/08/19 02:00:00 AM,-1.670,86.000,3.018,148.000,0.000,0.000,-4.470,1.000,4.958
172,01/08/19 03:00:00 AM,-1.220,87.000,3.219,160.000,0.000,0.000,-3.820,0.800,4.998
173,01/08/19 04:00:00 AM,-0.830,88.000,2.620,157.000,0.000,0.000,-3.230,0.800,4.734
174,01/08/19 05:00:00 AM,-0.440,88.000,2.919,158.000,0.000,0.000,-2.840,0.800,5.356
175,01/08/19 06:00:00 AM,-0.220,90.000,3.116,161.000,0.000,0.000,-2.220,0.500,4.698
176,01/08/19 07:00:00 AM,0.110,90.000,2.897,163.000,0.000,0.000,-1.890,1.000,4.774
177,01/08/19 08:00:00 AM,0.170,91.000,3.076,164.000,2.330,0.000,-1.630,0.000,5.235
178,01/08/19 09:00:00 AM,0.830,90.000,2.579,163.000,60.480,0.000,-1.170,0.200,4.636
179,01/08/19 10:00:00 AM,2.330,86.000,2.360,154.000,247.720,0.000,-0.470,1.000,3.518
180,01/08/19 11:00:00 AM,2.940,87.000,2.137,150.000,158.170,0.000,0.340,0.500,4.417
181,01/08/19 12:00:00 PM,3.000,87.000,1.940,138.000,95.370,0.000,0.400,0.800,3.237
182,01/08/19 01:00:00 PM,3.500,87.000,1.878,134.000,169.800,0.000,0.900,0.800,3.277
183,01/08/19 02:00:00 PM,4.000,86.000,1.739,151.000,173.290,0.000,1.200,0.800,2.977
184,01/08/19 03:00:00 PM,4.000,87.000,2.660,151.000,68.620,0.000,1.400,0.800,4.417
185,01/08/19 04:00:00 PM,4.390,90.000,2.039,151.000,52.340,0.000,2.390,0.800,3.317
186,01/08/19 05:00:00 PM,4.000,91.000,1.717,139.000,4.650,0.000,2.200,1.000,2.700
187,01/08/19 06:00:00 PM,4.560,90.000,1.498,154.000,0.000,0.000,2.560,0.200,2.597
188,01/08/19 07:00:00 PM,3.610,93.000,1.238,143.000,0.000,0.000,2.210,0.000,1.779
189,01/08/19 08:00:00 PM,3.780,92.000,1.279,143.000,0.000,0.000,2.180,0.800,1.837
190,01/08/19 09:00:00 PM,4.500,95.000,1.220,150.000,0.000,0.070,3.500,1.000,2.320
191,01/08/19 10:00:00 PM,4.170,95.000,1.140,157.000,0.000,0.150,3.170,1.000,2.159
192,01/08/19 11:00:00 PM,4.000,95.000,0.680,189.000,0.000,0.110,3.000,1.000,1.600
193,01/09/19 12:00:00 AM,3.500,96.000,0.662,182.000,0.000,0.100,2.700,1.000,1.958
194,01/09/19 01:00:00 AM,2.610,95.000,1.578,269.000,0.000,0.090,1.610,1.000,3.018
195,01/09/19 02:00:00 AM,2.220,92.000,1.940,268.000,0.000,0.020,0.620,1.000,4.998
196,01/09/19 03:00:00 AM,2.720,85.000,2.758,279.000,0.000,0.000,-0.280,1.000,4.734
197,01/09/19 04:00:00 AM,2.440,86.000,3.237,278.000,0.000,0.000,-0.360,1.000,5.816
198,01/09/19 05:00:00 AM,2.110,84.000,2.937,280.000,0.000,0.000,-1.090,1.000,5.874
199,01/09/19 06:00:00 AM,1.830,85.000,2.280,286.000,0.000,0.000,-1.170,1.000,4.734
200,01/09/19 07:00:00 AM,1.610,83.000,2.418,279.000,0.000,0.000,-1.790,1.000,4.175
201,01/09/19 08:00:00 AM,1.220,85.000,2.338,279.000,0.000,0.000,-1.780,1.000,3.679
202,01/09/19 09:00:00 AM,1.170,85.000,2.199,285.000,12.790,0.000,-1.830,1.000,3.679
203,01/09/19 10:00:00 AM,1.000,81.000,2.418,299.000,62.800,0.000,-2.800,1.000,4.359
204,01/09/19 11:00:00 AM,0.390,79.000,2.678,305.000,91.880,0.000,-3.810,1.000,5.056
205,01/09/19 12:00:00 PM,0.060,76.000,2.338,300.000,61.640,0.000,-4.740,1.000,3.876
206,01/09/19 01:00:00 PM,0.220,73.000,2.360,289.000,101.180,0.000,-5.180,1.000,4.055
207,01/09/19 02:00:00 PM,-0.390,75.000,2.839,294.000,112.810,0.000,-5.390,1.000,4.497
208,01/09/19 03:00:00 PM,-0.780,84.000,2.396,295.000,91.880,0.000,-3.980,1.000,4.135
209,01/09/19 04:00:00 PM,-1.560,85.000,2.360,295.000,45.360,0.000,-4.560,1.000,4.676
210,01/09/19 05:00:00 PM,-1.890,78.000,2.280,285.000,11.630,0.000,-6.290,1.000,4.198
211,01/09/19 06:00:00 PM,-2.170,76.000,2.477,282.000,0.000,0.000,-6.970,1.000,4.698
212,01/09/19 07:00:00 PM,-2.280,72.000,2.638,281.000,0.000,0.000,-7.880,1.000,5.096
213,01/09/19 08:00:00 PM,-2.720,79.000,2.977,281.000,0.000,0.000,-6.920,1.000,5.217
214,01/09/19 09:00:00 PM,-3.220,79.000,2.557,285.000,0.000,0.000,-7.420,1.000,4.318
215,01/09/19 10:00:00 PM,-3.500,89.000,2.638,292.000,0.000,0.000,-5.700,1.000,5.136
216,01/09/19 11:00:00 PM,-4.060,88.000,2.700,285.000,0.000,0.000,-6.460,1.000,4.877
217,01/10/19 12:00:00 AM,-4.220,79.000,2.638,287.000,0.000,0.000,-8.420,1.000,4.278
218,01/10/19 01:00:00 AM,-4.170,88.000,2.839,294.000,0.000,0.000,-6.570,1.000,5.414
219,01/10/19 02:00:00 AM,-4.890,95.000,2.758,299.000,0.000,0.000,-5.890,1.000,5.177
220,01/10/19 03:00:00 AM,-5.060,92.000,2.816,301.000,0.000,0.000,-6.660,1.000,5.096
221,01/10/19 04:00:00 AM,-5.560,92.000,2.977,297.000,0.000,0.000,-7.160,1.000,5.378
222,01/10/19 05:00:00 AM,-5.560,91.000,3.040,301.000,0.000,0.000,-7.360,1.000,5.718
223,01/10/19 06:00:00 AM,-5.780,95.000,2.977,297.000,0.000,0.000,-6.780,1.000,5.356
224,01/10/19 07:00:00 AM,-6.220,96.000,3.178,300.000,0.000,0.000,-7.020,1.000,5.718
225,01/10/19 08:00:00 AM,-6.440,97.000,3.076,301.000,2.330,0.000,-7.040,1.000,5.557
226,01/10/19 09:00:00 AM,-6.560,98.000,3.415,300.000,22.100,0.000,-6.960,1.000,5.557
227,01/10/19 10:00:00 AM,-6.560,98.000,3.339,301.000,46.520,0.000,-6.960,1.000,5.494
228,01/10/19 11:00:00 AM,-6.280,98.000,3.098,305.000,90.710,0.000,-6.680,1.000,5.637
229,01/10/19 12:00:00 PM,-6.170,98.000,2.857,309.000,91.880,0.000,-6.570,1.000,5.914
230,01/10/19 01:00:00 PM,-6.000,98.000,3.178,306.000,100.020,0.000,-6.400,1.000,5.177
231,01/10/19 02:00:00 PM,-6.000,98.000,3.040,302.000,96.530,0.000,-6.400,1.000,5.096
232,01/10/19 03:00:00 PM,-5.780,97.000,2.718,310.000,65.130,0.000,-6.380,1.000,4.636
233,01/10/19 04:00:00 PM,-5.780,94.000,2.897,301.000,27.910,0.000,-6.980,1.000,4.815
234,01/10/19 05:00:00 PM,-6.330,89.000,2.977,295.000,11.630,0.000,-8.530,1.000,5.217
235,01/10/19 06:00:00 PM,-6.560,81.000,2.857,296.000,0.000,0.000,-10.360,1.000,5.235
236,01/10/19 07:00:00 PM,-6.610,77.000,2.660,297.000,0.000,0.000,-11.210,1.000,4.636
237,01/10/19 08:00:00 PM,-7.000,78.000,3.116,285.000,0.000,0.000,-11.400,1.000,5.315
238,01/10/19 09:00:00 PM,-7.390,81.000,2.816,289.000,0.000,0.000,-11.190,1.000,4.555
239,01/10/19 10:00:00 PM,-8.000,82.000,2.798,295.000,0.000,0.000,-11.600,1.000,4.676
240,01/10/19 11:00:00 PM,-8.720,95.000,2.539,302.000,0.000,0.000,-9.720,1.000,4.958
241,01/11/19 12:00:00 AM,-9.940,92.000,2.638,306.000,0.000,0.000,-11.540,1.000,5.016
242,01/11/19 01:00:00 AM,-11.060,91.000,2.557,298.000,0.000,0.000,-12.860,1.000,4.917
243,01/11/19 02:00:00 AM,-11.000,86.000,2.557,295.000,0.000,0.000,-13.800,1.000,4.734
244,01/11/19 03:00:00 AM,-10.670,82.000,2.338,289.000,0.000,0.000,-14.270,1.000,4.497
245,01/11/19 04:00:00 AM,-10.560,81.000,2.718,293.000,0.000,0.000,-14.360,1.000,4.698
246,01/11/19 05:00:00 AM,-10.610,86.000,2.079,303.000,0.000,0.000,-13.410,0.800,4.019
247,01/11/19 06:00:00 AM,-11.000,81.000,2.660,298.000,0.000,0.000,-14.800,0.800,4.917
248,01/11/19 07:00:00 AM,-11.280,80.000,2.378,297.000,0.000,0.000,-15.280,1.000,3.916
249,01/11/19 08:00:00 AM,-11.610,77.000,2.678,293.000,2.330,0.000,-16.210,1.000,4.636
250,01/11/19 09:00:00 AM,-11.830,78.000,2.700,294.000,36.050,0.000,-16.230,0.800,4.198
