Plot Title: 20094090,,,,,,,,,,
#,"Date Time, GMT-05:00","Solar Radiation, W/m² (LGR S/N: 20094090, SEN S/N: 20073988)","Temp, °C (LGR S/N: 20094090, SEN S/N: 20496044)","RH, % (LGR S/N: 20094090, SEN S/N: 20496044)","Wind Speed, m/s (LGR S/N: 20094090, SEN S/N: 20496535)","Gust Speed, m/s (LGR S/N: 20094090, SEN S/N: 20496535)","Wind Direction, ø (LGR S/N: 20094090, SEN S/N: 20496535)","Water Content, m³/m³ (LGR S/N: 20094090, SEN S/N: 20499689)","MRT, °C (LGR S/N: 20094090, SEN S/N: 20693833)","DewPt, °C (LGR S/N: 20094090, SEN S/N: 20496044)"
1,10/10/2019 13:08,578.1,16.77277778,51.1,1.34112,3.0085792,225.3,0.0547,22.56111111,6.611111111
2,10/10/2019 13:18,565.6,17.29611111,50.8,1.0013696,2.6688288,229.5,0.0547,23.76111111,7
3,10/10/2019 13:28,550.6,17.415,50.9,1.34112,3.0085792,239.3,0.0574,23.71277778,7.222222222
4,10/10/2019 13:38,536.9,18.08111111,51.6,1.0013696,2.3380192,254.8,0.057,24.94388889,8
5,10/10/2019 13:48,520.6,18.295,52.2,1.0013696,2.3380192,267.5,0.0596,25.355,8.277777778
6,10/10/2019 13:58,504.4,18.15222222,51.6,1.0013696,1.9982688,288.6,0.0588,24.75,8
7,10/10/2019 14:08,485.6,18.24722222,52.4,1.0013696,2.3380192,270.3,0.0596,24.17111111,8.388888889
8,10/10/2019 14:18,466.9,18.08111111,53,1.0013696,2.3380192,235.1,0.0599,24.14611111,8.388888889
9,10/10/2019 14:28,445.6,18.39,52.1,1.0013696,2.3380192,266.1,0.0599,24.55722222,8.388888889
10,10/10/2019 14:38,423.1,17.93777778,53.6,1.34112,3.3393888,275.9,0.0599,23.665,8.388888889
11,10/10/2019 14:48,400.6,18.03277778,53.2,1.34112,3.3393888,291.4,0.0607,23.47222222,8.388888889
12,10/10/2019 14:58,379.4,18.15222222,53.9,1.34112,2.3380192,287.2,0.0614,23.85722222,8.722222222
13,10/10/2019 15:08,354.4,17.93777778,53.7,1.34112,2.6688288,294.2,0.0614,23.35222222,8.388888889
14,10/10/2019 15:18,330.6,17.93777778,54.1,1.6719296,4.0099488,283,0.0614,23.06388889,8.5
15,10/10/2019 15:28,305.6,18.05722222,54.4,1.34112,2.6688288,325.2,0.0614,23.49722222,8.722222222
16,10/10/2019 15:38,279.4,18.105,54.7,1.0013696,1.6719296,281.6,0.0607,23.905,8.888888889
17,10/10/2019 15:48,253.1,17.51,55.4,1.34112,4.3407584,304.1,0.0607,22.39277778,8.5
18,10/10/2019 15:58,226.9,17.32,57,1.34112,4.0099488,271.7,0.0599,21.84277778,8.722222222
19,10/10/2019 16:08,200.6,17.13,57.8,1.6719296,5.342128,284.4,0.0599,21.27,8.777777778
20,10/10/2019 16:18,174.4,17.03388889,57.8,1.34112,3.6701984,297.1,0.0599,21.05611111,8.722222222
21,10/10/2019 16:28,146.9,17.17722222,57.9,1.34112,3.3393888,297.1,0.0599,21.31777778,8.777777778
22,10/10/2019 16:38,120.6,16.86777778,58.8,1.34112,4.3407584,284.4,0.0596,20.48388889,8.777777778
23,10/10/2019 16:48,115.6,16.67722222,58.9,1.6719296,4.0099488,277.3,0.0596,19.865,8.611111111
24,10/10/2019 16:58,73.1,16.39222222,59.6,1.34112,3.6701984,275.9,0.0596,19.74611111,8.5
25,10/10/2019 17:08,48.1,16.60611111,59.1,1.0013696,4.0099488,309.7,0.0607,19.96,8.611111111
26,10/10/2019 17:18,19.4,15.62888889,61.1,1.0013696,2.6688288,295.6,0.0596,16.32,8.222222222
27,10/10/2019 17:28,6.9,15.27,62.8,1.0013696,3.0085792,318.2,0.0588,14.72111111,8.222222222
28,10/10/2019 17:38,1.9,15.03111111,64.1,1.0013696,1.6719296,321,0.0588,14.07388889,8.277777778
29,10/10/2019 17:48,0.6,14.72111111,65.9,0.67056,1.34112,342.1,0.0588,13.47277778,8.388888889
30,10/10/2019 17:58,0.6,14.17,68.9,0.67056,1.34112,39.4,0.0588,12.89611111,8.611111111
31,10/10/2019 18:08,0.6,14.14611111,69.1,0.67056,1.0013696,49.3,0.0588,12.72722222,8.611111111
32,10/10/2019 18:18,0.6,12.96777778,76.2,1.0013696,1.6719296,45.1,0.0596,12.025,8.888888889
33,10/10/2019 18:28,0.6,12.41277778,80.4,1.6719296,2.3380192,49.3,0.0596,11.46722222,9.111111111
34,10/10/2019 18:38,0.6,12.00111111,82.7,1.34112,1.9982688,49.3,0.0596,11.07777778,9.222222222
35,10/10/2019 18:48,0.6,12.05,82.8,1.6719296,2.6688288,49.3,0.0596,11.02888889,9.222222222
36,10/10/2019 18:58,0.6,12.09777778,83.3,1.9982688,3.0085792,56.3,0.0596,10.90722222,9.388888889
37,10/10/2019 19:08,0.6,12.09777778,83.4,1.9982688,2.6688288,66.2,0.0596,11.005,9.388888889
38,10/10/2019 19:18,0.6,12.12222222,83.7,1.6719296,3.0085792,66.2,0.0599,10.98,9.5
39,10/10/2019 19:28,0.6,11.29722222,87.2,1.6719296,2.6688288,53.5,0.0599,10.54111111,9.277777778
40,10/10/2019 19:38,0.6,10.90722222,88.4,1.9982688,3.0085792,50.7,0.0599,10.02611111,9.111111111
41,10/10/2019 19:48,0.6,10.90722222,88,0.3308096,1.0013696,111.2,0.0614,9.632222222,9
42,10/10/2019 19:58,0.6,10.785,87.8,0.67056,1.0013696,92.9,0.0599,9.287222222,8.888888889
43,10/10/2019 20:08,0.6,10.63777778,89.6,1.0013696,1.6719296,56.3,0.0599,9.386111111,9
44,10/10/2019 20:18,0.6,9.952222222,92.4,1.6719296,2.6688288,46.5,0.0607,9.138888889,8.777777778
45,10/10/2019 20:28,0.6,10.02611111,91.7,1.9982688,3.3393888,52.1,0.0607,9.088888889,8.722222222
46,10/10/2019 20:38,0.6,10.36888889,90.5,1.6719296,2.6688288,59.1,0.0614,9.212777778,8.888888889
47,10/10/2019 20:48,0.6,11.02888889,88.1,1.34112,3.0085792,70.4,0.0614,9.533888889,9.111111111
48,10/10/2019 20:58,0.6,10.12388889,90,1.34112,2.3380192,59.1,0.0621,9.237777778,8.611111111
49,10/10/2019 21:08,0.6,10.05111111,89.2,1.0013696,1.9982688,81.7,0.0628,8.717222222,8.388888889
50,10/10/2019 21:18,0.6,9.952222222,89.3,0.67056,1.34112,74.6,0.0628,8.542777778,8.277777778
51,10/10/2019 21:28,0.6,10.02611111,89,0.67056,1.34112,91.5,0.0632,8.493888889,8.277777778
52,10/10/2019 21:38,0.6,9.336111111,91.5,1.0013696,1.6719296,53.5,0.0632,8.295,8
53,10/10/2019 21:48,0.6,8.99,92.2,1.34112,1.9982688,50.7,0.0639,8.045,7.777777778
54,10/10/2019 21:58,0.6,8.891111111,92.5,1.34112,1.6719296,43.6,0.0646,7.87,7.777777778
55,10/10/2019 22:08,0.6,8.916111111,90.7,1.34112,1.6719296,52.1,0.0653,7.745,7.5
56,10/10/2019 22:18,0.6,8.318888889,92.9,1.6719296,1.9982688,45.1,0.0653,7.443888889,7.222222222
57,10/10/2019 22:28,0.6,9.336111111,85.9,1.34112,2.3380192,50.7,0.0653,7.392777778,7.111111111
58,10/10/2019 22:38,0.6,8.343888889,89.9,0.67056,1.34112,71.8,0.066,7.167222222,6.777777778
59,10/10/2019 22:48,0.6,7.87,91.6,1.34112,2.3380192,49.3,0.0664,6.863888889,6.611111111
60,10/10/2019 22:58,0.6,7.795,91.8,1.34112,1.9982688,47.9,0.0671,6.636111111,6.611111111
61,10/10/2019 23:08,0.6,7.77,90.3,1.34112,2.3380192,47.9,0.0678,6.787777778,6.277777778
62,10/10/2019 23:18,0.6,7.593888889,89.9,1.34112,2.3380192,56.3,0.0678,6.306111111,6.111111111
63,10/10/2019 23:28,0.6,8.145,85.4,1.0013696,1.6719296,71.8,0.0684,6.357222222,5.888888889
64,10/10/2019 23:38,0.6,7.518888889,87.7,1.34112,2.6688288,59.1,0.0691,6.483888889,5.611111111
65,10/10/2019 23:48,0.6,7.618888889,86.1,1.0013696,1.9982688,70.4,0.0695,6,5.5
66,10/10/2019 23:58,0.6,7.618888889,85.5,0.67056,1.9982688,80.2,0.0702,6.051111111,5.388888889
67,10/11/2019 0:08,0.6,7.392777778,86.3,1.0013696,1.9982688,63.4,0.0708,5.923888889,5.277777778
68,10/11/2019 0:18,0.6,7.518888889,84.7,1.6719296,2.6688288,67.6,0.0708,6.23,5.111111111
69,10/11/2019 0:28,0.6,7.041111111,86.9,1.34112,2.6688288,56.3,0.0715,5.897777778,5
70,10/11/2019 0:38,0.6,6.687222222,88.4,0.67056,1.6719296,52.1,0.0715,5.333888889,4.888888889
71,10/11/2019 0:48,0.6,6.812777778,87.9,0.67056,1.34112,81.7,0.0725,5.282222222,5
72,10/11/2019 0:58,0.6,6.178888889,90.7,1.34112,2.3380192,43.6,0.0722,5.05,4.777777778
73,10/11/2019 1:08,0.6,6.026111111,90.8,1.0013696,2.3380192,49.3,0.0725,4.921111111,4.611111111
74,10/11/2019 1:18,0.6,5.897777778,91.7,1.34112,2.3380192,45.1,0.0732,4.843888889,4.722222222
75,10/11/2019 1:28,0.6,5.77,91.8,1.6719296,2.6688288,45.1,0.0738,4.74,4.5
76,10/11/2019 1:38,0.6,5.847222222,91.8,1.6719296,2.6688288,45.1,0.0738,4.766111111,4.611111111
77,10/11/2019 1:48,0.6,5.897777778,90.7,1.34112,2.3380192,53.5,0.0745,4.636111111,4.5
78,10/11/2019 1:58,0.6,5.591111111,92,1.0013696,1.6719296,53.5,0.0752,4.583888889,4.388888889
79,10/11/2019 2:08,0.6,5.462222222,91.8,1.6719296,2.3380192,45.1,0.0752,4.427777778,4.222222222
80,10/11/2019 2:18,0.6,5.565,90,1.9982688,3.3393888,47.9,0.0758,4.532222222,4.111111111
81,10/11/2019 2:28,0.6,5.616111111,89.4,1.9982688,3.3393888,50.7,0.0758,4.61,4
82,10/11/2019 2:38,0.6,5.333888889,91.4,1.34112,2.6688288,46.5,0.0758,4.376111111,4.111111111
83,10/11/2019 2:48,0.6,5.102222222,91.7,0.67056,1.6719296,49.3,0.0762,3.853888889,3.888888889
84,10/11/2019 2:58,0.6,4.843888889,93,0.67056,1.34112,67.6,0.0768,3.696111111,3.777777778
85,10/11/2019 3:08,0.6,4.713888889,93.9,1.34112,2.3380192,47.9,0.0775,3.722222222,3.777777778
86,10/11/2019 3:18,0.6,4.687777778,93.5,1.34112,1.9982688,40.8,0.0775,3.67,3.722222222
87,10/11/2019 3:28,0.6,4.766111111,93.1,1.34112,2.3380192,40.8,0.0781,3.67,3.722222222
88,10/11/2019 3:38,0.6,4.636111111,93.1,1.0013696,1.6719296,57.7,0.0781,3.537777778,3.611111111
89,10/11/2019 3:48,0.6,4.74,92.8,1.34112,2.6688288,53.5,0.0781,3.67,3.722222222
90,10/11/2019 3:58,0.6,4.506111111,93.1,1.6719296,2.6688288,46.5,0.0781,3.537777778,3.5
91,10/11/2019 4:08,0.6,4.323888889,93.4,1.6719296,2.6688288,45.1,0.0787,3.432777778,3.388888889
92,10/11/2019 4:18,0.6,4.402222222,93.2,1.34112,2.3380192,45.1,0.0762,3.406111111,3.388888889
93,10/11/2019 4:28,0.6,4.246111111,93.9,1.34112,2.6688288,45.1,0.0762,3.247777778,3.388888889
94,10/11/2019 4:38,0.6,4.167777778,93.5,1.34112,2.3380192,47.9,0.0762,3.195,3.222222222
95,10/11/2019 4:48,0.6,4.141111111,93.5,1.34112,1.9982688,43.6,0.0768,3.142222222,3.222222222
96,10/11/2019 4:58,0.6,4.193888889,93.1,1.34112,2.6688288,49.3,0.0768,3.116111111,3.222222222
97,10/11/2019 5:08,0.6,4.115,93,1.0013696,1.9982688,43.6,0.0775,2.982777778,3.111111111
98,10/11/2019 5:18,0.6,3.906111111,93.5,0.67056,1.6719296,50.7,0.0775,2.743888889,3
99,10/11/2019 5:28,0.6,3.827222222,93.5,0.3308096,1.34112,35.2,0.0775,2.422777778,2.888888889
100,10/11/2019 5:38,0.6,3.696111111,94.7,1.0013696,1.6719296,45.1,0.0781,2.663888889,2.888888889
101,10/11/2019 5:48,0.6,4.037222222,92.6,1.34112,2.3380192,56.3,0.0787,2.743888889,2.888888889
102,10/11/2019 5:58,0.6,3.827222222,92.7,1.34112,3.0085792,59.1,0.0787,2.77,2.777777778
103,10/11/2019 6:08,1.9,3.88,91.9,1.34112,2.3380192,59.1,0.0768,2.717222222,2.722222222
104,10/11/2019 6:18,6.9,3.696111111,92.2,1.6719296,2.3380192,53.5,0.0775,2.717222222,2.5
105,10/11/2019 6:28,13.1,3.775,92.6,1.34112,2.3380192,53.5,0.0775,2.717222222,2.722222222
106,10/11/2019 6:38,18.1,3.722222222,92.7,1.0013696,1.9982688,42.2,0.0762,2.77,2.722222222
107,10/11/2019 6:48,21.9,3.722222222,93.2,0.67056,1.6719296,43.6,0.0762,2.822777778,2.722222222
108,10/11/2019 6:58,25.6,4.062777778,92.5,0.67056,1.0013696,61.9,0.0768,3.062777778,3
109,10/11/2019 7:08,28.1,4.272222222,93.1,0.67056,1.34112,43.6,0.0768,3.432777778,3.277777778
110,10/11/2019 7:18,30.6,4.48,91.8,1.0013696,1.6719296,39.4,0.0768,3.775,3.277777778
111,10/11/2019 7:28,166.9,5.513888889,88,1.0013696,1.6719296,46.5,0.0775,7.82,3.722222222
112,10/11/2019 7:38,185.6,6.178888889,86.1,1.0013696,1.34112,46.5,0.0768,9.485,4
113,10/11/2019 7:48,210.6,6.661111111,84.1,1.0013696,1.6719296,45.1,0.0768,10.19777778,4.222222222
114,10/11/2019 7:58,238.1,7.242222222,83.1,1.0013696,1.6719296,54.9,0.0775,11.29722222,4.611111111
115,10/11/2019 8:08,264.4,7.82,80.9,1.0013696,1.34112,60.5,0.0775,12.36388889,4.777777778
116,10/11/2019 8:18,290.6,8.567777778,80.3,0.67056,1.34112,63.4,0.0775,13.57,5.388888889
117,10/11/2019 8:28,318.1,8.965,75,0.67056,1.6719296,54.9,0.0775,14.625,4.777777778
118,10/11/2019 8:38,343.1,9.508888889,75.1,0.3308096,1.0013696,67.6,0.0768,16.34388889,5.277777778
119,10/11/2019 8:48,366.9,8.692777778,77.5,1.0013696,1.9982688,219.6,0.0768,14.64888889,5
120,10/11/2019 8:58,390.6,9.088888889,76.4,0.67056,1.6719296,223.8,0.0762,17.36777778,5.222222222
121,10/11/2019 9:08,414.4,10.345,74.6,0.3308096,1.0013696,219.6,0.0762,19.27,6
122,10/11/2019 9:18,438.1,10.85777778,71.3,0.3308096,1.0013696,204.1,0.0762,19.05611111,5.888888889
123,10/11/2019 9:28,459.4,11.78277778,68.6,0.3308096,1.0013696,216.8,0.0762,21.03222222,6.222222222
124,10/11/2019 9:38,480.6,12.07388889,62.7,0.3308096,1.34112,226.7,0.0758,19.77,5.222222222
125,10/11/2019 9:48,499.4,13.06388889,59.1,0.67056,1.34112,222.4,0.0762,21.46111111,5.277777778
126,10/11/2019 9:58,518.1,13.40111111,58,0.3308096,1.34112,267.5,0.0758,25.89,5.277777778
127,10/11/2019 10:08,534.4,14.09777778,53.6,0.3308096,1.0013696,239.3,0.0758,22.585,4.777777778
128,10/11/2019 10:18,549.4,14.43277778,52.1,0.67056,1.34112,249.2,0.0752,25.08888889,4.722222222
129,10/11/2019 10:28,563.1,14.60111111,49.9,0.67056,1.6719296,226.7,0.0752,22.72888889,4.277777778
130,10/11/2019 10:38,575.6,14.33722222,50.2,0.67056,1.6719296,230.9,0.0752,21.60388889,4.111111111
131,10/11/2019 10:48,586.9,14.96,44.8,0.67056,1.6719296,214,0.0745,22.22611111,3.111111111
132,10/11/2019 10:58,593.1,15.7,45.3,0.67056,1.6719296,230.9,0.0738,23.665,3.888888889
133,10/11/2019 11:08,603.1,16.05777778,43.4,0.67056,1.6719296,226.7,0.0738,23.665,3.611111111
134,10/11/2019 11:18,608.1,15.93888889,42.9,1.0013696,1.6719296,215.4,0.0738,22.56111111,3.388888889
135,10/11/2019 11:28,613.1,16.20111111,42.4,1.0013696,2.6688288,225.3,0.0732,22.41722222,3.388888889
136,10/11/2019 11:38,618.1,16.89222222,41.7,0.67056,1.9982688,221,0.0725,24.05,3.777777778
137,10/11/2019 11:48,621.9,16.74888889,40.1,1.0013696,1.6719296,237.9,0.0722,23.52111111,3.111111111
138,10/11/2019 11:58,621.9,17.29611111,39.9,0.67056,2.3380192,235.1,0.0715,24.65277778,3.5
139,10/11/2019 12:08,621.9,18.105,38.4,0.67056,1.6719296,228.1,0.0708,25.84111111,3.722222222
140,10/11/2019 12:18,619.4,17.84277778,39.2,1.0013696,2.6688288,257.6,0.0702,24.94388889,3.777777778
141,10/11/2019 12:28,615.6,18.05722222,38.9,1.0013696,1.9982688,250.6,0.0695,25.04,3.888888889
142,10/11/2019 12:38,610.6,18.84222222,38.9,0.67056,2.3380192,253.4,0.0695,25.79277778,4.611111111
143,10/11/2019 12:48,603.1,17.84277778,36.7,1.34112,3.0085792,216.8,0.0684,23.545,2.888888889
144,10/11/2019 12:58,594.4,18.65222222,36.7,1.0013696,2.3380192,221,0.0678,24.91888889,3.611111111
145,10/11/2019 13:08,583.1,19.57888889,36.1,0.67056,1.6719296,221,0.0678,26.62222222,4.222222222
146,10/11/2019 13:18,570.6,19.00777778,36.7,1.34112,2.6688288,218.2,0.0671,25.64722222,3.888888889
147,10/11/2019 13:28,558.1,19.38888889,36.1,1.0013696,1.9982688,233.7,0.066,26.13388889,4
148,10/11/2019 13:38,543.1,19.77,36.8,1.0013696,2.3380192,242.1,0.0653,26.15777778,4.611111111
149,10/11/2019 13:48,526.9,19.69777778,40.1,1.0013696,2.3380192,250.6,0.0653,26.62222222,5.777777778
150,10/11/2019 13:58,509.4,19.72222222,40,1.0013696,3.0085792,280.2,0.0646,26.15777778,5.777777778
151,10/11/2019 14:08,490.6,19.81722222,43.2,1.0013696,3.0085792,228.1,0.0632,26.085,7
152,10/11/2019 14:18,471.9,19.19888889,40.9,1.0013696,2.3380192,247.8,0.0628,25.42777778,5.611111111
153,10/11/2019 14:28,449.4,19.74611111,40.8,1.0013696,1.9982688,249.2,0.0628,26.13388889,6.111111111
154,10/11/2019 14:38,426.9,20.055,41.1,1.34112,3.6701984,237.9,0.0621,25.72,6.388888889
155,10/11/2019 14:48,404.4,20.22222222,40.3,1.34112,3.3393888,257.6,0.0614,25.79277778,6.277777778
156,10/11/2019 14:58,380.6,20.46,38.5,1.34112,3.0085792,268.9,0.0607,25.72,5.888888889
157,10/11/2019 15:08,356.9,19.91222222,40.2,1.6719296,3.6701984,260.5,0.0599,25.13722222,6
158,10/11/2019 15:18,330.6,19.72222222,41.9,1.6719296,3.6701984,268.9,0.0599,24.77388889,6.388888889
159,10/11/2019 15:28,304.4,19.72222222,42,1.6719296,4.0099488,259,0.0599,24.77388889,6.5
160,10/11/2019 15:38,278.1,19.48388889,42.9,1.34112,4.6805088,278.8,0.0599,24.12222222,6.611111111
161,10/11/2019 15:48,250.6,19.34111111,43.6,1.34112,4.0099488,284.4,0.0596,24.05,6.722222222
162,10/11/2019 15:58,224.4,19.72222222,42.3,1.0013696,3.0085792,267.5,0.0596,25.04,6.611111111
163,10/11/2019 16:08,196.9,19.19888889,43.5,1.0013696,2.3380192,247.8,0.0588,24.07388889,6.5
164,10/11/2019 16:18,168.1,18.88888889,45.2,1.34112,3.6701984,270.3,0.0588,22.96777778,6.777777778
165,10/11/2019 16:28,141.9,18.81777778,45.9,1.0013696,2.6688288,278.8,0.0588,22.84777778,6.888888889
166,10/11/2019 16:38,116.9,18.81777778,45.7,0.67056,2.3380192,257.6,0.0581,22.87222222,6.888888889
167,10/11/2019 16:48,116.9,18.65222222,46.1,1.0013696,3.0085792,299.9,0.0581,23.545,6.888888889
168,10/11/2019 16:58,88.1,18.24722222,46.2,1.34112,3.0085792,291.4,0.0596,22.36888889,6.5
169,10/11/2019 17:08,41.9,17.77222222,47.6,1.0013696,2.3380192,295.6,0.0581,19.79277778,6.5
170,10/11/2019 17:18,15.6,17.13,49.6,1.0013696,1.9982688,294.2,0.0588,18.05722222,6.5
171,10/11/2019 17:28,5.6,16.27222222,52.9,0.67056,1.34112,330.8,0.0588,15.53277778,6.722222222
172,10/11/2019 17:38,1.9,15.77222222,55.6,0.67056,1.9982688,346.3,0.0574,14.625,6.888888889
173,10/11/2019 17:48,0.6,15.41388889,57.1,0.67056,1.34112,11.3,0.0574,14.05,7
174,10/11/2019 17:58,0.6,15.39,57.5,0.67056,1.34112,16.9,0.0574,13.95388889,7.111111111
175,10/11/2019 18:08,0.6,15.10277778,58.1,1.0013696,1.9982688,15.5,0.0574,13.64222222,6.888888889
176,10/11/2019 18:18,0.6,13.85777778,65.2,1.0013696,1.6719296,33.8,0.0574,12.89611111,7.388888889
177,10/11/2019 18:28,0.6,13.01611111,69.7,1.34112,1.9982688,47.9,0.0574,12.025,7.611111111
178,10/11/2019 18:38,0.6,12.775,72,1.34112,1.9982688,47.9,0.0581,11.68611111,7.888888889
179,10/11/2019 18:48,0.6,12.05,76.4,1.34112,1.9982688,52.1,0.0581,11.12722222,8
180,10/11/2019 18:58,0.6,11.83222222,77.8,1.6719296,2.3380192,50.7,0.0581,10.85777778,8.111111111
181,10/11/2019 19:08,0.6,12.46111111,74.6,1.34112,2.3380192,60.5,0.0596,11.2,8.111111111
182,10/11/2019 19:18,0.6,12.07388889,73.8,1.6719296,2.6688288,52.1,0.0581,10.90722222,7.611111111
183,10/11/2019 19:28,0.6,12.12222222,71.2,1.0013696,1.6719296,47.9,0.0581,10.73611111,7.111111111
184,10/11/2019 19:38,0.6,11.49222222,73.6,0.3308096,1.0013696,31,0.0588,10.14888889,7
185,10/11/2019 19:48,0.6,11.58888889,76.2,0.3308096,1.34112,94.3,0.0588,10.17277778,7.611111111
186,10/11/2019 19:58,0.6,11.44277778,76.6,0.67056,1.9982688,42.2,0.0588,10.1,7.5
187,10/11/2019 20:08,0.6,10.76111111,79.2,1.34112,2.3380192,45.1,0.0596,9.828888889,7.277777778
188,10/11/2019 20:18,0.6,10.66277778,75.4,1.34112,1.9982688,50.7,0.0596,9.485,6.5
189,10/11/2019 20:28,0.6,11.32111111,69.7,1.0013696,1.6719296,64.8,0.0596,9.805,6
190,10/11/2019 20:38,0.6,11.37,66.9,1.0013696,1.34112,71.8,0.0599,10.00111111,5.5
191,10/11/2019 20:48,0.6,12.05,59.5,1.0013696,1.6719296,61.9,0.0599,10.59,4.388888889
192,10/11/2019 20:58,0.6,10.27111111,71.3,1.34112,1.9982688,53.5,0.0614,9.361111111,5.277777778
193,10/11/2019 21:08,0.6,11.565,59.4,1.0013696,2.3380192,61.9,0.0607,9.828888889,3.888888889
194,10/11/2019 21:18,0.6,10.98,63.7,1.34112,1.6719296,63.4,0.0607,10.22222222,4.388888889
195,10/11/2019 21:28,0.6,10.71222222,62.5,1.34112,1.6719296,61.9,0.0621,9.435,3.888888889
196,10/11/2019 21:38,0.6,10.95611111,60.1,1.0013696,1.6719296,67.6,0.0614,9.582777778,3.5
197,10/11/2019 21:48,0.6,11.22388889,57.1,1.0013696,1.6719296,67.6,0.0621,9.853888889,3.111111111
198,10/11/2019 21:58,0.6,11.07777778,56.7,1.0013696,1.6719296,61.9,0.0621,9.706111111,2.777777778
199,10/11/2019 22:08,0.6,10.46722222,61.2,0.3308096,1.0013696,95.7,0.0621,9.063888889,3.277777778
200,10/11/2019 22:18,0.6,10.66277778,60.6,0.67056,1.34112,116.9,0.0628,9.138888889,3.388888889
201,10/11/2019 22:28,0.6,9.386111111,66.8,1.0013696,2.3380192,78.8,0.0628,8.592777778,3.5
202,10/11/2019 22:38,0.6,9.485,70.2,0.67056,1.6719296,56.3,0.0632,8.468888889,4.277777778
203,10/11/2019 22:48,0.6,9.828888889,64.1,0.67056,1.9982688,57.7,0.0632,8.343888889,3.388888889
204,10/11/2019 22:58,0.6,10.22222222,63.4,1.0013696,1.6719296,83.1,0.0639,8.767222222,3.611111111
205,10/11/2019 23:08,0.6,9.78,66.2,1.0013696,1.9982688,74.6,0.0639,8.518888889,3.777777778
206,10/11/2019 23:18,0.6,8.965,68.1,1.34112,2.3380192,59.1,0.0639,8.295,3.388888889
207,10/11/2019 23:28,0.6,8.542777778,72.4,1.9982688,2.6688288,46.5,0.0639,7.77,3.888888889
208,10/11/2019 23:38,0.6,8.095,75.5,1.34112,1.9982688,46.5,0.0646,7.292777778,4
209,10/11/2019 23:48,0.6,8.742222222,70.8,1.0013696,1.9982688,52.1,0.0646,7.493888889,3.722222222
210,10/11/2019 23:58,0.6,8.642777778,74.1,0.3308096,1.6719296,92.9,0.0653,7.518888889,4.277777778
211,10/12/2019 0:08,0.6,8.592777778,71.2,1.34112,2.6688288,63.4,0.0664,7.795,3.722222222
212,10/12/2019 0:18,0.6,9.212777778,67.4,1.6719296,3.3393888,60.5,0.066,7.67,3.5
213,10/12/2019 0:28,0.6,9.607777778,63.6,1.34112,2.3380192,67.6,0.066,8.443888889,3.111111111
214,10/12/2019 0:38,0.6,9.853888889,62.1,1.34112,3.0085792,64.8,0.066,8.443888889,3
215,10/12/2019 0:48,0.6,9.063888889,65.6,0.67056,1.6719296,116.9,0.066,8.12,3
216,10/12/2019 0:58,0.6,8.493888889,68.9,1.0013696,1.9982688,149.2,0.0664,7.493888889,3.111111111
217,10/12/2019 1:08,0.6,8.542777778,68.1,0.67056,1.6719296,140.8,0.0664,7.392777778,3
218,10/12/2019 1:18,0.6,9.237777778,64.2,0.67056,1.6719296,135.2,0.0664,7.77,2.777777778
219,10/12/2019 1:28,0.6,9.361111111,63.5,0.67056,1.34112,91.5,0.0664,7.945,2.777777778
220,10/12/2019 1:38,0.6,8.343888889,70.1,1.0013696,2.3380192,60.5,0.0671,7.568888889,3.222222222
221,10/12/2019 1:48,0.6,8.045,71.6,1.0013696,2.3380192,64.8,0.0671,6.94,3.222222222
222,10/12/2019 1:58,0.6,8.343888889,70.7,0.67056,1.0013696,122.5,0.0671,7.091111111,3.277777778
223,10/12/2019 2:08,0.6,7.72,74.6,1.0013696,1.6719296,76,0.0671,6.762777778,3.5
224,10/12/2019 2:18,0.6,8.592777778,68.7,0.67056,1.34112,114,0.0678,7.217222222,3.222222222
225,10/12/2019 2:28,0.6,9.853888889,61.9,1.34112,2.3380192,83.1,0.0678,8.245,2.888888889
226,10/12/2019 2:38,0.6,9.088888889,63.9,1.0013696,1.6719296,143.6,0.0678,8.295,2.611111111
227,10/12/2019 2:48,0.6,8.542777778,66.4,1.0013696,1.6719296,135.2,0.0684,7.468888889,2.611111111
228,10/12/2019 2:58,0.6,9.015,64.9,1.34112,3.0085792,90.1,0.0684,7.72,2.777777778
229,10/12/2019 3:08,0.6,9.237777778,63.6,1.34112,2.6688288,73.2,0.0684,7.97,2.722222222
230,10/12/2019 3:18,0.6,9.731111111,60.8,1.6719296,3.0085792,70.4,0.0691,8.443888889,2.5
231,10/12/2019 3:28,0.6,9.902777778,59,1.6719296,3.0085792,73.2,0.0691,8.841111111,2.277777778
232,10/12/2019 3:38,0.6,9.828888889,59.1,1.9982688,3.0085792,71.8,0.0691,8.817222222,2.222222222
233,10/12/2019 3:48,0.6,9.682222222,60.4,1.9982688,2.6688288,70.4,0.0695,8.567777778,2.388888889
234,10/12/2019 3:58,0.6,9.41,61.6,1.6719296,3.3393888,67.6,0.0702,8.343888889,2.388888889
235,10/12/2019 4:08,0.6,9.41,61.4,1.6719296,3.0085792,63.4,0.0695,8.245,2.388888889
236,10/12/2019 4:18,0.6,9.262222222,61.9,1.34112,2.3380192,64.8,0.0695,8.045,2.277777778
237,10/12/2019 4:28,0.6,8.717222222,64.5,0.67056,1.6719296,108.4,0.0702,7.745,2.388888889
