Plot Title: DL5,,,,,,
#,"Date Time, GMT-05:00","Temp, °F (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, mph (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)"
1139,2/17/2019 10:00,20.27,71.42,3.8,25,240.11
1140,2/17/2019 11:00,22.94,71.25,4.4,291,412.9
1141,2/17/2019 12:00,24.14,64.37,4.7,305,397.19
1142,2/17/2019 13:00,26.52,62.15,3.8,279,419.63
1143,2/17/2019 14:00,29.37,56.12,3.8,271,472.36
1144,2/17/2019 15:00,31,53.93,4.1,167,171.67
1145,2/17/2019 16:00,30.95,65.95,4.9,186,108.83
1146,2/17/2019 17:00,29.45,71.96,5.1,306,33.66
1147,2/17/2019 18:00,28.13,72.12,3.7,295,5.61
1148,2/17/2019 19:00,27.71,74.78,2.7,304,0
1149,2/17/2019 20:00,27.8,76.06,2.7,277,0
1150,2/17/2019 21:00,27.12,88.8,3.4,275,0
1151,2/17/2019 22:00,25.81,93.7,2.5,311,0
1152,2/17/2019 23:00,27.11,92.4,7.4,164,0
1153,2/18/2019 0:00,27.65,92.3,7.5,147,0
1154,2/18/2019 1:00,27.43,90.1,8.1,133,0
1155,2/18/2019 2:00,27.39,94.6,8,133,0
1156,2/18/2019 3:00,27.7,96.2,4.3,121,0
1157,2/18/2019 4:00,28.22,96.4,3.6,110,0
1158,2/18/2019 5:00,28.64,97.3,2.3,109,1.12
1159,2/18/2019 6:00,29.07,96.8,1.7,33,0
1160,2/18/2019 7:00,28.75,97.4,3,307,0
1161,2/18/2019 8:00,25.96,97.1,7.8,314,3.37
1162,2/18/2019 9:00,23.15,95.5,10.7,313,31.42
1163,2/18/2019 10:00,22.51,94.7,11.7,303,78.54
1164,2/18/2019 11:00,21.47,92.2,10.2,310,69.56
1165,2/18/2019 12:00,20.22,90.5,11.8,312,88.64
1166,2/18/2019 13:00,19.22,90.1,12.9,314,142.49
1167,2/18/2019 14:00,18.91,92.2,10.8,319,121.18
1168,2/18/2019 15:00,19,91.3,9.8,316,92
1169,2/18/2019 16:00,18.83,89,9.8,328,70.69
1170,2/18/2019 17:00,18.53,91.3,8.9,328,37.03
1171,2/18/2019 18:00,18.4,90.6,6.3,327,6.73
1172,2/18/2019 19:00,18.29,91.8,6.4,332,0
1173,2/18/2019 20:00,18.18,89.3,6.1,325,0
1174,2/18/2019 21:00,18.19,81.3,9.3,304,0
1175,2/18/2019 22:00,16.75,82.9,5.7,298,0
1176,2/18/2019 23:00,15.48,81,4.9,293,0
1177,2/19/2019 0:00,15.71,78.47,6.3,305,0
1178,2/19/2019 1:00,16,82.6,6.9,298,0
1179,2/19/2019 2:00,15.33,83.4,6.8,297,0
1180,2/19/2019 3:00,13.82,84.6,6.3,302,0
1181,2/19/2019 4:00,13.1,84.6,6.5,296,0
1182,2/19/2019 5:00,13.39,84.8,6.5,294,0
1183,2/19/2019 6:00,13.21,85.7,7.8,296,0
1184,2/19/2019 7:00,12.79,88.1,7.2,302,0
1185,2/19/2019 8:00,12.54,88.4,8,297,24.68
1186,2/19/2019 9:00,13.14,85,8.6,300,102.1
1187,2/19/2019 10:00,13.84,85.3,8.2,313,157.08
1188,2/19/2019 11:00,14.76,78.57,7.8,325,210.94
1189,2/19/2019 12:00,16.61,66.8,9.6,299,495.92
1190,2/19/2019 13:00,18.8,66.41,7.9,317,507.14
1191,2/19/2019 14:00,19.91,64.51,8.6,326,490.31
1192,2/19/2019 15:00,20.22,66.64,9.4,344,439.82
1193,2/19/2019 16:00,20.87,63.99,7.2,333,279.38
1194,2/19/2019 17:00,20.7,66.26,5.5,341,116.69
1195,2/19/2019 18:00,19.31,69.31,3.7,15,17.95
1196,2/19/2019 19:00,15.96,80.1,3,74,0
1197,2/19/2019 20:00,12.15,84.5,3.7,125,0
1198,2/19/2019 21:00,10,87.2,3.9,128,0
1199,2/19/2019 22:00,8.74,88,3.3,124,0
1200,2/19/2019 23:00,7.92,89.4,4.6,79,0
1201,2/20/2019 0:00,7.48,89.3,4.4,68,0
1202,2/20/2019 1:00,7.12,89.8,4.8,56,0
1203,2/20/2019 2:00,7.32,89,5.5,53,0
1204,2/20/2019 3:00,7.54,88.8,6.6,52,0
1205,2/20/2019 4:00,7.83,89,3.9,59,0
1206,2/20/2019 5:00,8.24,89.6,4.8,52,0
1207,2/20/2019 6:00,9.05,89,5.3,50,0
1208,2/20/2019 7:00,10.56,88.7,3.7,45,0
1209,2/20/2019 8:00,15.12,76.53,7.4,100,15.71
1210,2/20/2019 9:00,18.42,70.11,7.7,130,56.1
1211,2/20/2019 10:00,20.73,68.77,6.5,151,109.96
1212,2/20/2019 11:00,22.95,62.47,8.9,146,176.15
1213,2/20/2019 12:00,25.02,58.88,10.7,154,153.71
1214,2/20/2019 13:00,26.11,76.69,11.3,158,150.35
1215,2/20/2019 14:00,26.9,83.8,11.9,159,157.08
1216,2/20/2019 15:00,26.62,89.2,15.1,165,123.42
1217,2/20/2019 16:00,26.63,91.4,10.8,154,78.54
1218,2/20/2019 17:00,26.53,91.4,13.5,159,31.42
1219,2/20/2019 18:00,26.14,91.5,14.8,161,4.49
1220,2/20/2019 19:00,26.15,91.8,17.2,162,0
1221,2/20/2019 20:00,26.55,92.4,17.9,160,0
1222,2/20/2019 21:00,27.28,94.7,16.7,162,0
1223,2/20/2019 22:00,28.67,92.9,17,162,0
1224,2/20/2019 23:00,30,93.8,15.1,162,0
1225,2/21/2019 0:00,31.34,93.5,15.4,162,0
1226,2/21/2019 1:00,31.83,93.5,11.9,158,0
1227,2/21/2019 2:00,32.31,93.5,10.6,154,0
1228,2/21/2019 3:00,32.86,93.4,11,166,0
1229,2/21/2019 4:00,33.01,95,9.5,159,0
1230,2/21/2019 5:00,33.19,94.4,8,165,0
1231,2/21/2019 6:00,34.28,93.3,5.4,190,0
1232,2/21/2019 7:00,35.05,93.3,3.3,208,0
1233,2/21/2019 8:00,34.78,94.1,3.4,257,22.44
1234,2/21/2019 9:00,35.07,91,4.1,274,61.71
1235,2/21/2019 10:00,37.06,72.25,7.7,298,114.44
1236,2/21/2019 11:00,37.91,70.83,10.4,280,144.74
1237,2/21/2019 12:00,38.34,65.2,11,293,190.74
1238,2/21/2019 13:00,38.98,67.58,9.3,302,245.72
1239,2/21/2019 14:00,38.88,63.75,10.1,314,274.89
1240,2/21/2019 15:00,39.96,58.33,10.6,307,326.5
1241,2/21/2019 16:00,39.87,61.21,10.8,317,206.45
1242,2/21/2019 17:00,38.87,62.99,9.6,327,133.52
1243,2/21/2019 18:00,36.89,68.33,6.6,343,19.07
1244,2/21/2019 19:00,35.2,68.49,6.9,353,0
1245,2/21/2019 20:00,34.59,73.57,8.9,311,0
1246,2/21/2019 21:00,32.84,74.76,6.6,307,0
1247,2/21/2019 22:00,33.29,65.85,7.4,286,0
1248,2/21/2019 23:00,33.5,70.8,6.6,291,0
1249,2/22/2019 0:00,32.92,75.79,8.1,318,0
1250,2/22/2019 1:00,32.29,77.28,7.1,299,0
1251,2/22/2019 2:00,31.78,75.24,7.1,306,0
1252,2/22/2019 3:00,31.11,75.65,7.9,312,0
1253,2/22/2019 4:00,30.6,78.49,5.9,301,0
1254,2/22/2019 5:00,29.85,79.65,5.6,300,0
1255,2/22/2019 6:00,29.47,80.3,5.9,312,0
1256,2/22/2019 7:00,29.24,81.3,6,313,0
1257,2/22/2019 8:00,29.16,82.5,5.5,322,11.22
1258,2/22/2019 9:00,29.47,79.76,6.9,332,60.59
1259,2/22/2019 10:00,30.39,76.49,8.6,319,181.76
1260,2/22/2019 11:00,30.5,80.9,7.4,331,71.81
1261,2/22/2019 12:00,30.19,81.5,6.3,333,98.74
1262,2/22/2019 13:00,31.01,78.06,6.1,307,178.4
1263,2/22/2019 14:00,31.12,76.04,6.9,320,135.76
1264,2/22/2019 15:00,31.4,74.27,6.9,314,118.93
1265,2/22/2019 16:00,31.48,77.25,6.4,333,74.05
1266,2/22/2019 17:00,30.97,75.28,5.6,325,33.66
1267,2/22/2019 18:00,30.7,74.07,4.6,330,7.85
1268,2/22/2019 19:00,30.48,76.14,2.6,334,0
1269,2/22/2019 20:00,30.39,76.95,1.4,348,0
1270,2/22/2019 21:00,30.08,78.79,1.7,328,0
1271,2/22/2019 22:00,29.45,78.35,2.7,347,0
1272,2/22/2019 23:00,29.4,75.14,3.1,25,0
1273,2/23/2019 0:00,27.89,84.8,2.3,109,0
1274,2/23/2019 1:00,25.09,87.2,2.5,127,0
1275,2/23/2019 2:00,24.01,87.6,2.7,142,0
1276,2/23/2019 3:00,23.01,90.2,3.4,127,0
1277,2/23/2019 4:00,22.28,90.8,3,87,0
1278,2/23/2019 5:00,21.01,91.6,3.9,61,0
1279,2/23/2019 6:00,20.26,91.2,3.6,74,0
1280,2/23/2019 7:00,19.81,92.3,3.2,63,0
1281,2/23/2019 8:00,19.96,92,4.5,52,40.39
1282,2/23/2019 9:00,23.57,78.44,4.4,108,152.59
1283,2/23/2019 10:00,28.79,71.97,11,148,234.5
1284,2/23/2019 11:00,30.88,68.82,8.9,146,281.62
1285,2/23/2019 12:00,33.28,62.57,8.2,153,322.01
1286,2/23/2019 13:00,35.45,63.27,8.2,127,318.65
1287,2/23/2019 14:00,37.27,57.44,7.7,154,284.99
1288,2/23/2019 15:00,37.84,57.34,9.2,170,221.03
1289,2/23/2019 16:00,38.01,56.55,10.9,162,152.59
1290,2/23/2019 17:00,37.67,59.67,11,155,74.05
1291,2/23/2019 18:00,36.98,62.22,11.8,155,8.98
1292,2/23/2019 19:00,36.3,70.89,10.6,155,0
1293,2/23/2019 20:00,34.85,79.27,12.1,159,0
1294,2/23/2019 21:00,33.97,78.75,11.3,156,0
1295,2/23/2019 22:00,32.82,91.5,10,155,0
1296,2/23/2019 23:00,32.32,91.7,12.4,162,0
1297,2/24/2019 0:00,32.59,91.7,17.5,160,0
1298,2/24/2019 1:00,32.83,92.1,16.7,159,0
1299,2/24/2019 2:00,32.92,92.5,15.7,160,0
1300,2/24/2019 3:00,33.25,91.9,14.8,156,0
1301,2/24/2019 4:00,33.67,92.4,14.6,161,0
1302,2/24/2019 5:00,34.23,94.7,16.8,166,0
1303,2/24/2019 6:00,34.84,93.4,14.7,160,0
1304,2/24/2019 7:00,35.74,95.3,17.8,142,0
1305,2/24/2019 8:00,35.96,93.7,18.1,149,15.71
1306,2/24/2019 9:00,37.57,95.3,13,156,42.64
1307,2/24/2019 10:00,39.8,92.8,19.4,147,85.27
1308,2/24/2019 11:00,41.62,91.8,15.9,166,118.93
1309,2/24/2019 12:00,42.88,90.5,11.5,165,241.23
1310,2/24/2019 13:00,44.12,89,12.7,168,238.99
1311,2/24/2019 14:00,43.98,88.9,11.5,165,95.37
1312,2/24/2019 15:00,45.4,85.4,11.1,164,136.88
1313,2/24/2019 16:00,46.23,81.5,10,182,89.76
1314,2/24/2019 17:00,42.1,91.4,11.8,302,12.34
1315,2/24/2019 18:00,40.06,84.6,13.5,279,6.73
1316,2/24/2019 19:00,36.79,70.79,13.2,271,0
1317,2/24/2019 20:00,36.63,67.34,11.8,272,0
1318,2/24/2019 21:00,36.04,69.67,10.6,278,0
1319,2/24/2019 22:00,33.81,90.4,13.1,287,0
1320,2/24/2019 23:00,31.02,93.8,14.3,277,0
1321,2/25/2019 0:00,30.62,66.48,17.1,278,0
1322,2/25/2019 1:00,31.07,67.16,18,273,0
1323,2/25/2019 2:00,29.74,72.57,20.8,271,0
1324,2/25/2019 3:00,27.74,72.21,17.9,279,0
1325,2/25/2019 4:00,27.84,66.1,22.5,273,0
1326,2/25/2019 5:00,27.2,72.14,25.1,271,0
1327,2/25/2019 6:00,24.93,75.55,21.4,281,0
1328,2/25/2019 7:00,24.59,74.11,19.6,279,0
1329,2/25/2019 8:00,23.5,80.9,20,281,19.07
1330,2/25/2019 9:00,22.61,67.18,23.5,282,81.91
1331,2/25/2019 10:00,23.06,70.56,24.7,283,158.2
1332,2/25/2019 11:00,23.31,65.14,23.5,281,230.01
1333,2/25/2019 12:00,23.18,66.82,23.6,284,208.69
1334,2/25/2019 13:00,23.23,66.8,21.1,286,190.74
1335,2/25/2019 14:00,23.25,68.2,19.8,288,142.49
1336,2/25/2019 15:00,22.79,64.61,21.4,288,127.91
1337,2/25/2019 16:00,22.73,64.57,17.8,290,99.86
1338,2/25/2019 17:00,22.27,64.46,17.5,291,75.17
1339,2/25/2019 18:00,21.21,61.45,17.5,289,16.83
1340,2/25/2019 19:00,20.52,64.46,16.4,289,0
1341,2/25/2019 20:00,19.69,63.34,17.4,287,0
1342,2/25/2019 21:00,19.45,63.5,12.6,294,0
1343,2/25/2019 22:00,19.02,64.2,14.6,281,0
1344,2/25/2019 23:00,18.4,62.05,13.2,282,0
1345,2/26/2019 0:00,17.56,63.82,12.2,277,0
1346,2/26/2019 1:00,16.99,65.39,11.1,274,0
1347,2/26/2019 2:00,16.45,65.99,10.3,271,0
1348,2/26/2019 3:00,16.66,66.22,8.5,282,0
1349,2/26/2019 4:00,16.83,67.41,8.3,281,0
1350,2/26/2019 5:00,16.97,69.9,7.7,282,0
1351,2/26/2019 6:00,17.17,69.05,6.9,287,0
1352,2/26/2019 7:00,17.56,73.02,9,295,0
1353,2/26/2019 8:00,17.28,82.1,9.3,285,30.29
1354,2/26/2019 9:00,15.91,90.6,10.4,315,86.39
1355,2/26/2019 10:00,15.24,83.5,9.5,340,207.57
1356,2/26/2019 11:00,15.06,81,10.2,340,269.28
1357,2/26/2019 12:00,15.39,73.81,10.8,337,348.94
1358,2/26/2019 13:00,16.86,70.73,9.5,322,461.14
1359,2/26/2019 14:00,17.81,70.87,9,327,473.48
1360,2/26/2019 15:00,18.06,73.88,9.7,321,343.33
1361,2/26/2019 16:00,18.22,76.75,9.2,309,204.2
1362,2/26/2019 17:00,17.89,75.63,8,330,88.64
1363,2/26/2019 18:00,17.75,76.46,8.5,322,31.42
1364,2/26/2019 19:00,17.22,81,7.7,328,0
1365,2/26/2019 20:00,16.38,83.3,5,310,0
1366,2/26/2019 21:00,16.61,85.3,6.4,314,0
1367,2/26/2019 22:00,16.72,74.34,8.8,327,0
1368,2/26/2019 23:00,16.05,72.54,7.7,338,0
1369,2/27/2019 0:00,15.31,71.34,7.3,341,0
1370,2/27/2019 1:00,15.01,68.21,6.6,341,0
1371,2/27/2019 2:00,14.85,66.44,6.7,341,0
1372,2/27/2019 3:00,14.63,65.38,5.2,4,0
1373,2/27/2019 4:00,13.71,68.53,5.3,35,0
1374,2/27/2019 5:00,13.1,65.83,5.7,54,0
1375,2/27/2019 6:00,13.05,65.4,5.2,65,0
1376,2/27/2019 7:00,13.05,65.62,4.7,103,0
1377,2/27/2019 8:00,12.74,82.8,5.4,146,15.71
1378,2/27/2019 9:00,12.47,87.6,5.9,129,62.83
1379,2/27/2019 10:00,13.1,87.2,6.6,129,145.86
1380,2/27/2019 11:00,14.7,83.4,7.1,126,207.57
1381,2/27/2019 12:00,15.55,84.6,9.6,110,196.35
1382,2/27/2019 13:00,16.03,88.5,8.8,122,155.96
1383,2/27/2019 14:00,17.01,85.1,9.6,125,177.28
1384,2/27/2019 15:00,17.81,88.9,8.7,122,133.52
1385,2/27/2019 16:00,18.33,91,9.1,112,104.35
1386,2/27/2019 17:00,19.23,91.3,7.2,121,56.1
1387,2/27/2019 18:00,20.17,91.3,5.6,135,11.22
1388,2/27/2019 19:00,20.45,89.5,5.8,129,0
1389,2/27/2019 20:00,20.68,89.9,6.8,141,0
1390,2/27/2019 21:00,21.3,91.6,7.7,151,0
1391,2/27/2019 22:00,21.55,95.7,6.1,150,0
1392,2/27/2019 23:00,21.83,95.5,4.2,143,0
1393,2/28/2019 0:00,21.91,96.7,5,229,0
1394,2/28/2019 1:00,18.51,93.1,11.1,318,0
1395,2/28/2019 2:00,14.49,91.8,10.5,319,0
1396,2/28/2019 3:00,13.84,93,8.2,327,0
1397,2/28/2019 4:00,14.34,92.9,5.7,315,0
1398,2/28/2019 5:00,14.79,92.4,7.9,315,0
1399,2/28/2019 6:00,13.78,92.7,7.1,333,0
1400,2/28/2019 7:00,12.92,92.3,6.1,337,1.12
1401,2/28/2019 8:00,12.25,90.3,5.7,354,47.12
1402,2/28/2019 9:00,11.98,89.4,7.1,345,103.22
1403,2/28/2019 10:00,12.69,85.2,7.9,335,181.76
1404,2/28/2019 11:00,14.04,80.1,8.5,334,244.6
1405,2/28/2019 12:00,15.15,78.86,7.2,317,264.79
1406,2/28/2019 13:00,16.09,77.91,7,287,334.36
1407,2/28/2019 14:00,16.86,77.89,5.8,281,274.89
1408,2/28/2019 15:00,18.83,70.29,5.5,275,480.22
1409,2/28/2019 16:00,19.95,67.65,4.7,340,336.6
1410,2/28/2019 17:00,19.94,68.85,4,342,169.42
1411,2/28/2019 18:00,18.21,74.57,3.3,10,24.68
1412,2/28/2019 19:00,16.11,81,1.5,33,0
1413,2/28/2019 20:00,14.27,82.3,2.3,108,0
1414,2/28/2019 21:00,14.38,82.3,2.6,109,0
1415,2/28/2019 22:00,14.7,82.9,3.7,44,0
1416,2/28/2019 23:00,14.79,82.9,3.1,46,0
1417,3/1/2019 0:00,14.74,83,3.6,45,0
1418,3/1/2019 1:00,15.31,84.8,1.5,302,0
1419,3/1/2019 2:00,16.14,79.81,2.5,98,0
1420,3/1/2019 3:00,17.38,81.4,5.4,143,0
1421,3/1/2019 4:00,17.26,92.6,5,153,0
1422,3/1/2019 5:00,17.19,89.6,6.2,142,0
1423,3/1/2019 6:00,17.49,87.6,5.2,134,0
1424,3/1/2019 7:00,16.66,89.5,2.8,114,2.24
1425,3/1/2019 8:00,17.79,87.1,4.6,145,60.59
1426,3/1/2019 9:00,20.74,83.9,6.6,144,120.05
1427,3/1/2019 10:00,23.67,78.26,7.6,154,237.86
1428,3/1/2019 11:00,26.8,73.91,5.9,159,369.14
1429,3/1/2019 12:00,29.35,71.5,6.7,163,452.17
1430,3/1/2019 13:00,31.38,70.32,6.3,169,420.75
1431,3/1/2019 14:00,32.39,67.34,6.2,173,402.8
1432,3/1/2019 15:00,33.59,66.71,4.7,157,333.23
1433,3/1/2019 16:00,33.78,67.81,4.9,166,168.3
1434,3/1/2019 17:00,33.84,69.49,5.2,140,93.13
1435,3/1/2019 18:00,33.45,70.6,5.4,150,17.95
1436,3/1/2019 19:00,32.92,73.23,4.1,153,0
1437,3/1/2019 20:00,32.09,80.3,3.2,128,0
1438,3/1/2019 21:00,30.78,81.3,2.5,88,0
1439,3/1/2019 22:00,29.58,85.1,2.7,103,0
1440,3/1/2019 23:00,29.43,84.1,3.6,98,0
1441,3/2/2019 0:00,29.47,84.9,3,63,0
1442,3/2/2019 1:00,29.48,84,4.2,52,0
1443,3/2/2019 2:00,29.42,82.6,4.2,44,0
1444,3/2/2019 3:00,29.31,83.7,3.9,47,0
1445,3/2/2019 4:00,29.16,83.6,4.3,41,0
1446,3/2/2019 5:00,29.3,83.2,2.5,33,0
1447,3/2/2019 6:00,29.64,83.4,1.7,37,0
1448,3/2/2019 7:00,29.41,85.7,1.8,62,1.12
1449,3/2/2019 8:00,29.88,84.2,0.7,94,34.78
1450,3/2/2019 9:00,31.05,77.59,1.6,230,87.52
1451,3/2/2019 10:00,32.16,75.08,3.1,281,144.74
1452,3/2/2019 11:00,33.14,71.54,2.6,270,170.54
1453,3/2/2019 12:00,34.33,71.04,3,264,199.72
1454,3/2/2019 13:00,35.28,69.92,2.8,266,194.11
1455,3/2/2019 14:00,36.27,66.45,2.7,324,179.52
1456,3/2/2019 15:00,36.09,68.84,3.7,329,105.47
1457,3/2/2019 16:00,34.93,81,4.6,312,67.32
1458,3/2/2019 17:00,32.38,93.4,5.2,318,41.51
1459,3/2/2019 18:00,31.47,94.6,4,308,15.71
1460,3/2/2019 19:00,31.08,96.2,4.1,317,0
1461,3/2/2019 20:00,30.94,96.5,4.8,321,0
1462,3/2/2019 21:00,30.6,96.3,6,329,0
1463,3/2/2019 22:00,29.19,95.2,9.3,326,0
1464,3/2/2019 23:00,28.4,94.5,8.4,320,0
1465,3/3/2019 0:00,28.23,93.1,6.2,305,0
1466,3/3/2019 1:00,28.26,88,6.3,313,0
1467,3/3/2019 2:00,27.92,90.9,6.7,319,0
1468,3/3/2019 3:00,26.83,93.2,5.7,328,0
1469,3/3/2019 4:00,26.23,90.4,6.2,330,0
1470,3/3/2019 5:00,25.84,91.9,4.8,337,0
1471,3/3/2019 6:00,25.72,90.4,4.4,335,0
1472,3/3/2019 7:00,25.4,89.6,4.5,326,0
1473,3/3/2019 8:00,25.03,92,4.4,336,20.2
1474,3/3/2019 9:00,25.36,90.4,5.1,339,99.86
1475,3/3/2019 10:00,25.82,86.5,5.1,321,136.88
1476,3/3/2019 11:00,26.62,77.33,3.8,3,190.74
1477,3/3/2019 12:00,28.04,73.45,4.4,342,313.04
1478,3/3/2019 13:00,28.64,68.04,3.6,278,274.89
1479,3/3/2019 14:00,30.39,65.09,1.5,248,207.57
1480,3/3/2019 15:00,30.8,65.83,1.4,45,145.86
1481,3/3/2019 16:00,30.34,68.41,3.4,104,104.35
1482,3/3/2019 17:00,29.63,69.78,5.7,91,60.59
1483,3/3/2019 18:00,29.41,77.04,4.4,108,8.98
1484,3/3/2019 19:00,27.94,90.4,2.5,147,0
1485,3/3/2019 20:00,27.52,93.8,1.3,185,0
1486,3/3/2019 21:00,26.7,94.3,1.1,157,0
1487,3/3/2019 22:00,26.81,94.7,1.6,328,0
1488,3/3/2019 23:00,26.21,95.7,3.1,329,0
1489,3/4/2019 0:00,25.69,95.6,4.5,318,0
1490,3/4/2019 1:00,25.37,95.3,4.8,316,0
1491,3/4/2019 2:00,24.6,96.6,6.3,318,0
1492,3/4/2019 3:00,23.57,95.2,7,318,0
1493,3/4/2019 4:00,22.08,96.1,5.5,318,0
1494,3/4/2019 5:00,22.24,95.4,6.3,339,0
1495,3/4/2019 6:00,22.22,94.3,9.1,323,0
1496,3/4/2019 7:00,21.92,93.8,7.3,321,1.12
1497,3/4/2019 8:00,21.79,96,5.9,333,6.73
1498,3/4/2019 9:00,21.5,95.9,8.5,319,23.56
1499,3/4/2019 10:00,19.94,94.6,11.3,309,71.81
1500,3/4/2019 11:00,19.38,86.4,12.2,324,190.74
1501,3/4/2019 12:00,19.12,83.4,9.7,322,236.74
1502,3/4/2019 13:00,19.84,68.02,10.2,321,438.7
1503,3/4/2019 14:00,21.13,65.69,10.4,319,549.78
1504,3/4/2019 15:00,21.32,67.55,10.1,327,481.34
1505,3/4/2019 16:00,20.64,68.62,8.7,330,243.47
1506,3/4/2019 17:00,18.92,80.6,5.9,340,84.15
1507,3/4/2019 18:00,18.28,73.6,7.1,329,16.83
1508,3/4/2019 19:00,17.47,66.93,7.7,333,0
1509,3/4/2019 20:00,15.06,57.29,13,294,0
1510,3/4/2019 21:00,12.42,58.07,7.4,289,0
1511,3/4/2019 22:00,11.21,60.64,6,286,0
1512,3/4/2019 23:00,6.57,77.62,3.3,197,0
1513,3/5/2019 0:00,0.95,79.28,4.9,154,0
1514,3/5/2019 1:00,1.15,81.7,4.1,144,0
1515,3/5/2019 2:00,-0.24,86.7,3.5,117,0
1516,3/5/2019 3:00,-1.8,87.1,3.5,129,0
1517,3/5/2019 4:00,-3.28,89.2,4,125,0
1518,3/5/2019 5:00,-4,87.7,4.1,127,0
1519,3/5/2019 6:00,-4.97,87.5,3.5,114,0
1520,3/5/2019 7:00,-4.59,88,3.8,122,8.98
1521,3/5/2019 8:00,-2.74,86.3,3.5,124,151.47
1522,3/5/2019 9:00,6.48,62.53,4.8,250,325.38
1523,3/5/2019 10:00,12.61,57.48,7.4,259,477.97
1524,3/5/2019 11:00,14.36,54.5,8.9,253,504.9
1525,3/5/2019 12:00,16.16,59,9.2,255,448.8
1526,3/5/2019 13:00,17.7,52.92,7,245,383.72
1527,3/5/2019 14:00,19.75,51.03,8.6,259,412.9
1528,3/5/2019 15:00,21.37,47,7.1,259,277.13
1529,3/5/2019 16:00,21.23,54.65,9.2,296,166.06
1530,3/5/2019 17:00,20.47,56.23,8.3,312,78.54
1531,3/5/2019 18:00,17.13,90.9,10.1,331,20.2
1532,3/5/2019 19:00,15.46,76.18,5.8,328,0
1533,3/5/2019 20:00,15.31,69.5,8.6,299,0
1534,3/5/2019 21:00,13.69,69.81,7.4,286,0
1535,3/5/2019 22:00,13.14,64.63,10.4,278,0
1536,3/5/2019 23:00,11.64,67.09,9.1,277,0
1537,3/6/2019 0:00,10.47,72.01,7.2,262,0
1538,3/6/2019 1:00,9.34,77.8,4.3,265,0
1539,3/6/2019 2:00,9.09,80.9,4.5,244,0
1540,3/6/2019 3:00,6.37,82.3,4.3,250,0
1541,3/6/2019 4:00,6.21,78.28,2.3,269,0
1542,3/6/2019 5:00,7.39,73.14,3.5,310,0
1543,3/6/2019 6:00,8.24,74.31,4.4,309,0
1544,3/6/2019 7:00,7.2,77.16,4,346,6.73
1545,3/6/2019 8:00,9.01,70.19,4.9,309,85.27
1546,3/6/2019 9:00,11.23,64.56,7.4,293,263.67
1547,3/6/2019 10:00,13.32,62.24,10.3,294,302.94
1548,3/6/2019 11:00,14.07,59.34,14.5,289,319.77
1549,3/6/2019 12:00,15.21,50.91,13.2,298,461.14
1550,3/6/2019 13:00,14.34,66.87,12.6,299,313.04
1551,3/6/2019 14:00,14.63,44.46,13.4,292,401.68
1552,3/6/2019 15:00,15.13,42.88,16.2,283,491.44
1553,3/6/2019 16:00,14.95,43.74,15.1,285,363.53
1554,3/6/2019 17:00,14.23,41.75,14.6,286,198.59
1555,3/6/2019 18:00,12.99,45.91,11.1,291,51.61
1556,3/6/2019 19:00,11.35,48.78,9.7,285,0
1557,3/6/2019 20:00,9.99,54.35,7.9,288,0
1558,3/6/2019 21:00,8.44,59.7,4.7,303,0
1559,3/6/2019 22:00,7.59,64.97,6.4,273,0
1560,3/6/2019 23:00,6.26,71.83,4.8,283,0
1561,3/7/2019 0:00,-0.83,77.98,4.7,148,0
1562,3/7/2019 1:00,-1.84,82.7,4.3,142,0
1563,3/7/2019 2:00,0.7,81.3,5,152,0
1564,3/7/2019 3:00,4.41,84.9,3.6,148,0
1565,3/7/2019 4:00,6.04,87.6,3.6,161,0
1566,3/7/2019 5:00,7.23,88.6,4.5,150,0
1567,3/7/2019 6:00,6.85,87.2,5.4,152,0
1568,3/7/2019 7:00,5.43,88,4.8,157,5.61
1569,3/7/2019 8:00,6.75,81.5,3.7,174,106.59
1570,3/7/2019 9:00,13.14,73.65,6.8,252,250.21
1571,3/7/2019 10:00,16.59,68.36,10.2,278,290.6
1572,3/7/2019 11:00,18.2,64.83,12.5,291,363.53
1573,3/7/2019 12:00,18.37,76.76,10.5,298,317.53
1574,3/7/2019 13:00,18.98,70.6,11.3,293,492.56
1575,3/7/2019 14:00,20.28,66.49,11.9,301,486.95
1576,3/7/2019 15:00,20.05,62.9,11.1,320,311.92
1577,3/7/2019 16:00,20.68,61.97,11.7,298,279.38
1578,3/7/2019 17:00,20.16,59.79,8.9,299,161.57
1579,3/7/2019 18:00,19.89,63.55,7.5,309,49.37
1580,3/7/2019 19:00,17.63,68.43,3.8,321,0
1581,3/7/2019 20:00,12.36,78.94,3.1,95,0
1582,3/7/2019 21:00,7.2,84.3,4.2,136,0
1583,3/7/2019 22:00,4.32,87.2,3.9,142,0
1584,3/7/2019 23:00,2.75,88,4.4,140,0
1585,3/8/2019 0:00,1.36,89,3.9,133,0
1586,3/8/2019 1:00,0.97,88.5,3.6,122,0
1587,3/8/2019 2:00,0.48,88.8,3.6,118,0
