title,Wind Speed,Gust Speed,Wind Direction,MRT,Temp,RH,Solar Radiation,DewPt
timezone_str,nan,nan,nan,nan,nan,nan,nan,nan
units,m/s,m/s,Ã¸,Â°C,Â°C,%,W/mÂ²,Â°C
logger_serial_number,20702489,20702489,20702489,20702489,20702489,20702489,20702489,20702489
sensor_serial_number,20496534,20496534,20496534,20693834,20698453,20698453,20702166,20698453
datetimes,
2020-09-14 10:00:00-05:00,1.28,3.06,194.04999999999998,23.467666666666663,19.071833333333334,60.23333333333334,402.5,11.183333333333332
2020-09-14 11:00:00-05:00,1.0566666666666666,3.2849999999999997,122.23333333333333,26.465999999999998,20.063,51.38333333333333,554.15,9.733333333333333
2020-09-14 12:00:00-05:00,1.1133333333333333,3.2833333333333328,87.96666666666668,26.149999999999995,20.138499999999997,48.833333333333336,519.7666666666667,9.049999999999999
2020-09-14 13:00:00-05:00,1.2833333333333332,3.561666666666666,72.73333333333333,27.08766666666666,20.293000000000003,45.13333333333333,534.3666666666667,8.016666666666667
2020-09-14 14:00:00-05:00,1.1133333333333333,3.2849999999999997,101.61666666666667,26.1545,19.722166666666663,44.75,445.2166666666667,7.416666666666665
2020-09-14 15:00:00-05:00,1.0566666666666666,2.9499999999999997,92.7,20.587166666666665,18.148333333333333,44.083333333333336,147.08333333333334,5.749999999999999
2020-09-14 16:00:00-05:00,1.17,3.396666666666667,203.20000000000002,17.39916666666667,16.399333333333335,45.599999999999994,66.46666666666667,4.65
2020-09-14 17:00:00-05:00,1.2249999999999999,3.1749999999999994,220.1,15.3735,15.027166666666666,50.75,24.78333333333333,4.883333333333333
2020-09-14 18:00:00-05:00,1.2833333333333332,2.67,226.91666666666666,13.597333333333333,13.6335,57.31666666666667,1.2333333333333332,5.3500000000000005
2020-09-14 19:00:00-05:00,0.8916666666666667,1.8933333333333333,173.86666666666667,12.6785,12.943666666666665,61.199999999999996,0.6,5.666666666666667
2020-09-14 20:00:00-05:00,0.33,0.725,72.26666666666667,11.964666666666666,12.218833333333334,67.1,0.6,6.283333333333334
2020-09-14 21:00:00-05:00,0.33,0.67,110.9833333333333,10.983833333333335,11.052666666666667,71.83333333333334,0.6,6.183333333333333
2020-09-14 22:00:00-05:00,0.22,0.67,98.80000000000001,9.6855,9.780166666666668,76.86666666666667,0.6,5.916666666666667
2020-09-14 23:00:00-05:00,0.165,0.7799999999999999,117.55,9.138666666666667,9.332166666666668,79.73333333333335,0.6,6.016666666666667
2020-09-15 00:00:00-05:00,0.33,1.3949999999999998,160.74999999999997,8.111333333333333,8.2485,83.08333333333333,0.6,5.55
2020-09-15 01:00:00-05:00,0.33,1.2266666666666666,266.55,7.936166666666666,8.081833333333332,83.56666666666666,0.6,5.483333333333334
2020-09-15 02:00:00-05:00,0.33,1.1133333333333333,209.29999999999998,7.192,7.4351666666666665,85.05,0.6,5.083333333333333
2020-09-15 03:00:00-05:00,0.44333333333333336,1.3366666666666667,223.4,6.517499999999999,6.690666666666666,86.5,0.6,4.6
2020-09-15 04:00:00-05:00,0.22,0.89,243.0833333333333,6.165500000000001,6.373166666666667,86.98333333333333,0.6,4.366666666666666
2020-09-15 05:00:00-05:00,0.5,1.6133333333333333,212.5833333333333,5.496333333333333,5.671666666666667,88.38333333333334,0.8166666666666668,3.9166666666666665
2020-09-15 06:00:00-05:00,0.3866666666666667,1.67,264.43333333333334,5.705333333333333,5.5305,88.10000000000001,28.76666666666667,3.733333333333333
2020-09-15 07:00:00-05:00,0.3866666666666667,1.1683333333333332,186.75,9.757333333333333,7.113333333333334,85.46666666666668,140.41666666666669,4.8500000000000005
2020-09-15 08:00:00-05:00,0.44333333333333336,1.17,132.33333333333334,15.653,10.527833333333335,78.24999999999999,307.3,6.8999999999999995
2020-09-15 09:00:00-05:00,0.8333333333333334,1.9466666666666665,66.14999999999999,19.992,13.740833333333335,64.61666666666666,467.5,7.183333333333333
2020-09-15 10:00:00-05:00,0.67,2.0033333333333334,95.75,23.234333333333336,15.9065,55.71666666666667,564.3833333333333,7.083333333333333
2020-09-15 11:00:00-05:00,0.7250000000000001,2.1166666666666667,65.46666666666665,24.629333333333335,17.395166666666665,47.70000000000001,557.6999999999999,6.199999999999999
2020-09-15 12:00:00-05:00,0.835,2.4483333333333333,91.03333333333335,25.749333333333336,18.402,46.31666666666667,617.0833333333334,6.699999999999999
2020-09-15 13:00:00-05:00,0.7799999999999999,2.2266666666666666,106.96666666666665,28.31566666666666,20.721999999999998,39.71666666666667,595.6333333333333,6.55
2020-09-15 14:00:00-05:00,0.67,2.2266666666666666,104.65000000000002,27.66483333333333,20.3015,36.516666666666666,464.7833333333333,4.966666666666666
2020-09-15 15:00:00-05:00,0.44333333333333336,1.8933333333333333,149.21666666666667,22.13133333333333,19.718,38.016666666666666,128.35,5.0
2020-09-15 16:00:00-05:00,0.5,1.8366666666666667,185.85,19.99983333333333,19.262,38.266666666666666,61.25,4.7
2020-09-15 17:00:00-05:00,0.5,1.7266666666666666,206.0,18.39,18.247333333333334,40.583333333333336,25.41666666666667,4.650000000000001
2020-09-15 18:00:00-05:00,0.33,1.0033333333333332,77.2,16.053166666666666,16.05333333333333,48.51666666666667,1.433333333333333,5.166666666666666
2020-09-15 19:00:00-05:00,0.22,0.9466666666666667,117.8,14.349166666666669,14.516999999999998,53.300000000000004,0.6,5.133333333333334
2020-09-15 20:00:00-05:00,0.33,1.0016666666666667,148.31666666666666,13.421333333333335,13.702,56.349999999999994,0.6,5.183333333333334
2020-09-15 21:00:00-05:00,0.61,2.005,185.60000000000002,13.5935,14.089833333333331,53.68333333333333,0.6,4.833333333333333
2020-09-15 22:00:00-05:00,0.945,2.84,245.9,13.513666666666666,13.857999999999999,52.81666666666666,0.6,4.4
2020-09-15 23:00:00-05:00,1.0016666666666667,3.1733333333333333,244.95000000000002,13.396999999999998,13.802,52.78333333333333,0.6,4.3500000000000005
2020-09-16 00:00:00-05:00,0.89,2.728333333333333,250.36666666666667,12.947666666666668,13.349166666666667,55.51666666666666,0.6,4.633333333333334
2020-09-16 01:00:00-05:00,0.89,3.06,249.64999999999998,12.445,12.791000000000002,58.449999999999996,0.6,4.866666666666666
2020-09-16 02:00:00-05:00,0.7799999999999999,2.8383333333333334,243.53333333333333,11.973,12.376333333333335,60.633333333333326,0.6,4.983333333333333
2020-09-16 03:00:00-05:00,0.945,2.671666666666667,250.36666666666667,11.641333333333334,12.045833333333333,62.21666666666667,0.6,5.083333333333333
2020-09-16 04:00:00-05:00,1.0566666666666666,3.5066666666666664,248.01666666666665,11.580666666666666,12.017166666666666,63.18333333333334,0.6,5.233333333333333
2020-09-16 05:00:00-05:00,1.0,3.0066666666666664,250.81666666666663,11.1915,11.527833333333334,64.60000000000001,0.8166666666666668,5.1000000000000005
2020-09-16 06:00:00-05:00,0.9466666666666667,2.618333333333333,251.08333333333334,11.535666666666666,11.69,65.28333333333335,28.55,5.416666666666667
