Plot Title: DL5,,,,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, m/s (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)","Precipitation, Inches  (LGR S/N: 20034090, SEN S/N: 23073988)","DewPt, °C (LGR S/N: 20495520, SEN S/N: 10232331, LBL: Tamb)","SkyCover, Fraction (LGR S/N: 20075520, SEN S/N: 10734331, LBL: Tamb)","Gust Speed, m/s (LGR S/N: 20054090, SEN S/N: 20896535)"
11353,4/18/2020 1:00,0.22,97.1,0.514,34.42,0,0.01,-0.36,1,0.697
11354,4/18/2020 2:00,0.27,96.8,0.483,30.39,0,0,-0.37,1,0.773
11355,4/18/2020 3:00,0.28,96.6,0.536,19.19,0,0,-0.4,1,0.809
11356,4/18/2020 4:00,0.36,96.4,0.581,332.4,0,0,-0.36,1,1.024
11357,4/18/2020 5:00,0.24,96.7,0.715,311.4,0,0,-0.42,1,1.095
11358,4/18/2020 6:00,0.12,97.3,0.849,308.3,0,0,-0.42,1,1.31
11359,4/18/2020 7:00,0.26,97.2,0.635,311.3,0.81,0,-0.3,1,1.167
11360,4/18/2020 8:00,0.33,96.8,0.711,314.1,5.23,0,-0.31,1,1.377
11361,4/18/2020 9:00,0.32,97.9,1.024,315.8,34.42,0.01,-0.1,1,2.168
11362,4/18/2020 10:00,0.63,94.1,1.462,329,116.88,0,-0.55,1,2.633
11363,4/18/2020 11:00,1.02,89.8,1.591,333.6,160.49,0,-1.02,1,2.664
11364,4/18/2020 12:00,1.76,83.4,1.583,343.1,289.47,0,-1.56,1,3.563
11365,4/18/2020 13:00,2.44,81.9,1.609,320.2,194.69,0,-1.18,1,2.633
11366,4/18/2020 14:00,3.21,71.28,1.766,321.9,487.3,0,-2.53,0.8,3.527
11367,4/18/2020 15:00,5.39,57.39,2.329,300.9,799.1,0,-3.13,0.8,3.988
11368,4/18/2020 16:00,6.04,53.21,2.03,305.3,509.05,0,-3.32,0.8,3.666
11369,4/18/2020 17:00,5.87,54.28,1.936,306.2,255.28,0,-3.28,0.8,3.344
11370,4/18/2020 18:00,5.86,56.37,1.659,309,147.93,0,-2.87,0.8,2.736
11371,4/18/2020 19:00,5.88,51.77,1.444,293.1,94.67,0,-3.76,99999,2.562
11372,4/18/2020 20:00,5.83,55.31,0.831,292.7,25.59,0,-3.1,99999,2.056
11373,4/18/2020 21:00,3.57,75.05,0.465,158.9,0,0,-1.42,0,0.988
11374,4/18/2020 22:00,0.58,81.9,0.827,149.2,0,0,-3.04,0,1.095
11375,4/18/2020 23:00,-0.58,83.9,0.961,145,0,0,-3.8,0,1.417
11376,4/19/2020 0:00,-0.74,82.3,1.068,156.7,0,0,-4.28,0,1.56
11377,4/19/2020 1:00,-0.56,78.81,1.14,146.3,0,0,-4.79,0.8,1.596
11378,4/19/2020 2:00,0.79,70.01,0.8,145.6,0,0,-5.21,0.8,1.56
11379,4/19/2020 3:00,2.09,66.12,0.818,166.2,0,0,-4.68,1,1.417
11380,4/19/2020 4:00,3.3,62.03,0.907,179.6,0,0,-4.29,1,1.918
11381,4/19/2020 5:00,3.5,71.03,1.296,158.2,0,0,-2.29,0.2,1.989
11382,4/19/2020 6:00,2.04,73.49,1.341,142.3,0,0,-3.26,0,2.275
11383,4/19/2020 7:00,1.86,72.43,1.377,136.6,13.49,0,-3.66,0.2,2.204
11384,4/19/2020 8:00,3.47,67.73,1.538,150.2,128.05,0,-2.99,0.5,2.736
11385,4/19/2020 9:00,5.84,61.31,1.748,184,288.89,0,-1.89,1,3.701
11386,4/19/2020 10:00,7.5,60.56,1.779,207.1,470.55,0,-0.39,0.5,3.241
11387,4/19/2020 11:00,9.89,56.28,1.444,201.8,598.25,0,1.14,0,2.736
11388,4/19/2020 12:00,12.03,53.11,1.721,200.5,716.99,0,2.65,0,3.451
11389,4/19/2020 13:00,13.35,49.33,1.766,206.9,768.98,0,3.22,0.2,3.527
11390,4/19/2020 14:00,14.33,43.51,2.065,205.4,666.98,0,3.03,0.2,6.026
11391,4/19/2020 15:00,14.7,45.16,2.41,232,427.75,0,3.73,1,4.274
11392,4/19/2020 16:00,13.92,46.1,1.614,212.8,105.37,0,3.14,1,3.344
11393,4/19/2020 17:00,14.29,45.53,1.735,229.7,48.61,0,3.39,1,3.491
11394,4/19/2020 18:00,12.59,68.73,1.216,283.9,31.52,0,6.33,1,2.454
11395,4/19/2020 19:00,9.49,80.5,1.507,341,16.28,0,5.59,1,3.022
11396,4/19/2020 20:00,8.4,80.3,0.68,329.2,6.4,0,4.46,1,2.275
11397,4/19/2020 21:00,8.36,85,0.429,336.7,0,0,5.36,1,1.095
11398,4/19/2020 22:00,8.08,85,0.545,301.4,0,0.01,5.08,1,1.663
11399,4/19/2020 23:00,6.93,85.1,1.426,297.4,0,0.03,3.95,1,4.917
11400,4/20/2020 0:00,5.13,79.53,1.377,314.8,0,0,1.04,1,2.848
11401,4/20/2020 1:00,4.41,79.48,1.681,314.9,0,0,0.3,1,2.736
11402,4/20/2020 2:00,3.47,69.78,1.556,330.8,0,0,-2.58,0.5,2.736
11403,4/20/2020 3:00,2.08,74.25,1.35,325.3,0,0,-3.07,0,2.526
11404,4/20/2020 4:00,1.11,79.15,1.158,326.4,0,0,-3.06,0,2.056
11405,4/20/2020 5:00,0.41,82.9,0.814,330.7,0,0,-3.01,0,1.632
11406,4/20/2020 6:00,-0.28,84.7,0.863,337.7,0,0,-3.34,0,1.811
11407,4/20/2020 7:00,-0.78,88.1,0.769,310.7,15.47,0,-3.16,0.2,1.417
11408,4/20/2020 8:00,-0.26,84.4,0.523,323.7,110.95,0,-3.38,0,1.203
11409,4/20/2020 9:00,1.08,68.3,1.171,31.83,260.63,0,-5.26,0,2.414
11410,4/20/2020 10:00,2.32,56.75,1.457,32.22,431.36,0,-6.33,0,2.414
11411,4/20/2020 11:00,3.84,56.54,1.055,33.19,610.69,0,-4.85,0,2.204
11412,4/20/2020 12:00,4.47,56.29,1.65,295.8,768.05,0,-4.27,0,2.986
11413,4/20/2020 13:00,5.01,54.24,1.793,303.2,825.61,0,-4.15,0,2.919
11414,4/20/2020 14:00,5.74,52.87,1.676,308.1,860.39,0,-3.68,0,2.955
11415,4/20/2020 15:00,6.5,50.21,1.788,302.8,795.14,0,-3.46,0,3.344
11416,4/20/2020 16:00,7.28,45.98,1.583,304.4,673.96,0,-3.52,0,2.7
11417,4/20/2020 17:00,7.86,39.44,1.247,303.4,519.98,0,-4.26,0,2.132
11418,4/20/2020 18:00,8.39,33.5,0.814,313.4,347.5,0,-4.91,0,1.954
11419,4/20/2020 19:00,8.76,37.91,0.505,339.3,163.05,0,-3.66,0,1.274
11420,4/20/2020 20:00,8.12,41.71,0.657,345.6,26.4,0,-3.54,0,1.055
11421,4/20/2020 21:00,5.64,68.18,0.465,95,0,0,-0.72,0,1.055
11422,4/20/2020 22:00,2.78,71.88,0.604,125.9,0,0,-2.84,0,0.988
11423,4/20/2020 23:00,1.06,82.1,0.644,101.9,0,0,-2.52,0,1.131
11424,4/21/2020 0:00,-0.06,83.4,0.639,111.1,0,0,-3.38,0,0.916
11425,4/21/2020 1:00,-0.51,83.9,0.697,102.6,0,0,-3.73,0,0.988
11426,4/21/2020 2:00,-1.33,85.9,0.8,90,0,0,-4.15,0,1.274
11427,4/21/2020 3:00,-2.09,90,0.912,72.86,0,0,-4.09,0,1.274
11428,4/21/2020 4:00,0.77,58.37,1.368,148.1,0,0,-7.56,0,3.38
11429,4/21/2020 5:00,3.23,61.35,2.727,149.9,0,0,-4.5,0.5,4.207
11430,4/21/2020 6:00,3.08,58.54,2.123,142,0,0,-5.21,1,3.451
11431,4/21/2020 7:00,4.08,50.56,1.967,149.3,14.3,0,-5.8,0.5,3.921
11432,4/21/2020 8:00,5.85,47.18,2.266,169.9,30.82,0,-4.71,1,4.131
11433,4/21/2020 9:00,6.84,56.44,1.426,193.3,28.49,0,-1.87,1,3.563
11434,4/21/2020 10:00,8.27,60.17,1.842,224.6,85.83,0,0.31,1,3.415
11435,4/21/2020 11:00,7.14,84.6,2.892,254.2,57.34,0.02,4.06,1,6.419
11436,4/21/2020 12:00,5.28,74.12,1.717,313.3,79.43,0,0.11,1,3.277
11437,4/21/2020 13:00,6.09,62.9,2.678,294,317.27,0,-1.33,1,5.275
11438,4/21/2020 14:00,4.67,67.05,2.396,315.1,256.09,0,-1.92,0.8,4.453
11439,4/21/2020 15:00,4.59,72,2.584,320.9,236.79,0,-1.01,1,5.919
11440,4/21/2020 16:00,3.16,72.36,2.624,303.8,260.98,0,-2.37,0.8,6.384
11441,4/21/2020 17:00,3.2,65.42,2.848,281.6,291.56,0,-3.72,0.8,5.168
11442,4/21/2020 18:00,1.61,80,2.311,287.2,215.85,0,-2.39,0.8,5.847
11443,4/21/2020 19:00,1.29,93.1,2.378,286.4,126.07,0,-0.09,1,4.953
11444,4/21/2020 20:00,-0.66,98.4,2.566,278.3,11.05,0,-0.98,1,5.49
11445,4/21/2020 21:00,-1.27,95.3,1.806,271.6,0.12,0,-2.21,0.8,2.986
11446,4/21/2020 22:00,-0.64,65.05,2.074,274.3,0,0,-7.63,0.8,4.023
11447,4/21/2020 23:00,-0.49,68.25,2.347,284,0,0,-6.84,1,4.242
11448,4/22/2020 0:00,-0.63,66.21,2.481,275.3,0,0,-7.39,1,3.952
11449,4/22/2020 1:00,-0.97,76.84,2.53,298.6,0,0,-5.6,1,4.667
11450,4/22/2020 2:00,-1.5,73.19,2.512,287.5,0,0,-6.86,1,4.703
11451,4/22/2020 3:00,-2.51,78.71,2.039,302.1,0,0,-6.77,0.8,4.207
11452,4/22/2020 4:00,-1.92,70.23,2.208,275.6,0,0,-7.88,1,3.666
11453,4/22/2020 5:00,-2.03,70.52,2.302,276.6,0,0,-7.92,1,3.599
11454,4/22/2020 6:00,-2.38,70.07,2.472,275.1,0,0,-8.36,0.8,4.131
11455,4/22/2020 7:00,-2.53,68.67,2.074,277.4,14.19,0,-8.79,0.8,3.308
11456,4/22/2020 8:00,-2.07,70.66,2.45,281.3,80.6,0,-7.93,1,4.274
11457,4/22/2020 9:00,-1.57,66.53,2.32,287.1,169.68,0,-8.27,0.8,3.885
11458,4/22/2020 10:00,-0.78,62.15,3.134,285.6,310.87,0,-8.35,0.8,5.74
11459,4/22/2020 11:00,0.02,60.56,3.044,286.2,456.48,0,-7.87,0.8,5.208
11460,4/22/2020 12:00,0.71,56.88,3.322,292.7,446.13,0,-7.92,1,5.239
11461,4/22/2020 13:00,1.14,60.86,3.603,281.1,621.16,0,-6.69,1,5.812
11462,4/22/2020 14:00,1.75,56.77,3.371,286.8,691.87,0.01,-6.9,1,5.776
11463,4/22/2020 15:00,2.36,50.81,3.254,279.4,466.6,0,-7.48,1,5.025
11464,4/22/2020 16:00,2.77,52.29,2.798,288.8,377.51,0,-6.77,0.8,4.739
11465,4/22/2020 17:00,3.23,47.17,2.673,296.5,351.69,0,-7.33,1,4.886
11466,4/22/2020 18:00,3.42,49.14,2.995,278.5,232.13,0,-6.75,0.8,4.667
11467,4/22/2020 19:00,3.44,47.83,2.794,279.6,153.4,0,-7,1,4.564
11468,4/22/2020 20:00,2.91,51.15,2.07,280.3,40.01,0,-6.86,0.8,3.451
11469,4/22/2020 21:00,2.12,52.92,2.061,275.9,0,0,-7.29,0.8,3.241
11470,4/22/2020 22:00,1.24,57.54,1.399,270.2,0,0,-7.25,0,2.955
11471,4/22/2020 23:00,0.56,61.21,1.301,266.7,0,0,-7.2,0,1.918
11472,4/23/2020 0:00,-0.24,64.55,1.243,257.5,0,0,-7.33,0,1.811
11473,4/23/2020 1:00,-0.67,67.84,0.966,265.5,0,0,-7.1,0,1.596
11474,4/23/2020 2:00,-1.21,70.33,1.082,269.3,0,0,-7.14,0,2.021
11475,4/23/2020 3:00,-1.47,71.96,0.881,307,0,0,-7.08,1,1.596
11476,4/23/2020 4:00,-1.86,76.23,0.595,12.92,0,0,-6.61,1,1.274
11477,4/23/2020 5:00,-1.64,79.67,0.224,306.2,0.12,0,-5.71,1,0.559
11478,4/23/2020 6:00,-1.31,80.6,0.416,50.11,0,0,-5.19,1,0.666
11479,4/23/2020 7:00,-0.89,69.88,0.635,42.82,8.72,0,-6.91,1,1.095
11480,4/23/2020 8:00,-0.31,66.46,0.259,74.1,36.87,0,-7.02,1,0.697
11481,4/23/2020 9:00,0.23,67.11,0.496,158.4,60.48,0,-6.35,1,1.453
11482,4/23/2020 10:00,0.5,66.5,0.805,183.6,102.23,0,-6.2,1,1.31
11483,4/23/2020 11:00,1.34,67.57,1.001,170.6,157.35,0,-5.15,1,1.918
11484,4/23/2020 12:00,1.42,76.37,1.484,156.2,139.68,0,-3.31,1,2.24
11485,4/23/2020 13:00,0.9,88.5,1.587,159.6,217.6,0,-1.4,1,2.414
11486,4/23/2020 14:00,0.49,90.2,1.399,130.3,191.78,0.02,-1.47,1,2.132
11487,4/23/2020 15:00,2.03,84.9,1.855,116.7,345.99,0,-0.99,0.8,2.633
11488,4/23/2020 16:00,3.14,84.5,2.079,113.4,342.74,0,0.04,0.8,2.919
11489,4/23/2020 17:00,4.46,79.88,1.694,107.8,266.44,0,0.43,1,2.49
11490,4/23/2020 18:00,5.41,78.25,1.596,105.1,209.11,0,1.06,0.8,2.168
11491,4/23/2020 19:00,5.98,74.85,1.466,102.8,97.34,0,0.95,1,1.989
11492,4/23/2020 20:00,5.79,78.11,1.292,92.7,21.63,0,1.41,1,1.811
11493,4/23/2020 21:00,4.4,83.2,1.028,54.9,0,0,1.04,0,1.596
11494,4/23/2020 22:00,3.68,84.4,1.059,46.5,0,0,0.56,0,1.663
11495,4/23/2020 23:00,3.6,85.4,0.983,51.09,0,0,0.68,0,1.775
11496,4/24/2020 0:00,3.14,84.3,0.957,66.84,0,0,0,0,1.341
11497,4/24/2020 1:00,2.89,82.6,0.684,76.89,0,0,-0.59,0.8,1.095
11498,4/24/2020 2:00,3.03,84.2,0.957,57.08,0,0,-0.13,0,1.453
11499,4/24/2020 3:00,3.73,80.2,0.84,70.65,0.23,0,-0.23,0.8,1.274
11500,4/24/2020 4:00,4.53,78.04,1.055,57.89,0.12,0,0.14,1,1.632
11501,4/24/2020 5:00,4.72,83.8,0.653,67.75,0,0,1.48,0.8,0.988
11502,4/24/2020 6:00,4.64,88.8,0.916,102.6,0,0.01,2.4,1,1.417
11503,4/24/2020 7:00,4.29,92.2,0.474,52.57,4.19,0.02,2.73,1,0.809
11504,4/24/2020 8:00,4.52,93.5,0.376,5.16,33.73,0.01,3.22,1,0.666
11505,4/24/2020 9:00,5.2,93.4,0.268,315.6,79.08,0.01,3.88,1,0.559
11506,4/24/2020 10:00,5.65,94.7,0.59,279.2,83.74,0,4.59,1,0.916
11507,4/24/2020 11:00,5.82,95.2,0.755,269.1,97.58,0,4.86,1,1.167
11508,4/24/2020 12:00,6.29,94.6,0.831,290.2,149.91,0,5.21,1,1.274
11509,4/24/2020 13:00,6.9,92.6,0.925,276.6,185.85,0,5.42,1,1.203
11510,4/24/2020 14:00,7.97,89,1.113,292.9,356.34,0,5.77,1,1.699
11511,4/24/2020 15:00,9.63,82.7,1.006,295.9,478.81,0,6.17,0.8,1.596
11512,4/24/2020 16:00,11.07,80.8,1.296,300.9,475.2,0,7.23,0.8,2.342
11513,4/24/2020 17:00,10.48,81.3,1.73,307.3,215.27,0,6.74,0.8,2.883
11514,4/24/2020 18:00,10.34,81.7,1.681,305.1,161.19,0,6.68,1,2.736
11515,4/24/2020 19:00,9.74,79.18,1.104,314.5,34.19,0,5.57,1,2.275
11516,4/24/2020 20:00,9.03,76.22,1.019,297.5,7.44,0,4.27,1,1.56
11517,4/24/2020 21:00,7.75,63.81,1.279,306.1,0,0,0.51,1,2.204
11518,4/24/2020 22:00,6.67,60.28,1.489,304.6,0,0,-1.27,1,2.597
11519,4/24/2020 23:00,6.08,56.98,0.992,309,0,0,-2.53,0.8,2.021
11520,4/25/2020 0:00,5.54,58.13,0.751,289.8,0,0,-2.84,1,1.31
11521,4/25/2020 1:00,5.28,60.57,1.01,316.5,0,0,-2.6,1,1.882
11522,4/25/2020 2:00,5.14,60.97,0.858,304.7,0,0,-2.66,1,1.632
11523,4/25/2020 3:00,4.85,60.45,1.006,308.5,0,0,-3.06,1,2.021
11524,4/25/2020 4:00,4.48,64.88,0.903,318.3,0,0,-2.55,1,2.342
11525,4/25/2020 5:00,4.32,69.54,0.63,305.6,0,0,-1.78,1,1.055
11526,4/25/2020 6:00,4.21,72.2,0.568,297.3,0,0,-1.35,1,0.916
11527,4/25/2020 7:00,3.88,71.6,0.773,286.4,9.3,0,-1.8,1,1.341
11528,4/25/2020 8:00,4.04,70.88,0.858,310.5,60.13,0,-1.78,1,1.453
11529,4/25/2020 9:00,5.36,65.77,0.747,288.9,303.78,0,-1.48,0,1.489
11530,4/25/2020 10:00,6.56,68.85,1.234,258,342.04,0,0.33,1,1.918
11531,4/25/2020 11:00,7.4,60.02,1.068,270,358.32,0,-0.6,1,1.663
11532,4/25/2020 12:00,8.93,56.03,0.939,263.9,477.53,0,0.13,0.8,1.632
11533,4/25/2020 13:00,10.78,53.51,0.975,262.6,771.3,0,1.48,0,1.846
11534,4/25/2020 14:00,12.68,51.88,0.916,276.1,714.78,0,3.05,0.5,1.775
11535,4/25/2020 15:00,14.43,46.41,0.858,261,799.91,0,3.71,0.2,2.132
11536,4/25/2020 16:00,15.43,48.63,0.827,296.3,630.81,0,5.15,0.2,1.632
11537,4/25/2020 17:00,16.08,50.97,0.894,207.7,379.72,0,6.27,0.2,2.168
11538,4/25/2020 18:00,15.84,51.4,0.979,153.9,173.05,0,6.12,0.8,1.954
11539,4/25/2020 19:00,15.3,58.51,1.086,170.8,81.53,0,7,0.8,1.775
11540,4/25/2020 20:00,14.73,61.64,1.113,145.7,32.8,0,7.06,0.8,1.56
11541,4/25/2020 21:00,13.93,66.48,0.568,117.4,0,0,7.22,1,1.024
11542,4/25/2020 22:00,12.34,74.41,0.545,113.7,0,0,7.22,0.8,0.773
11543,4/25/2020 23:00,10.96,77.78,0.501,109.3,0,0,6.52,1,0.697
11544,4/26/2020 0:00,10.84,76.56,0.751,109.5,0,0,6.15,1,1.024
11545,4/26/2020 1:00,11.51,76.42,1.167,131.4,0,0,6.8,0.8,1.811
11546,4/26/2020 2:00,11.88,77,1.104,132.2,0,0,7.28,1,1.524
11547,4/26/2020 3:00,11.81,77.32,1.359,134.2,0,0,7.28,0.5,2.168
11548,4/26/2020 4:00,10.8,77.8,1.252,124.4,0,0,6.36,0,1.811
11549,4/26/2020 5:00,9.79,77.12,1.068,123.6,0,0,5.21,0,1.596
11550,4/26/2020 6:00,9.62,71.26,1.006,102.3,0,0,3.87,0,1.524
11551,4/26/2020 7:00,9.37,61.75,1.341,111.7,12.56,0,1.72,0.5,2.311
11552,4/26/2020 8:00,8.89,64.19,1.377,124.6,20.93,0.01,1.73,1,2.562
11553,4/26/2020 9:00,6.93,80.6,1.296,98.2,36.52,0.04,3.05,0.8,2.7
11554,4/26/2020 10:00,5.66,83.6,0.934,69.48,27.21,0.08,2.38,1,1.632
11555,4/26/2020 11:00,5.16,88.8,0.845,86.5,73.27,0.1,2.92,1,1.417
11556,4/26/2020 12:00,5.28,91.7,0.747,31.86,146.65,0.07,3.62,1,1.31
11557,4/26/2020 13:00,5.33,94.2,0.899,40.86,95.25,0.13,4.17,1,1.417
11558,4/26/2020 14:00,5.34,94.7,1.144,46.97,60.59,0.2,4.28,1,2.132
11559,4/26/2020 15:00,4.91,95.3,1.328,52.13,88.39,0.19,3.97,1,2.49
11560,4/26/2020 16:00,4.83,93.7,1.529,60.33,64.9,0.11,3.57,1,2.848
11561,4/26/2020 17:00,4.23,93.2,1.265,66.12,42.91,0.17,2.87,1,2.24
11562,4/26/2020 18:00,3.39,93,1.457,67.16,37.33,0.13,1.99,1,3.38
11563,4/26/2020 19:00,2.28,94.4,1.252,37.61,15,0.07,1.16,1,2.342
11564,4/26/2020 20:00,1.3,95.8,0.916,319.8,2.21,0.06,0.46,1,1.377
11565,4/26/2020 21:00,1.07,96.6,0.612,324,0.12,0.04,0.39,1,1.238
11566,4/26/2020 22:00,1.88,97.3,0.416,324.7,0.12,0.05,1.34,1,1.167
11567,4/26/2020 23:00,2.46,96.9,0.581,341.1,0,0.05,1.84,1,1.167
11568,4/27/2020 0:00,2.79,96.3,0.688,329.4,0,0.02,2.05,1,1.377
11569,4/27/2020 1:00,3.12,95.5,0.836,331.4,0,0.01,2.22,1,1.632
11570,4/27/2020 2:00,3.34,95.6,0.514,328.3,0,0,2.46,1,0.952
11571,4/27/2020 3:00,3.49,96.5,0.621,320,0,0,2.79,1,1.203
11572,4/27/2020 4:00,3.71,96.9,0.581,324,0,0,3.09,1,1.131
11573,4/27/2020 5:00,3.93,97.7,0.903,311.7,0,0,3.47,1,1.596
11574,4/27/2020 6:00,4.15,98.1,0.876,303.1,0,0.01,3.77,1,1.417
11575,4/27/2020 7:00,4.2,96.9,1.051,325,6.28,0,3.58,1,2.275
11576,4/27/2020 8:00,4.23,96.2,1.225,320.4,29.19,0.01,3.47,1,2.24
11577,4/27/2020 9:00,3.98,95,1.439,320,63.62,0.02,2.98,1,2.49
11578,4/27/2020 10:00,3.9,94.6,1.368,321.2,96.76,0,2.82,1,2.454
11579,4/27/2020 11:00,4.13,94.8,1.52,311.5,139.56,0,3.09,1,2.664
11580,4/27/2020 12:00,3.59,95.2,1.904,305,86.06,0,2.63,1,3.415
11581,4/27/2020 13:00,3.23,96.3,1.757,304.5,77.69,0,2.49,1,3.094
11582,4/27/2020 14:00,3.18,96.4,1.779,308.8,70.13,0,2.46,1,2.883
11583,4/27/2020 15:00,3.28,96.8,1.895,305.1,132.23,0.01,2.64,1,3.308
11584,4/27/2020 16:00,3.84,86.9,1.819,304.4,183.41,0,1.22,1,3.022
11585,4/27/2020 17:00,4.51,90.8,1.609,306.2,102.93,0,2.67,1,3.17
11586,4/27/2020 18:00,4.8,88,1.256,310.9,70.71,0,2.4,1,2.204
11587,4/27/2020 19:00,5.64,77.34,1.332,317.1,110.72,0,1.11,1,2.812
11588,4/27/2020 20:00,6.04,78.16,1.283,342.8,50.13,0,1.67,1,2.883
11589,4/27/2020 21:00,4.82,88,0.715,37.66,0.23,0,2.42,0,1.095
11590,4/27/2020 22:00,2.5,91.5,0.38,148.2,0,0,0.8,0,0.697
11591,4/27/2020 23:00,0.81,94.6,0.729,114.5,0,0,-0.27,0,1.274
11592,4/28/2020 0:00,-0.06,96.4,0.697,99.2,0,0,-0.78,0,1.024
11593,4/28/2020 1:00,-0.63,96.4,0.541,90.6,0,0,-1.35,0,0.773
11594,4/28/2020 2:00,-1.17,96.8,0.63,99.2,0,0,-1.81,0,0.845
11595,4/28/2020 3:00,-1.37,97,0.666,99.2,0,0,-1.97,0,1.024
11596,4/28/2020 4:00,-1.69,97.2,0.706,79.67,0,0,-2.25,0,0.988
11597,4/28/2020 5:00,-2.21,97.4,0.831,59.46,0,0,-2.73,0,1.131
11598,4/28/2020 6:00,-2.73,97.4,0.97,54.56,0,0,-3.25,0,1.131
11599,4/28/2020 7:00,-2.65,97.7,0.916,44.54,42.91,0,-3.11,0,1.167
11600,4/28/2020 8:00,-0.91,97.4,0.966,52.25,178.52,0,-1.43,0,1.238
11601,4/28/2020 9:00,2.08,95.8,0.943,49.2,332.73,0,1.24,0.5,1.31
11602,4/28/2020 10:00,4.94,90.9,0.738,20.11,281.21,0,3.12,0.8,1.341
11603,4/28/2020 11:00,7.63,69.2,0.434,307.3,451.71,0,1.47,0.8,0.881
11604,4/28/2020 12:00,10.24,52.48,0.586,138.9,354.02,0,0.73,0.8,1.341
11605,4/28/2020 13:00,10.61,53.87,0.988,171.9,234.11,0,1.39,1,1.699
11606,4/28/2020 14:00,11.1,55.46,1.082,164.4,294.12,0,2.19,1,1.663
11607,4/28/2020 15:00,12.4,50.16,0.907,126.8,489.97,0,2.43,0.8,1.882
11608,4/28/2020 16:00,13.49,40.66,1.046,85.9,420.42,0,1.62,0.8,2.132
11609,4/28/2020 17:00,14.06,45.8,1.547,48.62,357.86,0,3.22,1,2.414
11610,4/28/2020 18:00,13.25,47.07,1.591,53.17,104.55,0,2.66,1,2.414
11611,4/28/2020 19:00,13.8,43.96,1.685,63.25,198.06,0,2.59,1,2.597
11612,4/28/2020 20:00,13.08,53.94,1.667,81.1,46.75,0,3.87,0.5,3.058
11613,4/28/2020 21:00,10.64,66.43,1.207,103.7,0,0,3.92,0,1.811
11614,4/28/2020 22:00,7.34,77.88,1.323,122.9,0,0,2.91,0.2,1.632
11615,4/28/2020 23:00,6.12,76.87,0.93,131.8,0.12,0,1.5,1,1.453
11616,4/29/2020 0:00,7.44,71.84,0.639,169.9,0.12,0,1.81,1,1.131
11617,4/29/2020 1:00,7.23,65.97,1.203,96.2,0,0,0.43,0,1.699
11618,4/29/2020 2:00,6.98,62.03,1.475,108.5,0,0,-0.61,0,1.918
11619,4/29/2020 3:00,6.24,77.71,1.203,78.53,0,0,1.79,0,1.735
11620,4/29/2020 4:00,4.24,78.41,0.863,87,0,0,-0.08,0,1.453
11621,4/29/2020 5:00,4.72,78.96,1.216,109,0,0,0.51,0,1.663
11622,4/29/2020 6:00,5.02,79.78,1.037,124.6,0,0,0.98,0,1.524
11623,4/29/2020 7:00,6.29,75.86,1.466,124.1,29.42,0,1.47,0,2.24
11624,4/29/2020 8:00,8.11,74.23,1.998,134.9,52.68,0,2.96,1,3.277
11625,4/29/2020 9:00,8.54,74.15,2.101,125.4,46.17,0,3.37,0.8,3.773
11626,4/29/2020 10:00,9.99,67.27,3.228,135.4,267.72,0,3.44,0.5,5.275
11627,4/29/2020 11:00,11.85,67.76,3.259,139.8,371.69,0,5.4,0.8,5.49
11628,4/29/2020 12:00,14.78,62.3,3.482,141.5,693.26,0,7.24,0,5.919
11629,4/29/2020 13:00,16.2,60.68,3.657,144.8,686.05,0,8.34,0,5.847
11630,4/29/2020 14:00,16.9,58.34,3.818,144,639.88,0,8.57,0.2,6.062
11631,4/29/2020 15:00,17.08,60.14,3.693,139.7,494.28,0,9.11,0,6.026
11632,4/29/2020 16:00,16.2,62.74,4.211,136.3,174.68,0,8.75,0.8,6.92
11633,4/29/2020 17:00,15.07,65.32,4.207,137.7,151.07,0,8.14,0.2,6.491
11634,4/29/2020 18:00,14.49,65.88,4.028,143.2,98.27,0,7.66,0.2,7.171
11635,4/29/2020 19:00,13.83,66.34,4.014,140.6,42.45,0,7.1,0,6.741
11636,4/29/2020 20:00,13.27,65.85,3.988,144.6,17.1,0,6.44,0,5.888
11637,4/29/2020 21:00,12.38,66.97,3.997,140,0.12,0,5.77,0,6.527
11638,4/29/2020 22:00,11.77,69.21,4.175,140.9,0,0,5.61,0,7.171
11639,4/29/2020 23:00,11.45,73.6,4.242,140.4,0,0,6.17,0,6.276
11640,4/30/2020 0:00,11.14,78,4.368,143.1,0,0,6.74,0.5,6.956
11641,4/30/2020 1:00,10.87,80.4,4.292,141.4,0,0,6.95,0.8,6.67
11642,4/30/2020 2:00,10.71,82.3,4.211,134.1,0,0,7.17,1,6.92
11643,4/30/2020 3:00,10.58,83.3,4.233,135.1,0,0,7.24,1,6.777
11644,4/30/2020 4:00,11.01,84.4,3.102,133.2,0,0,7.89,1,6.062
11645,4/30/2020 5:00,11.77,81.8,3.706,142.5,0,0,8.13,1,5.955
11646,4/30/2020 6:00,11.95,83.3,4.135,140.7,0,0,8.61,1,6.348
