Plot Title: DL5,,,,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, m/s (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)","Precipitation, Inches  (LGR S/N: 20034090, SEN S/N: 23073988)","DewPt, °C (LGR S/N: 20495520, SEN S/N: 10232331, LBL: Tamb)","SkyCover, Fraction (LGR S/N: 20075520, SEN S/N: 10734331, LBL: Tamb)","Gust Speed, m/s (LGR S/N: 20054090, SEN S/N: 20896535)"
1,1/1/2019 0:00,5,96,3.639,156,0,0.06,4.2,1,6.093
2,1/1/2019 1:00,5.83,95,3.518,156,1.16,0,4.83,1,6.773
3,1/1/2019 2:00,6.72,95,2.418,155,1.16,0,5.72,1,4.318
4,1/1/2019 3:00,7.67,94,2.66,153,0,0,6.47,0.8,4.198
5,1/1/2019 4:00,8.67,93,1.699,161,0,0,7.27,1,3.818
6,1/1/2019 5:00,9.44,94,0.899,239,0,0,8.24,0.8,1.659
7,1/1/2019 6:00,10.17,77,2.736,286,0,0,5.57,1,7.676
8,1/1/2019 7:00,9.67,75,3.018,292,0,0,4.67,1,5.494
9,1/1/2019 8:00,6.61,80,3.679,293,0,0,2.61,1,6.996
10,1/1/2019 9:00,4.44,79,2.66,313,2.33,0,0.24,1,5.557
11,1/1/2019 10:00,3.33,82,2.66,319,22.1,0,-0.27,1,4.877
12,1/1/2019 11:00,2.94,87,3.04,309,30.24,0,0.34,1,5.056
13,1/1/2019 12:00,2.06,89,2.459,314,38.38,0,-0.14,1,4.318
14,1/1/2019 13:00,1.5,88,2.28,315,17.45,0,-0.9,1,4.175
15,1/1/2019 14:00,1.39,88,2.177,308,12.79,0,-1.01,1,4.055
16,1/1/2019 15:00,1.22,88,1.757,308,12.79,0,-1.18,1,3.277
17,1/1/2019 16:00,1.22,84,2.396,308,15.12,0,-1.98,1,4.734
18,1/1/2019 17:00,0.44,83,2.298,321,3.49,0,-2.96,1,4.318
19,1/1/2019 18:00,-0.28,84,1.918,324,0,0,-3.48,1,3.518
20,1/1/2019 19:00,-0.78,84,1.797,325,0,0,-3.98,1,3.098
21,1/1/2019 20:00,-1.44,84,1.958,320,0,0,-4.64,1,3.138
22,1/1/2019 21:00,-1.83,80,1.457,313,0,0,-5.83,1,2.7
23,1/1/2019 22:00,-2.22,80,1.578,292,0,0,-6.22,1,2.736
24,1/1/2019 23:00,-2.72,80,1.238,305,0,0,-6.72,1,2.338
25,1/2/2019 0:00,-2.83,80,1.18,316,0,0,-6.83,1,2.338
26,1/2/2019 1:00,-3.06,80,1.498,298,0,0,-7.06,1,2.638
27,1/2/2019 2:00,-3.28,79,1.498,310,0,0,-7.48,1,2.28
28,1/2/2019 3:00,-3.44,77,0.921,336,0,0,-8.04,1,1.779
29,1/2/2019 4:00,-3.56,79,0.979,331,0,0,-7.76,1,1.659
30,1/2/2019 5:00,-3.61,79,0.8,305,0,0,-7.81,1,1.56
31,1/2/2019 6:00,-3.56,80,0.76,316,0,0,-7.56,1,1.6
32,1/2/2019 7:00,-3.78,80,0.939,342,0,0,-7.78,1,1.659
33,1/2/2019 8:00,-3.78,81,0.559,299,1.16,0,-7.58,1,0.8
34,1/2/2019 9:00,-3.61,83,0.621,327,17.45,0,-7.01,1,1.059
35,1/2/2019 10:00,-3.33,81,0.38,225,58.15,0,-7.13,1,0.8
36,1/2/2019 11:00,-2.94,81,0.398,81,94.2,0,-6.74,1,0.8
37,1/2/2019 12:00,-2.5,80,0.738,163,110.49,0,-6.5,1,1.14
38,1/2/2019 13:00,-1.89,81,0.858,112,87.23,0,-5.69,1,1.52
39,1/2/2019 14:00,-1.11,78,1.001,122,105.83,0,-5.51,1,1.641
40,1/2/2019 15:00,-0.67,79,1.238,127,60.48,0,-4.87,1,1.98
41,1/2/2019 16:00,-0.61,79,1.1,119,17.45,0,-4.81,1,1.56
42,1/2/2019 17:00,-0.56,80,1.301,128,3.49,0,-4.56,1,2.159
43,1/2/2019 18:00,-0.28,79,2.056,138,0,0,-4.48,1,3.277
44,1/2/2019 19:00,0.06,80,1.958,137,0,0,-3.94,1,3.277
45,1/2/2019 20:00,0.5,84,2.798,149,0,0,-2.7,1,4.774
46,1/2/2019 21:00,0.44,89,2.079,158,0,0,-1.76,1,3.496
47,1/2/2019 22:00,0.61,92,1.918,151,0,0,-0.99,1,3.098
48,1/2/2019 23:00,0.72,93,1.618,149,0,0,-0.68,1,2.879
49,1/3/2019 0:00,1.17,94,1.641,155,0,0,-0.03,1,2.638
50,1/3/2019 1:00,1.39,95,1.86,163,0,0.01,0.39,1,2.776
51,1/3/2019 2:00,1.72,94,1.56,173,0,0,0.52,1,2.839
52,1/3/2019 3:00,1.83,96,0.778,202,0,0,1.03,1,1.641
53,1/3/2019 4:00,1.83,95,0.921,174,0,0,0.83,1,1.958
54,1/3/2019 5:00,1.94,92,1.261,219,0,0.02,0.34,1,3.836
55,1/3/2019 6:00,1.56,87,1.618,280,0,0,-1.04,1,4.417
56,1/3/2019 7:00,0.5,83,2.459,313,0,0,-2.9,1,4.278
57,1/3/2019 8:00,0.06,82,1.958,304,0,0,-3.54,1,3.456
58,1/3/2019 9:00,-0.06,71,2.039,299,10.47,0,-5.86,1,4.135
59,1/3/2019 10:00,-0.28,75,2.338,305,25.59,0,-5.28,1,4.198
60,1/3/2019 11:00,-0.5,77,1.819,298,41.87,0,-5.1,1,3.697
61,1/3/2019 12:00,-0.56,79,1.18,297,47.68,0,-4.76,1,2.28
62,1/3/2019 13:00,-0.5,80,0.921,300,43.03,0,-4.5,1,1.659
63,1/3/2019 14:00,-0.39,81,0.478,315,29.08,0,-4.19,1,1.059
64,1/3/2019 15:00,-0.22,81,0.322,19,18.61,0,-4.02,1,0.662
65,1/3/2019 16:00,-0.17,82,0.358,129,17.45,0,-3.77,1,1.699
66,1/3/2019 17:00,0,79,0.961,287,3.49,0,-4.2,1,2.021
67,1/3/2019 18:00,0.06,80,0.881,288,0,0,-3.94,1,1.52
68,1/3/2019 19:00,0,80,0.738,292,0,0,-4,1,1.48
69,1/3/2019 20:00,0.06,81,0.519,222,0,0,-3.74,1,1.158
70,1/3/2019 21:00,-0.06,77,0.599,205,0,0,-4.66,1,1.198
71,1/3/2019 22:00,0.06,76,0.738,221,0,0,-4.74,1,1.56
72,1/3/2019 23:00,0.06,76,1.198,227,0,0,-4.74,1,2.66
73,1/4/2019 0:00,0.06,76,1.019,229,0,0,-4.74,1,1.958
74,1/4/2019 1:00,-0.33,77,0.559,186,0,0,-4.93,0.2,1.238
75,1/4/2019 2:00,-0.78,79,0.621,177,0,0,-4.98,0,1.198
76,1/4/2019 3:00,-2.17,87,0.84,150,0,0,-4.77,0,1.158
77,1/4/2019 4:00,-2.11,85,0.979,156,0,0,-5.11,0,1.641
78,1/4/2019 5:00,-2.5,88,1.14,147,0,0,-4.9,0,1.641
79,1/4/2019 6:00,-2.17,87,1.56,145,0,0,-4.77,0,2.159
80,1/4/2019 7:00,-2.06,87,1.618,141,0,0,-4.66,0,2.28
81,1/4/2019 8:00,-2.06,87,1.48,146,3.49,0,-4.66,0,2.32
82,1/4/2019 9:00,-1.17,85,1.417,144,58.15,0,-4.17,0,2.056
83,1/4/2019 10:00,0.67,72,1.261,154,147.7,0,-4.93,0,2.378
84,1/4/2019 11:00,3.67,64,0.939,195,224.46,0,-3.53,0,1.878
85,1/4/2019 12:00,5.28,69,1.681,145,259.35,0,-0.92,0,4.135
86,1/4/2019 13:00,5.33,67,1.98,156,257.02,0,-1.27,0,3.098
87,1/4/2019 14:00,5.61,66,2.119,147,198.87,0,-1.19,0,3.317
88,1/4/2019 15:00,5.89,67,1.779,154,155.84,0,-0.71,0,2.7
89,1/4/2019 16:00,5.89,63,1.538,161,79.08,0,-1.51,0,2.879
90,1/4/2019 17:00,4.83,72,1.279,157,12.79,0,-0.77,0,1.878
91,1/4/2019 18:00,3.39,75,1.618,151,0,0,-1.61,0,2.597
92,1/4/2019 19:00,2.94,76,1.659,145,0,0,-1.86,0,2.557
93,1/4/2019 20:00,2.33,77,1.439,149,0,0,-2.27,0,2.24
94,1/4/2019 21:00,2,76,1.439,150,0,0,-2.8,0,1.918
95,1/4/2019 22:00,1.72,76,1.359,150,0,0,-3.08,0,1.918
96,1/4/2019 23:00,1.5,78,1.538,148,0,0,-2.9,0,2.097
97,1/5/2019 0:00,1.22,83,1.399,148,0,0,-2.18,0,2.517
98,1/5/2019 1:00,0.78,89,1.279,141,0,0,-1.42,0,2.021
99,1/5/2019 2:00,0.61,93,0.881,144,0,0,-0.79,0.8,1.918
100,1/5/2019 3:00,0.89,95,1.037,135,0,0,-0.11,0.8,1.699
101,1/5/2019 4:00,0.83,96,0.778,100,0,0,0.03,1,1.158
102,1/5/2019 5:00,0.56,96,0.881,36,0,0.06,-0.24,1,1.641
103,1/5/2019 6:00,0.39,98,1.14,24,0,0.27,-0.01,1,2.32
104,1/5/2019 7:00,0.5,99,0.818,100,0,0.05,0.3,1,1.457
105,1/5/2019 8:00,0.72,99,0.621,18,1.16,0,0.52,0.8,1.1
106,1/5/2019 9:00,0.94,99,0.599,335,19.77,0,0.74,0.8,0.979
107,1/5/2019 10:00,1.5,99,0.46,306,70.94,0,1.3,0.8,1.059
108,1/5/2019 11:00,1.67,99,1.399,306,95.37,0,1.47,1,2.459
109,1/5/2019 12:00,1.78,95,1.18,309,141.89,0,0.78,1,2.32
110,1/5/2019 13:00,2.83,85,1.377,307,260.51,0,-0.17,0,2.517
111,1/5/2019 14:00,3.78,81,2.119,305,300.05,0,-0.02,0.2,3.317
112,1/5/2019 15:00,3.28,89,1.958,308,143.05,0,1.08,1,3.518
113,1/5/2019 16:00,2,94,1.94,309,25.59,0,0.8,1,3.496
114,1/5/2019 17:00,1.17,96,2.097,308,2.33,0,0.37,1,4.095
115,1/5/2019 18:00,0.83,92,1.819,307,0,0,-0.77,1,3.237
116,1/5/2019 19:00,1.11,88,1.641,313,0,0,-1.29,1,3.277
117,1/5/2019 20:00,1.06,87,1.18,300,0,0,-1.54,1,2.159
118,1/5/2019 21:00,0.83,87,0.84,288,0,0,-1.77,1,1.878
119,1/5/2019 22:00,0.33,88,0.581,193,0,0,-2.07,0.2,1.377
120,1/5/2019 23:00,-0.83,96,0.559,170,0,0,-1.63,1,1.059
121,1/6/2019 0:00,-0.67,94,0.818,152,0,0,-1.87,1,1.377
122,1/6/2019 1:00,-0.06,93,1.019,158,0,0,-1.46,1,1.457
123,1/6/2019 2:00,1.22,89,0.8,175,1.16,0,-0.98,1,1.457
124,1/6/2019 3:00,2.06,91,0.398,67,0,0,0.26,1,0.921
125,1/6/2019 4:00,1.5,94,0.46,115,0,0,0.3,1,0.8
126,1/6/2019 5:00,1.39,94,0.438,58,0,0,0.19,1,0.8
127,1/6/2019 6:00,2.06,97,0.899,331,0,0,1.46,1,2.378
128,1/6/2019 7:00,2.56,89,1.9,300,0,0,0.36,1,4.238
129,1/6/2019 8:00,2.94,84,2.7,299,0,0,-0.26,1,4.877
130,1/6/2019 9:00,2.56,82,2.816,303,10.47,0,-1.04,1,5.177
131,1/6/2019 10:00,1.94,82,2.62,309,29.08,0,-1.66,1,4.855
132,1/6/2019 11:00,1.39,81,2.798,301,44.19,0,-2.41,1,4.877
133,1/6/2019 12:00,1.11,82,2.557,296,94.2,0,-2.49,1,4.318
134,1/6/2019 13:00,0.61,98,3.018,311,86.06,0,0.21,1,5.414
135,1/6/2019 14:00,-1.22,85,2.459,328,154.68,0,-4.22,1,4.198
136,1/6/2019 15:00,-0.83,81,2.298,323,86.06,0,-4.63,1,4.198
137,1/6/2019 16:00,-1.28,82,2.477,322,39.54,0,-4.88,1,4.359
138,1/6/2019 17:00,-2.06,79,2.338,327,5.82,0,-6.26,1,4.055
139,1/6/2019 18:00,-2.5,80,2.459,324,0,0,-6.5,1,4.515
140,1/6/2019 19:00,-2.94,81,2.517,325,0,0,-6.74,0.8,4.278
141,1/6/2019 20:00,-3.61,88,1.797,338,0,0,-6.01,1,3.138
142,1/6/2019 21:00,-4.11,83,1.98,356,0,0,-7.51,1,3.916
143,1/6/2019 22:00,-4.83,70,1.681,350,0,0,-10.83,1,3.639
144,1/6/2019 23:00,-5.22,68,2.079,340,0,0,-11.62,1,3.818
145,1/7/2019 0:00,-6.33,74,1.399,357,0,0,-11.53,0,2.459
146,1/7/2019 1:00,-7.22,76,1.52,9,0,0,-12.02,0,2.597
147,1/7/2019 2:00,-8.17,80,1.48,15,0,0,-12.17,0,2.137
148,1/7/2019 3:00,-9,83,1.341,33,0,0,-12.4,0,2.097
149,1/7/2019 4:00,-9.67,85,1.118,45,0,0,-12.67,0,1.918
150,1/7/2019 5:00,-10.28,82,1.077,32,0,0,-13.88,0,2.137
151,1/7/2019 6:00,-10.56,84,0.581,351,0,0,-13.76,0,1.1
152,1/7/2019 7:00,-10.56,86,0.8,53,0,0,-13.36,0,1.238
153,1/7/2019 8:00,-10.33,85,0.478,79,3.49,0,-13.33,0,0.881
154,1/7/2019 9:00,-9.78,82,0.438,80,38.38,0,-13.38,0,0.961
155,1/7/2019 10:00,-8.94,77,0.84,127,98.86,0,-13.54,0,1.341
156,1/7/2019 11:00,-7.89,59,1.198,167,127.93,0,-16.09,0,1.918
157,1/7/2019 12:00,-7,53,1.681,134,158.17,0,-16.4,0.8,2.378
158,1/7/2019 13:00,-6.17,54,1.86,121,122.12,0,-15.37,1,2.816
159,1/7/2019 14:00,-5.61,54,1.918,136,88.39,0,-14.81,1,3.317
160,1/7/2019 15:00,-5.06,51,2.199,139,52.34,0,-14.86,1,3.639
161,1/7/2019 16:00,-4.72,53,2.459,133,24.42,0,-14.12,0.8,4.019
162,1/7/2019 17:00,-4.5,70,2.36,136,2.33,0,-10.5,1,4.095
163,1/7/2019 18:00,-4.28,60,2.839,141,0,0,-12.28,0.5,4.877
164,1/7/2019 19:00,-3.28,59,2.937,151,0,0,-11.48,0.8,4.917
165,1/7/2019 20:00,-2.61,54,3.375,150,0,0,-11.81,0.5,5.718
166,1/7/2019 21:00,-2.06,48,3.737,153,0,0,-12.46,0.5,5.995
167,1/7/2019 22:00,-1.89,54,3,156,0,0,-11.09,1,5.217
168,1/7/2019 23:00,-1.89,65,2.736,151,0,0,-8.89,1,4.855
169,1/8/2019 0:00,-2.33,84,2.62,145,0,0.01,-5.53,1,4.198
170,1/8/2019 1:00,-2.17,85,2.396,143,0,0,-5.17,1,4.555
171,1/8/2019 2:00,-1.67,86,3.018,148,0,0,-4.47,1,4.958
172,1/8/2019 3:00,-1.22,87,3.219,160,0,0,-3.82,0.8,4.998
173,1/8/2019 4:00,-0.83,88,2.62,157,0,0,-3.23,0.8,4.734
174,1/8/2019 5:00,-0.44,88,2.919,158,0,0,-2.84,0.8,5.356
175,1/8/2019 6:00,-0.22,90,3.116,161,0,0,-2.22,0.5,4.698
176,1/8/2019 7:00,0.11,90,2.897,163,0,0,-1.89,1,4.774
177,1/8/2019 8:00,0.17,91,3.076,164,2.33,0,-1.63,0,5.235
178,1/8/2019 9:00,0.83,90,2.579,163,60.48,0,-1.17,0.2,4.636
179,1/8/2019 10:00,2.33,86,2.36,154,247.72,0,-0.47,1,3.518
180,1/8/2019 11:00,2.94,87,2.137,150,158.17,0,0.34,0.5,4.417
181,1/8/2019 12:00,3,87,1.94,138,95.37,0,0.4,0.8,3.237
182,1/8/2019 13:00,3.5,87,1.878,134,169.8,0,0.9,0.8,3.277
183,1/8/2019 14:00,4,86,1.739,151,173.29,0,1.2,0.8,2.977
184,1/8/2019 15:00,4,87,2.66,151,68.62,0,1.4,0.8,4.417
185,1/8/2019 16:00,4.39,90,2.039,151,52.34,0,2.39,0.8,3.317
186,1/8/2019 17:00,4,91,1.717,139,4.65,0,2.2,1,2.7
187,1/8/2019 18:00,4.56,90,1.498,154,0,0,2.56,0.2,2.597
188,1/8/2019 19:00,3.61,93,1.238,143,0,0,2.21,0,1.779
189,1/8/2019 20:00,3.78,92,1.279,143,0,0,2.18,0.8,1.837
190,1/8/2019 21:00,4.5,95,1.22,150,0,0.07,3.5,1,2.32
191,1/8/2019 22:00,4.17,95,1.14,157,0,0.15,3.17,1,2.159
192,1/8/2019 23:00,4,95,0.68,189,0,0.11,3,1,1.6
193,1/9/2019 0:00,3.5,96,0.662,182,0,0.1,2.7,1,1.958
194,1/9/2019 1:00,2.61,95,1.578,269,0,0.09,1.61,1,3.018
195,1/9/2019 2:00,2.22,92,1.94,268,0,0.02,0.62,1,4.998
196,1/9/2019 3:00,2.72,85,2.758,279,0,0,-0.28,1,4.734
197,1/9/2019 4:00,2.44,86,3.237,278,0,0,-0.36,1,5.816
198,1/9/2019 5:00,2.11,84,2.937,280,0,0,-1.09,1,5.874
199,1/9/2019 6:00,1.83,85,2.28,286,0,0,-1.17,1,4.734
200,1/9/2019 7:00,1.61,83,2.418,279,0,0,-1.79,1,4.175
201,1/9/2019 8:00,1.22,85,2.338,279,0,0,-1.78,1,3.679
202,1/9/2019 9:00,1.17,85,2.199,285,12.79,0,-1.83,1,3.679
203,1/9/2019 10:00,1,81,2.418,299,62.8,0,-2.8,1,4.359
204,1/9/2019 11:00,0.39,79,2.678,305,91.88,0,-3.81,1,5.056
205,1/9/2019 12:00,0.06,76,2.338,300,61.64,0,-4.74,1,3.876
206,1/9/2019 13:00,0.22,73,2.36,289,101.18,0,-5.18,1,4.055
207,1/9/2019 14:00,-0.39,75,2.839,294,112.81,0,-5.39,1,4.497
208,1/9/2019 15:00,-0.78,84,2.396,295,91.88,0,-3.98,1,4.135
209,1/9/2019 16:00,-1.56,85,2.36,295,45.36,0,-4.56,1,4.676
210,1/9/2019 17:00,-1.89,78,2.28,285,11.63,0,-6.29,1,4.198
211,1/9/2019 18:00,-2.17,76,2.477,282,0,0,-6.97,1,4.698
212,1/9/2019 19:00,-2.28,72,2.638,281,0,0,-7.88,1,5.096
213,1/9/2019 20:00,-2.72,79,2.977,281,0,0,-6.92,1,5.217
214,1/9/2019 21:00,-3.22,79,2.557,285,0,0,-7.42,1,4.318
215,1/9/2019 22:00,-3.5,89,2.638,292,0,0,-5.7,1,5.136
216,1/9/2019 23:00,-4.06,88,2.7,285,0,0,-6.46,1,4.877
217,1/10/2019 0:00,-4.22,79,2.638,287,0,0,-8.42,1,4.278
218,1/10/2019 1:00,-4.17,88,2.839,294,0,0,-6.57,1,5.414
219,1/10/2019 2:00,-4.89,95,2.758,299,0,0,-5.89,1,5.177
220,1/10/2019 3:00,-5.06,92,2.816,301,0,0,-6.66,1,5.096
221,1/10/2019 4:00,-5.56,92,2.977,297,0,0,-7.16,1,5.378
222,1/10/2019 5:00,-5.56,91,3.04,301,0,0,-7.36,1,5.718
223,1/10/2019 6:00,-5.78,95,2.977,297,0,0,-6.78,1,5.356
224,1/10/2019 7:00,-6.22,96,3.178,300,0,0,-7.02,1,5.718
225,1/10/2019 8:00,-6.44,97,3.076,301,2.33,0,-7.04,1,5.557
226,1/10/2019 9:00,-6.56,98,3.415,300,22.1,0,-6.96,1,5.557
227,1/10/2019 10:00,-6.56,98,3.339,301,46.52,0,-6.96,1,5.494
228,1/10/2019 11:00,-6.28,98,3.098,305,90.71,0,-6.68,1,5.637
229,1/10/2019 12:00,-6.17,98,2.857,309,91.88,0,-6.57,1,5.914
230,1/10/2019 13:00,-6,98,3.178,306,100.02,0,-6.4,1,5.177
231,1/10/2019 14:00,-6,98,3.04,302,96.53,0,-6.4,1,5.096
232,1/10/2019 15:00,-5.78,97,2.718,310,65.13,0,-6.38,1,4.636
233,1/10/2019 16:00,-5.78,94,2.897,301,27.91,0,-6.98,1,4.815
234,1/10/2019 17:00,-6.33,89,2.977,295,11.63,0,-8.53,1,5.217
235,1/10/2019 18:00,-6.56,81,2.857,296,0,0,-10.36,1,5.235
236,1/10/2019 19:00,-6.61,77,2.66,297,0,0,-11.21,1,4.636
237,1/10/2019 20:00,-7,78,3.116,285,0,0,-11.4,1,5.315
238,1/10/2019 21:00,-7.39,81,2.816,289,0,0,-11.19,1,4.555
239,1/10/2019 22:00,-8,82,2.798,295,0,0,-11.6,1,4.676
240,1/10/2019 23:00,-8.72,95,2.539,302,0,0,-9.72,1,4.958
241,1/11/2019 0:00,-9.94,92,2.638,306,0,0,-11.54,1,5.016
242,1/11/2019 1:00,-11.06,91,2.557,298,0,0,-12.86,1,4.917
243,1/11/2019 2:00,-11,86,2.557,295,0,0,-13.8,1,4.734
244,1/11/2019 3:00,-10.67,82,2.338,289,0,0,-14.27,1,4.497
245,1/11/2019 4:00,-10.56,81,2.718,293,0,0,-14.36,1,4.698
246,1/11/2019 5:00,-10.61,86,2.079,303,0,0,-13.41,0.8,4.019
247,1/11/2019 6:00,-11,81,2.66,298,0,0,-14.8,0.8,4.917
248,1/11/2019 7:00,-11.28,80,2.378,297,0,0,-15.28,1,3.916
249,1/11/2019 8:00,-11.61,77,2.678,293,2.33,0,-16.21,1,4.636
250,1/11/2019 9:00,-11.83,78,2.7,294,36.05,0,-16.23,0.8,4.198
251,1/11/2019 10:00,-11.78,77,2.436,293,82.57,0,-16.38,0.8,4.175
252,1/11/2019 11:00,-11.61,82,2.418,291,146.54,0,-15.21,1,4.019
253,1/11/2019 12:00,-11.39,78,2.539,294,169.8,0,-15.79,1,4.457
254,1/11/2019 13:00,-10.94,77,2.159,295,177.94,0,-15.54,1,3.679
255,1/11/2019 14:00,-10.44,73,2.021,301,227.95,0,-15.84,0.8,3.737
256,1/11/2019 15:00,-9.94,72,1.837,324,198.87,0,-15.54,0.5,3.156
257,1/11/2019 16:00,-9.28,71,1.739,315,168.64,0,-15.08,0.5,3.415
258,1/11/2019 17:00,-9.56,75,1.18,325,26.75,0,-14.56,0.2,2.338
259,1/11/2019 18:00,-10.94,79,0.559,4,0,0,-15.14,0,0.961
260,1/11/2019 19:00,-12.89,86,0.501,53,0,0,-15.69,0,0.84
261,1/11/2019 20:00,-15.17,88,0.662,113,0,0,-17.57,0,0.881
262,1/11/2019 21:00,-16.17,89,0.599,104,0,0,-18.37,0,0.881
263,1/11/2019 22:00,-16.78,89,0.581,74,0,0,-18.98,0,0.738
264,1/11/2019 23:00,-17.33,90,0.599,87,0,0,-19.33,0,0.8
265,1/12/2019 0:00,-16.94,91,0.621,85,0,0,-18.74,0.5,0.961
266,1/12/2019 1:00,-15.61,91,0.541,102,0,0,-17.41,1,0.738
267,1/12/2019 2:00,-14.5,90,0.662,119,0,0,-16.5,0.5,0.881
268,1/12/2019 3:00,-13.94,91,0.541,104,0,0,-15.74,1,0.738
269,1/12/2019 4:00,-13.28,91,0.559,75,0,0,-15.08,1,0.697
270,1/12/2019 5:00,-13,91,0.697,53,0,0,-14.8,1,0.961
271,1/12/2019 6:00,-12.67,90,0.818,47,0,0,-14.67,1,1.059
272,1/12/2019 7:00,-12,90,0.697,47,0,0,-14,1,0.921
273,1/12/2019 8:00,-11.44,90,0.68,46,3.49,0,-13.44,1,0.921
274,1/12/2019 9:00,-10.56,89,0.282,37,32.56,0,-12.76,1,0.621
275,1/12/2019 10:00,-9,82,0.3,30,95.37,0,-12.6,1,0.8
276,1/12/2019 11:00,-7.44,77,0.8,308,153.52,0,-12.04,0.8,1.457
277,1/12/2019 12:00,-6.67,71,1.118,323,211.67,0,-12.47,0.8,2.199
278,1/12/2019 13:00,-6.39,69,1.158,308,232.6,0,-12.59,0.8,2.137
279,1/12/2019 14:00,-6.22,67,1.158,313,204.69,0,-12.82,1,1.878
280,1/12/2019 15:00,-6.06,63,0.939,333,145.38,0,-13.46,1,1.52
281,1/12/2019 16:00,-6.39,64,0.961,326,65.13,0,-13.59,1,1.341
282,1/12/2019 17:00,-6.78,69,0.84,314,15.12,0,-12.98,1,1.301
283,1/12/2019 18:00,-7.06,70,0.68,335,0,0,-13.06,1,1.14
284,1/12/2019 19:00,-7.28,72,0.778,6,0,0,-12.88,1,1.14
285,1/12/2019 20:00,-7.44,75,0.72,360,0,0,-12.44,1,1.198
286,1/12/2019 21:00,-7.72,77,0.899,22,0,0,-12.32,1,1.52
287,1/12/2019 22:00,-8.33,76,0.961,56,0,0,-13.13,1,1.341
288,1/12/2019 23:00,-8.78,77,1.037,44,0,0,-13.38,0,1.457
289,1/13/2019 0:00,-9.39,80,1.261,36,0,0,-13.39,0.2,1.819
290,1/13/2019 1:00,-10.22,82,1.238,36,0,0,-13.82,0,1.98
291,1/13/2019 2:00,-10.78,84,1.261,34,0,0,-13.98,0,1.699
292,1/13/2019 3:00,-11.06,85,1.14,43,0,0,-14.06,1,1.659
293,1/13/2019 4:00,-11.06,85,0.979,42,0,0,-14.06,0.2,1.301
294,1/13/2019 5:00,-11.83,86,1.48,35,0,0,-14.63,0,2.137
295,1/13/2019 6:00,-12.67,87,1.417,40,0,0,-15.27,0,1.878
296,1/13/2019 7:00,-13.5,89,1.261,43,0,0,-15.7,0,1.739
297,1/13/2019 8:00,-14.61,90,0.84,50,2.33,0,-16.61,0,1.279
298,1/13/2019 9:00,-14.83,89,0.8,50,80.25,0,-17.03,0,1.198
299,1/13/2019 10:00,-12.67,80,0.881,46,276.79,0,-16.67,0,1.301
300,1/13/2019 11:00,-9.61,58,0.72,36,340.76,0,-18.01,0,1.238
301,1/13/2019 12:00,-7.72,67,1.001,300,389.61,0,-14.32,0,1.699
302,1/13/2019 13:00,-7.06,69,1.279,292,403.56,0,-13.26,0,2.159
303,1/13/2019 14:00,-6.17,65,1.158,310,347.74,0,-13.17,0,1.918
304,1/13/2019 15:00,-6.17,68,1.238,318,218.64,0,-12.57,0,1.819
305,1/13/2019 16:00,-6.89,70,1.417,311,107,0,-12.89,0,2.32
306,1/13/2019 17:00,-7.83,64,0.979,307,18.61,0,-15.03,0,1.739
307,1/13/2019 18:00,-8.94,66,0.76,328,0,0,-15.74,0,1.52
308,1/13/2019 19:00,-10,73,0.621,269,0,0,-15.4,0,0.961
309,1/13/2019 20:00,-11.83,80,0.438,112,0,0,-15.83,0,0.778
310,1/13/2019 21:00,-13.89,85,0.501,90,0,0,-16.89,0,0.778
311,1/13/2019 22:00,-15,88,0.599,73,0,0,-17.4,0,0.8
312,1/13/2019 23:00,-15.94,90,0.599,82,0,0,-17.94,0,0.881
313,1/14/2019 0:00,-16.44,88,0.621,76,0,0,-18.84,0,0.921
314,1/14/2019 1:00,-16.83,90,0.697,76,0,0,-18.83,0.2,0.881
315,1/14/2019 2:00,-16.72,90,0.84,57,0,0,-18.72,1,1.158
316,1/14/2019 3:00,-15.61,91,0.858,49,0,0,-17.41,1,1.198
317,1/14/2019 4:00,-14.72,91,0.621,60,0,0,-16.52,1,1.019
318,1/14/2019 5:00,-13.94,92,0.621,47,0,0,-15.54,1,0.921
319,1/14/2019 6:00,-13.56,94,0.8,47,0,0,-14.76,1,1.1
320,1/14/2019 7:00,-13.28,93,0.639,81,0,0,-14.68,1,0.979
321,1/14/2019 8:00,-13.17,93,0.68,118,3.49,0,-14.57,1,1.059
322,1/14/2019 9:00,-13.33,92,0.559,102,39.54,0,-14.93,1,1.019
323,1/14/2019 10:00,-13,93,0.858,49,244.23,0,-14.4,1,1.198
324,1/14/2019 11:00,-10.89,81,0.501,61,320.99,0,-14.69,0.5,1.1
325,1/14/2019 12:00,-8,74,0.358,107,434.96,0,-13.2,0,0.697
326,1/14/2019 13:00,-6.11,72,0.599,222,425.66,0,-11.71,0,1.158
327,1/14/2019 14:00,-5.17,74,0.8,246,344.25,0,-10.37,0,1.279
328,1/14/2019 15:00,-4.44,69,0.939,256,251.21,0,-10.64,0,1.417
