Plot Title: DL5,,,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, mph (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)","Precipitation, Inches  (LGR S/N: 20034090, SEN S/N: 23073988)","DewPoint, °C (LGR S/N: 20095520, SEN S/N: 10732331, LBL: Tamb)","SkyCover, Fraction (LGR S/N: 20095520, SEN S/N: 10732331, LBL: Tamb)"
1275,02/23/19 02:00:00 AM,-4.444444444,87,2.7,141,0,0,-7.044444444,0
1276,02/23/19 03:00:00 AM,-5,90,3.4,126,0,0,-7,0
1277,02/23/19 04:00:00 AM,-5.388888889,90,3,86,0,0,-7.388888889,0
1278,02/23/19 05:00:00 AM,-6.111111111,91,3.9,61,0,0,-7.911111111,0
1279,02/23/19 06:00:00 AM,-6.5,91,3.6,73,0,0,-8.3,0
1280,02/23/19 07:00:00 AM,-6.777777778,92,3.2,62,0,0,-8.377777778,0
1281,02/23/19 08:00:00 AM,-6.666666667,92,4.5,51,41.868,0,-8.266666667,0
1282,02/23/19 09:00:00 AM,-4.666666667,78,4.4,107,158.168,0,-9.066666667,0
1283,02/23/19 10:00:00 AM,-1.777777778,71,11,148,243.067,0,-7.577777778,0
1284,02/23/19 11:00:00 AM,-0.611111111,68,8.9,145,291.913,0,-7.011111111,0
1285,02/23/19 12:00:00 PM,0.722222222,62,8.2,152,333.781,0,-6.877777778,0
1286,02/23/19 01:00:00 PM,1.944444444,63,8.2,127,330.292,0,-5.455555556,0
1287,02/23/19 02:00:00 PM,2.944444444,57,7.7,154,295.402,0,-5.655555556,0
1288,02/23/19 03:00:00 PM,3.222222222,57,9.2,169,229.111,0,-5.377777778,0
1289,02/23/19 04:00:00 PM,3.333333333,56,10.9,162,158.168,0,-5.466666667,0
1290,02/23/19 05:00:00 PM,3.166666667,59,11,155,76.758,0,-5.033333333,0.8
1291,02/23/19 06:00:00 PM,2.777777778,62,11.8,154,9.304,0,-4.822222222,1
1292,02/23/19 07:00:00 PM,2.388888889,70,10.6,154,0,0,-3.611111111,1
1293,02/23/19 08:00:00 PM,1.555555556,79,12.1,159,0,0,-2.644444444,1
1294,02/23/19 09:00:00 PM,1.111111111,78,11.3,156,0,0,-3.288888889,1
1295,02/23/19 10:00:00 PM,0.444444444,91,9.9,155,0,0,-1.355555556,1
1296,02/23/19 11:00:00 PM,0.166666667,91,12.4,161,0,0,-1.633333333,1
1297,02/24/19 12:00:00 AM,0.333333333,91,17.5,159,0,0,-1.466666667,1
1298,02/24/19 01:00:00 AM,0.444444444,92,16.6,158,0,0,-1.155555556,1
1299,02/24/19 02:00:00 AM,0.5,92,15.7,159,0,0,-1.1,1
1300,02/24/19 03:00:00 AM,0.666666667,91,14.8,156,0,0,-1.133333333,1
1301,02/24/19 04:00:00 AM,0.944444444,92,14.6,160,0,0,-0.655555556,1
1302,02/24/19 05:00:00 AM,1.222222222,94,16.8,165,0,0,0.022222222,1
1303,02/24/19 06:00:00 AM,1.555555556,93,14.7,159,0,0,0.155555556,1
1304,02/24/19 07:00:00 AM,2.055555556,95,17.8,141,0,0,1.055555556,1
1305,02/24/19 08:00:00 AM,2.222222222,93,18.1,149,16.282,0,0.822222222,1
1306,02/24/19 09:00:00 AM,3.111111111,95,13,155,44.194,0,2.111111111,1
1307,02/24/19 10:00:00 AM,4.333333333,92,19.4,147,88.388,0,2.733333333,1
1308,02/24/19 11:00:00 AM,5.333333333,91,15.9,166,123.278,0,3.533333333,1
1309,02/24/19 12:00:00 PM,6.055555556,90,11.5,164,250.045,0.01,4.055555556,1
1310,02/24/19 01:00:00 PM,6.722222222,89,12.7,167,247.719,0,4.522222222,1
1311,02/24/19 02:00:00 PM,6.666666667,88,11.5,164,98.855,0,4.266666667,1
1312,02/24/19 03:00:00 PM,7.444444444,85,11.1,163,141.886,0,4.444444444,1
1313,02/24/19 04:00:00 PM,7.888888889,81,10,182,93.04,0,4.088888889,1
1314,02/24/19 05:00:00 PM,5.611111111,91,11.8,301,12.793,0.01,3.811111111,1
1315,02/24/19 06:00:00 PM,4.5,84,13.5,279,6.978,0.01,1.3,1
1316,02/24/19 07:00:00 PM,2.666666667,70,13.2,271,0,0.01,-3.333333333,1
1317,02/24/19 08:00:00 PM,2.555555556,67,11.8,271,0,0,-4.044444444,0.8
1318,02/24/19 09:00:00 PM,2.222222222,69,10.6,277,0,0,-3.977777778,1
1319,02/24/19 10:00:00 PM,1,90,13.1,287,0,0,-1,1
1320,02/24/19 11:00:00 PM,-0.555555556,93,14.2,276,0,0,-1.955555556,1
1321,02/25/19 12:00:00 AM,-0.777777778,66,17.1,278,0,0,-7.577777778,1
1322,02/25/19 01:00:00 AM,-0.5,67,18,272,0,0,-7.1,1
1323,02/25/19 02:00:00 AM,-1.277777778,72,20.8,270,0,0,-6.877777778,1
1324,02/25/19 03:00:00 AM,-2.388888889,72,17.9,278,0,0,-7.988888889,1
1325,02/25/19 04:00:00 AM,-2.333333333,66,22.5,272,0,0,-9.133333333,0.2
1326,02/25/19 05:00:00 AM,-2.666666667,72,25.1,271,0,0,-8.266666667,1
1327,02/25/19 06:00:00 AM,-3.944444444,75,21.4,280,0,0,-8.944444444,1
1328,02/25/19 07:00:00 AM,-4.111111111,74,19.6,278,0,0,-9.311111111,1
1329,02/25/19 08:00:00 AM,-4.722222222,80,20,281,19.771,0,-8.722222222,1
1330,02/25/19 09:00:00 AM,-5.222222222,67,23.5,281,84.899,0,-11.82222222,1
1331,02/25/19 10:00:00 AM,-4.944444444,70,24.7,282,163.983,0,-10.94444444,1
1332,02/25/19 11:00:00 AM,-4.833333333,65,23.5,281,238.415,0,-11.83333333,1
1333,02/25/19 12:00:00 PM,-4.888888889,66,23.6,284,216.318,0,-11.68888889,1
1334,02/25/19 01:00:00 PM,-4.888888889,66,21.1,285,197.71,0,-11.68888889,1
1335,02/25/19 02:00:00 PM,-4.833333333,68,19.8,288,147.701,0,-11.23333333,1
1336,02/25/19 03:00:00 PM,-5.111111111,64,21.4,288,132.582,0,-12.31111111,1
1337,02/25/19 04:00:00 PM,-5.166666667,64,17.8,289,103.507,0,-12.36666667,1
1338,02/25/19 05:00:00 PM,-5.388888889,64,17.5,291,77.921,0,-12.58888889,1
1339,02/25/19 06:00:00 PM,-6,61,17.5,288,17.445,0,-13.8,1
1340,02/25/19 07:00:00 PM,-6.388888889,64,16.4,288,0,0,-13.58888889,1
1341,02/25/19 08:00:00 PM,-6.833333333,63,17.4,287,0,0,-14.23333333,1
1342,02/25/19 09:00:00 PM,-7,63,12.6,294,0,0,-14.4,1
1343,02/25/19 10:00:00 PM,-7.222222222,64,14.6,280,0,0,-14.42222222,1
1344,02/25/19 11:00:00 PM,-7.555555556,62,13.2,281,0,0,-15.15555556, -
1345,02/26/19 12:00:00 AM,-8,63,12.2,277,0,0,-15.4, -
1346,02/26/19 01:00:00 AM,-8.333333333,65,11.1,274,0,0,-15.33333333, -
1347,02/26/19 02:00:00 AM,-8.666666667,65,10.3,270,0,0,-15.66666667, -
1348,02/26/19 03:00:00 AM,-8.5,66,8.5,281,0,0,-15.3, -
1349,02/26/19 04:00:00 AM,-8.444444444,67,8.3,280,0,0,-15.04444444, -
1350,02/26/19 05:00:00 AM,-8.333333333,69,7.7,281,0,0,-14.53333333, -
1351,02/26/19 06:00:00 AM,-8.222222222,69,6.9,286,0,0,-14.42222222, -
1352,02/26/19 07:00:00 AM,-8,73,8.9,295,0,0,-13.4,1
1353,02/26/19 08:00:00 AM,-8.166666667,82,9.3,284,31.401,0,-11.76666667,1
1354,02/26/19 09:00:00 AM,-8.944444444,90,10.4,314,89.551,0,-10.94444444,0.8
1355,02/26/19 10:00:00 AM,-9.333333333,83,9.5,339,215.155,0,-12.73333333,0.8
1356,02/26/19 11:00:00 AM,-9.388888889,81,10.2,339,279.12,0,-13.18888889,1
1357,02/26/19 12:00:00 PM,-9.222222222,73,10.8,337,361.693,0,-14.62222222,1
1358,02/26/19 01:00:00 PM,-8.388888889,70,9.5,321,477.993,0,-14.38888889,1
1359,02/26/19 02:00:00 PM,-7.888888889,70,9,327,490.786,0,-13.88888889,1
1360,02/26/19 03:00:00 PM,-7.722222222,73,9.7,320,355.878,0,-13.12222222,1
1361,02/26/19 04:00:00 PM,-7.666666667,76,9.2,308,211.666,0,-12.46666667,1
1362,02/26/19 05:00:00 PM,-7.833333333,75,8,330,91.877,0,-12.83333333,0.8
1363,02/26/19 06:00:00 PM,-7.944444444,76,8.5,322,32.564,0,-12.74444444,0.8
1364,02/26/19 07:00:00 PM,-8.222222222,81,7.7,327,0,0,-12.02222222,0
1365,02/26/19 08:00:00 PM,-8.666666667,83,5,309,0,0,-12.06666667,1
1366,02/26/19 09:00:00 PM,-8.555555556,85,6.4,314,0,0,-11.55555556,1
1367,02/26/19 10:00:00 PM,-8.5,74,8.8,326,0,0,-13.7,1
1368,02/26/19 11:00:00 PM,-8.833333333,72,7.7,337,0,0,-14.43333333,1
1369,02/27/19 12:00:00 AM,-9.277777778,71,7.3,341,0,0,-15.07777778,1
1370,02/27/19 01:00:00 AM,-9.444444444,68,6.6,340,0,0,-15.84444444,1
1371,02/27/19 02:00:00 AM,-9.555555556,66,6.6,341,0,0,-16.35555556,1
1372,02/27/19 03:00:00 AM,-9.666666667,65,5.2,4,0,0,-16.66666667,1
1373,02/27/19 04:00:00 AM,-10.16666667,68,5.3,35,0,0,-16.56666667,1
1374,02/27/19 05:00:00 AM,-10.5,65,5.7,53,0,0,-17.5,1
1375,02/27/19 06:00:00 AM,-10.55555556,65,5.2,64,0,0,-17.55555556,1
1376,02/27/19 07:00:00 AM,-10.55555556,65,4.7,102,0,0,-17.55555556,1
1377,02/27/19 08:00:00 AM,-10.72222222,82,5.4,145,16.282,0,-14.32222222,1
1378,02/27/19 09:00:00 AM,-10.83333333,87,5.9,128,65.128,0,-13.43333333,1
1379,02/27/19 10:00:00 AM,-10.5,87,6.6,128,151.19,0,-13.1,1
1380,02/27/19 11:00:00 AM,-9.611111111,83,7.1,126,215.155,0,-13.01111111,1
1381,02/27/19 12:00:00 PM,-9.166666667,84,9.6,109,203.525,0,-12.36666667,1
1382,02/27/19 01:00:00 PM,-8.888888889,88,8.8,121,161.657,0,-11.28888889,1
1383,02/27/19 02:00:00 PM,-8.333333333,85,9.6,125,183.754,0,-11.33333333,1
1384,02/27/19 03:00:00 PM,-7.888888889,88,8.7,122,138.397,0.01,-10.28888889,1
1385,02/27/19 04:00:00 PM,-7.611111111,91,9.1,111,108.159,0.02,-9.411111111,1
1386,02/27/19 05:00:00 PM,-7.111111111,91,7.2,120,58.15,0.01,-8.911111111,1
1387,02/27/19 06:00:00 PM,-6.555555556,91,5.6,134,11.63,0.01,-8.355555556,1
1388,02/27/19 07:00:00 PM,-6.444444444,89,5.8,129,0,0,-8.644444444,1
1389,02/27/19 08:00:00 PM,-6.277777778,89,6.8,141,0,0,-8.477777778,1
1390,02/27/19 09:00:00 PM,-5.944444444,91,7.7,150,0,0,-7.744444444,1
1391,02/27/19 10:00:00 PM,-5.777777778,95,6.1,150,0,0.04,-6.777777778,1
1392,02/27/19 11:00:00 PM,-5.666666667,95,4.2,142,0,0.06,-6.666666667,1
1393,02/28/19 12:00:00 AM,-5.611111111,96,5,229,0,0.01,-6.411111111,1
1394,02/28/19 01:00:00 AM,-7.5,93,11.1,318,0,0,-8.9,1
1395,02/28/19 02:00:00 AM,-9.722222222,91,10.5,318,0,0,-11.52222222,1
1396,02/28/19 03:00:00 AM,-10.11111111,93,8.2,326,0,0,-11.51111111,1
1397,02/28/19 04:00:00 AM,-9.833333333,92,5.7,315,0,0,-11.43333333,1
1398,02/28/19 05:00:00 AM,-9.555555556,92,7.9,314,0,0.01,-11.15555556,1
1399,02/28/19 06:00:00 AM,-10.11111111,92,7.1,333,0,0,-11.71111111,1
1400,02/28/19 07:00:00 AM,-10.61111111,92,6.1,336,1.163,0,-12.21111111,0.8
1401,02/28/19 08:00:00 AM,-10.94444444,90,5.7,354,48.846,0,-12.94444444,0.8
1402,02/28/19 09:00:00 AM,-11.11111111,89,7.1,345,106.996,0,-13.31111111,0.8
1403,02/28/19 10:00:00 AM,-10.72222222,85,7.9,334,188.406,0,-13.72222222,1
1404,02/28/19 11:00:00 AM,-10,80,8.5,333,253.534,0,-14,1
1405,02/28/19 12:00:00 PM,-9.333333333,78,7.2,317,274.468,0,-13.73333333,0.8
1406,02/28/19 01:00:00 PM,-8.833333333,77,7,287,346.574,0,-13.43333333,0.8
1407,02/28/19 02:00:00 PM,-8.388888889,77,5.8,281,284.935,0,-12.98888889,0.8
1408,02/28/19 03:00:00 PM,-7.333333333,70,5.5,274,497.764,0,-13.33333333,0.8
1409,02/28/19 04:00:00 PM,-6.666666667,67,4.7,339,348.9,0,-13.26666667,0.2
1410,02/28/19 05:00:00 PM,-6.722222222,68,4,341,175.613,0,-13.12222222,0
1411,02/28/19 06:00:00 PM,-7.666666667,74,3.3,9,25.586,0,-12.86666667,0
1412,02/28/19 07:00:00 PM,-8.833333333,81,1.5,33,0,0,-12.63333333,0
1413,02/28/19 08:00:00 PM,-9.833333333,82,2.3,107,0,0,-13.43333333,0
1414,02/28/19 09:00:00 PM,-9.777777778,82,2.6,108,0,0,-13.37777778,0.2
1415,02/28/19 10:00:00 PM,-9.611111111,82,3.7,44,0,0,-13.21111111,0.2
1416,02/28/19 11:00:00 PM,-9.555555556,82,3.1,46,0,0,-13.15555556,0.8
1417,03/01/19 12:00:00 AM,-9.611111111,83,3.6,44,0,0,-13.01111111,1
1418,03/01/19 01:00:00 AM,-9.277777778,84,1.5,302,0,0,-12.47777778,1
1419,03/01/19 02:00:00 AM,-8.833333333,79,2.5,98,0,0,-13.03333333,1
1420,03/01/19 03:00:00 AM,-8.111111111,81,5.4,143,0,0,-11.91111111,0.8
1421,03/01/19 04:00:00 AM,-8.166666667,92,5,152,0,0,-9.766666667,1
1422,03/01/19 05:00:00 AM,-8.222222222,89,6.2,142,0,0.01,-10.42222222,1
1423,03/01/19 06:00:00 AM,-8.055555556,87,5.2,134,0,0,-10.65555556,1
1424,03/01/19 07:00:00 AM,-8.5,89,2.8,113,2.326,0,-10.7,0.5
1425,03/01/19 08:00:00 AM,-7.888888889,87,4.6,145,62.802,0,-10.48888889,0.8
1426,03/01/19 09:00:00 AM,-6.277777778,83,6.6,144,124.441,0,-9.677777778,0.5
1427,03/01/19 10:00:00 AM,-4.611111111,78,7.6,153,246.556,0,-9.011111111,0
1428,03/01/19 11:00:00 AM,-2.888888889,73,5.9,158,382.627,0,-8.288888889,0
1429,03/01/19 12:00:00 PM,-1.5,71,6.7,163,468.689,0,-7.3,0.8
1430,03/01/19 01:00:00 PM,-0.333333333,70,6.2,168,436.125,0,-6.333333333,0.8
1431,03/01/19 02:00:00 PM,0.222222222,67,6.2,173,417.517,0,-6.377777778,0.8
1432,03/01/19 03:00:00 PM,0.888888889,66,4.7,157,345.411,0,-5.911111111,0.8
1433,03/01/19 04:00:00 PM,1,67,4.9,165,174.45,0,-5.6,1
1434,03/01/19 05:00:00 PM,1,69,5.2,140,96.529,0,-5.2,0.8
1435,03/01/19 06:00:00 PM,0.777777778,70,5.4,150,18.608,0,-5.222222222,1
1436,03/01/19 07:00:00 PM,0.5,73,4.1,153,0,0,-4.9,1
1437,03/01/19 08:00:00 PM,0.055555556,80,3.2,128,0,0,-3.944444444,1
1438,03/01/19 09:00:00 PM,-0.666666667,81,2.5,88,0,0,-4.466666667,0.2
1439,03/01/19 10:00:00 PM,-1.333333333,85,2.7,102,0,0,-4.333333333,1
1440,03/01/19 11:00:00 PM,-1.444444444,84,3.6,98,0,0,-4.644444444,1
1441,03/02/19 12:00:00 AM,-1.388888889,84,2.9,63,0,0,-4.588888889,1
1442,03/02/19 01:00:00 AM,-1.388888889,84,4.2,52,0,0,-4.588888889,1
1443,03/02/19 02:00:00 AM,-1.444444444,82,4.2,44,0,0,-5.044444444,1
1444,03/02/19 03:00:00 AM,-1.5,83,3.9,47,0,0,-4.9,1
1445,03/02/19 04:00:00 AM,-1.555555556,83,4.3,41,0,0,-4.955555556,1
1446,03/02/19 05:00:00 AM,-1.5,83,2.5,33,0,0,-4.9,1
1447,03/02/19 06:00:00 AM,-1.333333333,83,1.7,36,0,0,-4.733333333,1
1448,03/02/19 07:00:00 AM,-1.444444444,85,1.8,62,1.163,0,-4.444444444,1
1449,03/02/19 08:00:00 AM,-1.166666667,84,0.7,94,36.053,0,-4.366666667,0.8
1450,03/02/19 09:00:00 AM,-0.5,77,1.6,229,90.714,0,-5.1,1
1451,03/02/19 10:00:00 AM,0.111111111,75,3.1,281,150.027,0,-4.888888889,1
1452,03/02/19 11:00:00 AM,0.611111111,71,2.6,270,176.776,0,-5.188888889,1
1453,03/02/19 12:00:00 PM,1.277777778,71,3,264,207.014,0,-4.522222222,1
1454,03/02/19 01:00:00 PM,1.833333333,69,2.8,265,201.199,0,-4.366666667,1
1455,03/02/19 02:00:00 PM,2.388888889,66,2.7,323,186.08,0,-4.411111111,1
1456,03/02/19 03:00:00 PM,2.277777778,68,3.7,329,109.322,0,-4.122222222,1
1457,03/02/19 04:00:00 PM,1.611111111,81,4.6,312,69.78,0,-2.188888889,1
1458,03/02/19 05:00:00 PM,0.222222222,93,5.2,318,43.031,0,-1.177777778,1
1459,03/02/19 06:00:00 PM,-0.277777778,94,4,308,16.282,0,-1.477777778,1
1460,03/02/19 07:00:00 PM,-0.5,96,4.1,317,0,0,-1.3,1
1461,03/02/19 08:00:00 PM,-0.611111111,96,4.8,321,0,0,-1.411111111,1
1462,03/02/19 09:00:00 PM,-0.777777778,96,6,329,0,0.01,-1.577777778,1
1463,03/02/19 10:00:00 PM,-1.555555556,95,9.3,325,0,0,-2.555555556,1
1464,03/02/19 11:00:00 PM,-2,94,8.4,320,0,0,-3.2,1
1465,03/03/19 12:00:00 AM,-2.111111111,93,6.2,305,0,0,-3.511111111,1
1466,03/03/19 01:00:00 AM,-2.055555556,88,6.3,312,0,0,-4.455555556,1
1467,03/03/19 02:00:00 AM,-2.277777778,90,6.7,318,0,0,-4.277777778,1
1468,03/03/19 03:00:00 AM,-2.888888889,93,5.7,328,0,0,-4.288888889,1
1469,03/03/19 04:00:00 AM,-3.222222222,90,6.2,330,0,0,-5.222222222,1
1470,03/03/19 05:00:00 AM,-3.444444444,91,4.8,337,0,0,-5.244444444,1
1471,03/03/19 06:00:00 AM,-3.5,90,4.4,334,0,0,-5.5,1
1472,03/03/19 07:00:00 AM,-3.666666667,89,4.5,326,0,0,-5.866666667,1
1473,03/03/19 08:00:00 AM,-3.888888889,92,4.4,335,20.934,0,-5.488888889,1
1474,03/03/19 09:00:00 AM,-3.666666667,90,5.1,339,103.507,0,-5.666666667,1
1475,03/03/19 10:00:00 AM,-3.444444444,86,5.1,321,141.886,0,-6.244444444,1
1476,03/03/19 11:00:00 AM,-3,77,3.8,2,197.71,0,-7.6,0.8
1477,03/03/19 12:00:00 PM,-2.222222222,73,4.4,341,324.477,0,-7.622222222,1
1478,03/03/19 01:00:00 PM,-1.888888889,68,3.6,278,284.935,0,-8.288888889,1
1479,03/03/19 02:00:00 PM,-0.888888889,65,1.5,248,215.155,0,-7.888888889,1
1480,03/03/19 03:00:00 PM,-0.666666667,65,1.4,44,151.19,0,-7.666666667,1
1481,03/03/19 04:00:00 PM,-0.944444444,68,3.4,103,108.159,0,-7.344444444,1
1482,03/03/19 05:00:00 PM,-1.333333333,69,5.7,90,62.802,0,-7.533333333,1
1483,03/03/19 06:00:00 PM,-1.444444444,77,4.4,107,9.304,0,-6.044444444,1
1484,03/03/19 07:00:00 PM,-2.277777778,90,2.5,147,0,0.01,-4.277777778,1
1485,03/03/19 08:00:00 PM,-2.5,93,1.3,184,0,0.01,-3.9,1
1486,03/03/19 09:00:00 PM,-2.944444444,94,1.1,157,0,0.01,-4.144444444,1
1487,03/03/19 10:00:00 PM,-2.888888889,94,1.6,327,0,0.02,-4.088888889,1
1488,03/03/19 11:00:00 PM,-3.222222222,95,3.1,329,0,0,-4.222222222,1
1489,03/04/19 12:00:00 AM,-3.5,95,4.5,317,0,0,-4.5,1
1490,03/04/19 01:00:00 AM,-3.666666667,95,4.8,315,0,0,-4.666666667,1
1491,03/04/19 02:00:00 AM,-4.111111111,96,6.3,317,0,0,-4.911111111,1
1492,03/04/19 03:00:00 AM,-4.666666667,95,7,318,0,0,-5.666666667,1
1493,03/04/19 04:00:00 AM,-5.5,96,5.5,317,0,0,-6.3,1
1494,03/04/19 05:00:00 AM,-5.444444444,95,6.3,338,0,0,-6.444444444,1
1495,03/04/19 06:00:00 AM,-5.444444444,94,9.1,322,0,0,-6.644444444,1
1496,03/04/19 07:00:00 AM,-5.611111111,93,7.3,321,1.163,0,-7.011111111,1
1497,03/04/19 08:00:00 AM,-5.666666667,96,5.9,332,6.978,0.01,-6.466666667,1
1498,03/04/19 09:00:00 AM,-5.833333333,95,8.5,319,24.423,0.01,-6.833333333,1
1499,03/04/19 10:00:00 AM,-6.722222222,94,11.3,309,74.432,0,-7.922222222,1
1500,03/04/19 11:00:00 AM,-7,86,12.2,323,197.71,0,-9.8,1
1501,03/04/19 12:00:00 PM,-7.166666667,83,9.7,322,245.393,0,-10.56666667,1
1502,03/04/19 01:00:00 PM,-6.777777778,68,10.2,321,454.733,0,-13.17777778,0.8
1503,03/04/19 02:00:00 PM,-6.055555556,65,10.4,318,569.87,0,-13.05555556,0.8
1504,03/04/19 03:00:00 PM,-5.944444444,67,10.1,326,498.927,0,-12.54444444,1
1505,03/04/19 04:00:00 PM,-6.333333333,68,8.7,329,252.371,0,-12.73333333,1
1506,03/04/19 05:00:00 PM,-7.277777778,80,5.9,340,87.225,0,-11.27777778,1
1507,03/04/19 06:00:00 PM,-7.611111111,73,7.1,328,17.445,0,-13.01111111,0.8
1508,03/04/19 07:00:00 PM,-8.055555556,66,7.7,332,0,0,-14.85555556,0.8
1509,03/04/19 08:00:00 PM,-9.388888889,57,13,294,0,0,-17.98888889,0.8
1510,03/04/19 09:00:00 PM,-10.88888889,58,7.4,289,0,0,-19.28888889,0
1511,03/04/19 10:00:00 PM,-11.55555556,60,6,286,0,0,-19.55555556,0
1512,03/04/19 11:00:00 PM,-14.11111111,77,3.3,197,0,0,-18.71111111,0
1513,03/05/19 12:00:00 AM,-17.27777778,79,4.9,153,0,0,-21.47777778,0.5
1514,03/05/19 01:00:00 AM,-17.16666667,81,4.1,144,0,0,-20.96666667,0.2
1515,03/05/19 02:00:00 AM,-17.88888889,86,3.5,117,0,0,-20.68888889,0
1516,03/05/19 03:00:00 AM,-18.77777778,87,3.5,128,0,0,-21.37777778,0
1517,03/05/19 04:00:00 AM,-19.61111111,89,4,125,0,0,-21.81111111,0
1518,03/05/19 05:00:00 AM,-20,87,4.1,127,0,0,-22.6,0
1519,03/05/19 06:00:00 AM,-20.55555556,87,3.5,113,0,0,-23.15555556,0
1520,03/05/19 07:00:00 AM,-20.33333333,88,3.8,121,9.304,0,-22.73333333,0
1521,03/05/19 08:00:00 AM,-19.27777778,86,3.5,124,157.005,0,-22.07777778,0
1522,03/05/19 09:00:00 AM,-14.16666667,62,4.8,249,337.27,0,-21.76666667,0.2
1523,03/05/19 10:00:00 AM,-10.77777778,57,7.4,258,495.438,0,-19.37777778,0.2
1524,03/05/19 11:00:00 AM,-9.777777778,54,8.9,253,523.35,0,-18.97777778,0.5
1525,03/05/19 12:00:00 PM,-8.777777778,59,9.2,254,465.2,0,-16.97777778,0.5
1526,03/05/19 01:00:00 PM,-7.944444444,52,7,244,397.746,0,-17.54444444,0.8
1527,03/05/19 02:00:00 PM,-6.833333333,51,8.6,259,427.984,0,-16.63333333,0.8
1528,03/05/19 03:00:00 PM,-5.888888889,47,7.1,259,287.261,0,-16.48888889,0.8
1529,03/05/19 04:00:00 PM,-6,54,9.2,295,172.124,0,-15.2,0.8
1530,03/05/19 05:00:00 PM,-6.388888889,56,8.3,312,81.41,0,-15.18888889,1
1531,03/05/19 06:00:00 PM,-8.277777778,90,10.1,331,20.934,0,-10.27777778,1
1532,03/05/19 07:00:00 PM,-9.166666667,76,5.8,328,0,0,-13.96666667,1
1533,03/05/19 08:00:00 PM,-9.277777778,69,8.6,298,0,0,-15.47777778,0.8
1534,03/05/19 09:00:00 PM,-10.16666667,69,7.4,286,0,0,-16.36666667,0.8
1535,03/05/19 10:00:00 PM,-10.5,64,10.4,277,0,0,-17.7,0.2
1536,03/05/19 11:00:00 PM,-11.33333333,67,9.1,276,0,0,-17.93333333,0
1537,03/06/19 12:00:00 AM,-11.94444444,72,7.2,261,0,0,-17.54444444,1
1538,03/06/19 01:00:00 AM,-12.61111111,77,4.3,264,0,0,-17.21111111,1
1539,03/06/19 02:00:00 AM,-12.72222222,80,4.5,243,0,0,-16.72222222,0
1540,03/06/19 03:00:00 AM,-14.22222222,82,4.3,249,0,0,-17.82222222,0
1541,03/06/19 04:00:00 AM,-14.33333333,78,2.3,269,0,0,-18.73333333,0
1542,03/06/19 05:00:00 AM,-13.66666667,73,3.5,309,0,0,-19.06666667,0
1543,03/06/19 06:00:00 AM,-13.22222222,74,4.4,308,0,0,-18.42222222,0
1544,03/06/19 07:00:00 AM,-13.77777778,77,4,345,6.978,0,-18.37777778,0.2
1545,03/06/19 08:00:00 AM,-12.77777778,70,4.9,309,88.388,0,-18.77777778,0.5
1546,03/06/19 09:00:00 AM,-11.55555556,64,7.4,292,273.305,0,-18.75555556,0.5
1547,03/06/19 10:00:00 AM,-10.38888889,62,10.3,294,314.01,0,-17.98888889,0.8
1548,03/06/19 11:00:00 AM,-9.944444444,59,14.5,289,331.455,0,-18.14444444,1
1549,03/06/19 12:00:00 PM,-9.333333333,50,13.2,298,477.993,0,-19.33333333,0.8
1550,03/06/19 01:00:00 PM,-9.833333333,66,12.6,298,324.477,0,-16.63333333,1
1551,03/06/19 02:00:00 PM,-9.666666667,44,13.4,292,416.354,0,-20.86666667,0.8
1552,03/06/19 03:00:00 PM,-9.388888889,42,16.2,283,509.394,0,-20.98888889,0.5
1553,03/06/19 04:00:00 PM,-9.444444444,43,15.1,284,376.812,0,-20.84444444,0.5
1554,03/06/19 05:00:00 PM,-9.888888889,41,14.6,286,205.851,0,-21.68888889,0.5
1555,03/06/19 06:00:00 PM,-10.55555556,45,11.1,291,53.498,0,-21.55555556,0
1556,03/06/19 07:00:00 PM,-11.44444444,48,9.7,285,0,0,-21.84444444,0
1557,03/06/19 08:00:00 PM,-12.22222222,54,7.9,288,0,0,-21.42222222,0
1558,03/06/19 09:00:00 PM,-13.11111111,59,4.7,303,0,0,-21.31111111,0
1559,03/06/19 10:00:00 PM,-13.55555556,64,6.4,272,0,0,-20.75555556,0
1560,03/06/19 11:00:00 PM,-14.27777778,71,4.8,283,0,0,-20.07777778,0
1561,03/07/19 12:00:00 AM,-18.22222222,77,4.7,148,0,0,-22.82222222,0
1562,03/07/19 01:00:00 AM,-18.77777778,82,4.3,142,0,0,-22.37777778,1
1563,03/07/19 02:00:00 AM,-17.38888889,81,5,151,0,0,-21.18888889,1
1564,03/07/19 03:00:00 AM,-15.33333333,84,3.6,148,0,0,-18.53333333,1
1565,03/07/19 04:00:00 AM,-14.44444444,87,3.6,161,0,0,-17.04444444,1
1566,03/07/19 05:00:00 AM,-13.77777778,88,4.5,149,0,0,-16.17777778,1
1567,03/07/19 06:00:00 AM,-13.94444444,87,5.4,151,0,0,-16.54444444,1
