Plot Title: DL5,,,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20098520, SEN S/N: 10762331, LBL: Tamb)","RH, % (LGR S/N: 21098500, SEN S/N: 10263331)","Wind Speed, mph (LGR S/N: 20198500, SEN S/N: 21706789)","Wind Direction, ø (LGR S/N: 20198500, SEN S/N: 21706789)","Solar Radiation, W/m² (LGR S/N: 20034090, SEN S/N: 23073988)","Precipitation, Inches  (LGR S/N: 20034090, SEN S/N: 23073988)","DewPoint, °C (LGR S/N: 20095520, SEN S/N: 10732331, LBL: Tamb)","SkyCover, Fraction (LGR S/N: 20095520, SEN S/N: 10732331, LBL: Tamb)"
1,01/01/19 12:00:00 AM,5,96,18.2,156,0,0.06,4.2,1
2,01/01/19 01:00:00 AM,5.833333333,95,17.6,156,1.163,0,4.833333333,1
3,01/01/19 02:00:00 AM,6.722222222,95,12.1,155,1.163,0,5.722222222,1
4,01/01/19 03:00:00 AM,7.666666667,94,13.3,153,0,0,6.466666667,0.8
5,01/01/19 04:00:00 AM,8.666666667,93,8.5,161,0,0,7.266666667,1
6,01/01/19 05:00:00 AM,9.444444444,94,4.5,239,0,0,8.244444444,0.8
7,01/01/19 06:00:00 AM,10.16666667,77,13.7,286,0,0,5.566666667,1
8,01/01/19 07:00:00 AM,9.666666667,75,15.1,292,0,0,4.666666667,1
9,01/01/19 08:00:00 AM,6.611111111,80,18.4,293,0,0,2.611111111,1
10,01/01/19 09:00:00 AM,4.444444444,79,13.3,313,2.326,0,0.244444444,1
11,01/01/19 10:00:00 AM,3.333333333,82,13.3,319,22.097,0,-0.266666667,1
12,01/01/19 11:00:00 AM,2.944444444,87,15.2,309,30.238,0,0.344444444,1
13,01/01/19 12:00:00 PM,2.055555556,89,12.3,314,38.379,0,-0.144444444,1
14,01/01/19 01:00:00 PM,1.5,88,11.4,315,17.445,0,-0.9,1
15,01/01/19 02:00:00 PM,1.388888889,88,10.9,308,12.793,0,-1.011111111,1
16,01/01/19 03:00:00 PM,1.222222222,88,8.8,308,12.793,0,-1.177777778,1
17,01/01/19 04:00:00 PM,1.222222222,84,12,308,15.119,0,-1.977777778,1
18,01/01/19 05:00:00 PM,0.444444444,83,11.5,321,3.489,0,-2.955555556,1
19,01/01/19 06:00:00 PM,-0.277777778,84,9.6,324,0,0,-3.477777778,1
20,01/01/19 07:00:00 PM,-0.777777778,84,9,325,0,0,-3.977777778,1
21,01/01/19 08:00:00 PM,-1.444444444,84,9.8,320,0,0,-4.644444444,1
22,01/01/19 09:00:00 PM,-1.833333333,80,7.3,313,0,0,-5.833333333,1
23,01/01/19 10:00:00 PM,-2.222222222,80,7.9,292,0,0,-6.222222222,1
24,01/01/19 11:00:00 PM,-2.722222222,80,6.2,305,0,0,-6.722222222,1
25,01/02/19 12:00:00 AM,-2.833333333,80,5.9,316,0,0,-6.833333333,1
26,01/02/19 01:00:00 AM,-3.055555556,80,7.5,298,0,0,-7.055555556,1
27,01/02/19 02:00:00 AM,-3.277777778,79,7.5,310,0,0,-7.477777778,1
28,01/02/19 03:00:00 AM,-3.444444444,77,4.6,336,0,0,-8.044444444,1
29,01/02/19 04:00:00 AM,-3.555555556,79,4.9,331,0,0,-7.755555556,1
30,01/02/19 05:00:00 AM,-3.611111111,79,4,305,0,0,-7.811111111,1
31,01/02/19 06:00:00 AM,-3.555555556,80,3.8,316,0,0,-7.555555556,1
32,01/02/19 07:00:00 AM,-3.777777778,80,4.7,342,0,0,-7.777777778,1
33,01/02/19 08:00:00 AM,-3.777777778,81,2.8,299,1.163,0,-7.577777778,1
34,01/02/19 09:00:00 AM,-3.611111111,83,3.1,327,17.445,0,-7.011111111,1
35,01/02/19 10:00:00 AM,-3.333333333,81,1.9,225,58.15,0,-7.133333333,1
36,01/02/19 11:00:00 AM,-2.944444444,81,2,81,94.203,0,-6.744444444,1
37,01/02/19 12:00:00 PM,-2.5,80,3.7,163,110.485,0,-6.5,1
38,01/02/19 01:00:00 PM,-1.888888889,81,4.3,112,87.225,0,-5.688888889,1
39,01/02/19 02:00:00 PM,-1.111111111,78,5,122,105.833,0,-5.511111111,1
40,01/02/19 03:00:00 PM,-0.666666667,79,6.2,127,60.476,0,-4.866666667,1
41,01/02/19 04:00:00 PM,-0.611111111,79,5.5,119,17.445,0,-4.811111111,1
42,01/02/19 05:00:00 PM,-0.555555556,80,6.5,128,3.489,0,-4.555555556,1
43,01/02/19 06:00:00 PM,-0.277777778,79,10.3,138,0,0,-4.477777778,1
44,01/02/19 07:00:00 PM,0.055555556,80,9.8,137,0,0,-3.944444444,1
45,01/02/19 08:00:00 PM,0.5,84,14,149,0,0,-2.7,1
46,01/02/19 09:00:00 PM,0.444444444,89,10.4,158,0,0,-1.755555556,1
47,01/02/19 10:00:00 PM,0.611111111,92,9.6,151,0,0,-0.988888889,1
48,01/02/19 11:00:00 PM,0.722222222,93,8.1,149,0,0,-0.677777778,1
49,01/03/19 12:00:00 AM,1.166666667,94,8.2,155,0,0,-0.033333333,1
50,01/03/19 01:00:00 AM,1.388888889,95,9.3,163,0,0.01,0.388888889,1
51,01/03/19 02:00:00 AM,1.722222222,94,7.8,173,0,0,0.522222222,1
52,01/03/19 03:00:00 AM,1.833333333,96,3.9,202,0,0,1.033333333,1
53,01/03/19 04:00:00 AM,1.833333333,95,4.6,174,0,0,0.833333333,1
54,01/03/19 05:00:00 AM,1.944444444,92,6.3,219,0,0.02,0.344444444,1
55,01/03/19 06:00:00 AM,1.555555556,87,8.1,280,0,0,-1.044444444,1
56,01/03/19 07:00:00 AM,0.5,83,12.3,313,0,0,-2.9,1
57,01/03/19 08:00:00 AM,0.055555556,82,9.8,304,0,0,-3.544444444,1
58,01/03/19 09:00:00 AM,-0.055555556,71,10.2,299,10.467,0,-5.855555556,1
59,01/03/19 10:00:00 AM,-0.277777778,75,11.7,305,25.586,0,-5.277777778,1
60,01/03/19 11:00:00 AM,-0.5,77,9.1,298,41.868,0,-5.1,1
61,01/03/19 12:00:00 PM,-0.555555556,79,5.9,297,47.683,0,-4.755555556,1
62,01/03/19 01:00:00 PM,-0.5,80,4.6,300,43.031,0,-4.5,1
63,01/03/19 02:00:00 PM,-0.388888889,81,2.4,315,29.075,0,-4.188888889,1
64,01/03/19 03:00:00 PM,-0.222222222,81,1.6,19,18.608,0,-4.022222222,1
65,01/03/19 04:00:00 PM,-0.166666667,82,1.8,129,17.445,0,-3.766666667,1
66,01/03/19 05:00:00 PM,0,79,4.8,287,3.489,0,-4.2,1
67,01/03/19 06:00:00 PM,0.055555556,80,4.4,288,0,0,-3.944444444,1
68,01/03/19 07:00:00 PM,0,80,3.7,292,0,0,-4,1
69,01/03/19 08:00:00 PM,0.055555556,81,2.6,222,0,0,-3.744444444,1
70,01/03/19 09:00:00 PM,-0.055555556,77,3,205,0,0,-4.655555556,1
71,01/03/19 10:00:00 PM,0.055555556,76,3.7,221,0,0,-4.744444444,1
72,01/03/19 11:00:00 PM,0.055555556,76,6,227,0,0,-4.744444444,1
73,01/04/19 12:00:00 AM,0.055555556,76,5.1,229,0,0,-4.744444444,1
74,01/04/19 01:00:00 AM,-0.333333333,77,2.8,186,0,0,-4.933333333,0.2
75,01/04/19 02:00:00 AM,-0.777777778,79,3.1,177,0,0,-4.977777778,0
76,01/04/19 03:00:00 AM,-2.166666667,87,4.2,150,0,0,-4.766666667,0
77,01/04/19 04:00:00 AM,-2.111111111,85,4.9,156,0,0,-5.111111111,0
78,01/04/19 05:00:00 AM,-2.5,88,5.7,147,0,0,-4.9,0
79,01/04/19 06:00:00 AM,-2.166666667,87,7.8,145,0,0,-4.766666667,0
80,01/04/19 07:00:00 AM,-2.055555556,87,8.1,141,0,0,-4.655555556,0
81,01/04/19 08:00:00 AM,-2.055555556,87,7.4,146,3.489,0,-4.655555556,0
82,01/04/19 09:00:00 AM,-1.166666667,85,7.1,144,58.15,0,-4.166666667,0
83,01/04/19 10:00:00 AM,0.666666667,72,6.3,154,147.701,0,-4.933333333,0
84,01/04/19 11:00:00 AM,3.666666667,64,4.7,195,224.459,0,-3.533333333,0
85,01/04/19 12:00:00 PM,5.277777778,69,8.4,145,259.349,0,-0.922222222,0
86,01/04/19 01:00:00 PM,5.333333333,67,9.9,156,257.023,0,-1.266666667,0
87,01/04/19 02:00:00 PM,5.611111111,66,10.6,147,198.873,0,-1.188888889,0
88,01/04/19 03:00:00 PM,5.888888889,67,8.9,154,155.842,0,-0.711111111,0
89,01/04/19 04:00:00 PM,5.888888889,63,7.7,161,79.084,0,-1.511111111,0
90,01/04/19 05:00:00 PM,4.833333333,72,6.4,157,12.793,0,-0.766666667,0
91,01/04/19 06:00:00 PM,3.388888889,75,8.1,151,0,0,-1.611111111,0
92,01/04/19 07:00:00 PM,2.944444444,76,8.3,145,0,0,-1.855555556,0
93,01/04/19 08:00:00 PM,2.333333333,77,7.2,149,0,0,-2.266666667,0
94,01/04/19 09:00:00 PM,2,76,7.2,150,0,0,-2.8,0
95,01/04/19 10:00:00 PM,1.722222222,76,6.8,150,0,0,-3.077777778,0
96,01/04/19 11:00:00 PM,1.5,78,7.7,148,0,0,-2.9,0
97,01/05/19 12:00:00 AM,1.222222222,83,7,148,0,0,-2.177777778,0
98,01/05/19 01:00:00 AM,0.777777778,89,6.4,141,0,0,-1.422222222,0
99,01/05/19 02:00:00 AM,0.611111111,93,4.4,144,0,0,-0.788888889,0.8
100,01/05/19 03:00:00 AM,0.888888889,95,5.2,135,0,0,-0.111111111,0.8
101,01/05/19 04:00:00 AM,0.833333333,96,3.9,100,0,0,0.033333333,1
102,01/05/19 05:00:00 AM,0.555555556,96,4.4,36,0,0.06,-0.244444444,1
103,01/05/19 06:00:00 AM,0.388888889,98,5.7,24,0,0.27,-0.011111111,1
104,01/05/19 07:00:00 AM,0.5,99,4.1,100,0,0.05,0.3,1
105,01/05/19 08:00:00 AM,0.722222222,99,3.1,18,1.163,0,0.522222222,0.8
106,01/05/19 09:00:00 AM,0.944444444,99,3,335,19.771,0,0.744444444,0.8
107,01/05/19 10:00:00 AM,1.5,99,2.3,306,70.943,0,1.3,0.8
108,01/05/19 11:00:00 AM,1.666666667,99,7,306,95.366,0,1.466666667,1
109,01/05/19 12:00:00 PM,1.777777778,95,5.9,309,141.886,0,0.777777778,1
110,01/05/19 01:00:00 PM,2.833333333,85,6.9,307,260.512,0,-0.166666667,0
111,01/05/19 02:00:00 PM,3.777777778,81,10.6,305,300.054,0,-0.022222222,0.2
112,01/05/19 03:00:00 PM,3.277777778,89,9.8,308,143.049,0,1.077777778,1
113,01/05/19 04:00:00 PM,2,94,9.7,309,25.586,0,0.8,1
114,01/05/19 05:00:00 PM,1.166666667,96,10.5,308,2.326,0,0.366666667,1
115,01/05/19 06:00:00 PM,0.833333333,92,9.1,307,0,0,-0.766666667,1
116,01/05/19 07:00:00 PM,1.111111111,88,8.2,313,0,0,-1.288888889,1
117,01/05/19 08:00:00 PM,1.055555556,87,5.9,300,0,0,-1.544444444,1
118,01/05/19 09:00:00 PM,0.833333333,87,4.2,288,0,0,-1.766666667,1
119,01/05/19 10:00:00 PM,0.333333333,88,2.9,193,0,0,-2.066666667,0.2
120,01/05/19 11:00:00 PM,-0.833333333,96,2.8,170,0,0,-1.633333333,1
121,01/06/19 12:00:00 AM,-0.666666667,94,4.1,152,0,0,-1.866666667,1
122,01/06/19 01:00:00 AM,-0.055555556,93,5.1,158,0,0,-1.455555556,1
123,01/06/19 02:00:00 AM,1.222222222,89,4,175,1.163,0,-0.977777778,1
124,01/06/19 03:00:00 AM,2.055555556,91,2,67,0,0,0.255555556,1
125,01/06/19 04:00:00 AM,1.5,94,2.3,115,0,0,0.3,1
126,01/06/19 05:00:00 AM,1.388888889,94,2.2,58,0,0,0.188888889,1
127,01/06/19 06:00:00 AM,2.055555556,97,4.5,331,0,0,1.455555556,1
128,01/06/19 07:00:00 AM,2.555555556,89,9.5,300,0,0,0.355555556,1
129,01/06/19 08:00:00 AM,2.944444444,84,13.5,299,0,0,-0.255555556,1
130,01/06/19 09:00:00 AM,2.555555556,82,14.1,303,10.467,0,-1.044444444,1
131,01/06/19 10:00:00 AM,1.944444444,82,13.1,309,29.075,0,-1.655555556,1
132,01/06/19 11:00:00 AM,1.388888889,81,14,301,44.194,0,-2.411111111,1
133,01/06/19 12:00:00 PM,1.111111111,82,12.8,296,94.203,0,-2.488888889,1
134,01/06/19 01:00:00 PM,0.611111111,98,15.1,311,86.062,0,0.211111111,1
135,01/06/19 02:00:00 PM,-1.222222222,85,12.3,328,154.679,0,-4.222222222,1
136,01/06/19 03:00:00 PM,-0.833333333,81,11.5,323,86.062,0,-4.633333333,1
137,01/06/19 04:00:00 PM,-1.277777778,82,12.4,322,39.542,0,-4.877777778,1
138,01/06/19 05:00:00 PM,-2.055555556,79,11.7,327,5.815,0,-6.255555556,1
139,01/06/19 06:00:00 PM,-2.5,80,12.3,324,0,0,-6.5,1
140,01/06/19 07:00:00 PM,-2.944444444,81,12.6,325,0,0,-6.744444444,0.8
141,01/06/19 08:00:00 PM,-3.611111111,88,9,338,0,0,-6.011111111,1
142,01/06/19 09:00:00 PM,-4.111111111,83,9.9,356,0,0,-7.511111111,1
143,01/06/19 10:00:00 PM,-4.833333333,70,8.4,350,0,0,-10.83333333,1
144,01/06/19 11:00:00 PM,-5.222222222,68,10.4,340,0,0,-11.62222222,1
145,01/07/19 12:00:00 AM,-6.333333333,74,7,357,0,0,-11.53333333,0
146,01/07/19 01:00:00 AM,-7.222222222,76,7.6,9,0,0,-12.02222222,0
147,01/07/19 02:00:00 AM,-8.166666667,80,7.4,15,0,0,-12.16666667,0
148,01/07/19 03:00:00 AM,-9,83,6.7,33,0,0,-12.4,0
149,01/07/19 04:00:00 AM,-9.666666667,85,5.6,45,0,0,-12.66666667,0
150,01/07/19 05:00:00 AM,-10.27777778,82,5.4,32,0,0,-13.87777778,0
151,01/07/19 06:00:00 AM,-10.55555556,84,2.9,351,0,0,-13.75555556,0
152,01/07/19 07:00:00 AM,-10.55555556,86,4,53,0,0,-13.35555556,0
153,01/07/19 08:00:00 AM,-10.33333333,85,2.4,79,3.489,0,-13.33333333,0
154,01/07/19 09:00:00 AM,-9.777777778,82,2.2,80,38.379,0,-13.37777778,0
155,01/07/19 10:00:00 AM,-8.944444444,77,4.2,127,98.855,0,-13.54444444,0
156,01/07/19 11:00:00 AM,-7.888888889,59,6,167,127.93,0,-16.08888889,0
157,01/07/19 12:00:00 PM,-7,53,8.4,134,158.168,0,-16.4,0.8
158,01/07/19 01:00:00 PM,-6.166666667,54,9.3,121,122.115,0,-15.36666667,1
159,01/07/19 02:00:00 PM,-5.611111111,54,9.6,136,88.388,0,-14.81111111,1
160,01/07/19 03:00:00 PM,-5.055555556,51,11,139,52.335,0,-14.85555556,1
161,01/07/19 04:00:00 PM,-4.722222222,53,12.3,133,24.423,0,-14.12222222,0.8
162,01/07/19 05:00:00 PM,-4.5,70,11.8,136,2.326,0,-10.5,1
163,01/07/19 06:00:00 PM,-4.277777778,60,14.2,141,0,0,-12.27777778,0.5
164,01/07/19 07:00:00 PM,-3.277777778,59,14.7,151,0,0,-11.47777778,0.8
165,01/07/19 08:00:00 PM,-2.611111111,54,16.9,150,0,0,-11.81111111,0.5
166,01/07/19 09:00:00 PM,-2.055555556,48,18.7,153,0,0,-12.45555556,0.5
167,01/07/19 10:00:00 PM,-1.888888889,54,15,156,0,0,-11.08888889,1
168,01/07/19 11:00:00 PM,-1.888888889,65,13.7,151,0,0,-8.888888889,1
169,01/08/19 12:00:00 AM,-2.333333333,84,13.1,145,0,0.01,-5.533333333,1
170,01/08/19 01:00:00 AM,-2.166666667,85,12,143,0,0,-5.166666667,1
171,01/08/19 02:00:00 AM,-1.666666667,86,15.1,148,0,0,-4.466666667,1
172,01/08/19 03:00:00 AM,-1.222222222,87,16.1,160,0,0,-3.822222222,0.8
173,01/08/19 04:00:00 AM,-0.833333333,88,13.1,157,0,0,-3.233333333,0.8
174,01/08/19 05:00:00 AM,-0.444444444,88,14.6,158,0,0,-2.844444444,0.8
175,01/08/19 06:00:00 AM,-0.222222222,90,15.6,161,0,0,-2.222222222,0.5
176,01/08/19 07:00:00 AM,0.111111111,90,14.5,163,0,0,-1.888888889,1
177,01/08/19 08:00:00 AM,0.166666667,91,15.4,164,2.326,0,-1.633333333,0
178,01/08/19 09:00:00 AM,0.833333333,90,12.9,163,60.476,0,-1.166666667,0.2
179,01/08/19 10:00:00 AM,2.333333333,86,11.8,154,247.719,0,-0.466666667,1
180,01/08/19 11:00:00 AM,2.944444444,87,10.7,150,158.168,0,0.344444444,0.5
181,01/08/19 12:00:00 PM,3,87,9.7,138,95.366,0,0.4,0.8
182,01/08/19 01:00:00 PM,3.5,87,9.4,134,169.798,0,0.9,0.8
183,01/08/19 02:00:00 PM,4,86,8.7,151,173.287,0,1.2,0.8
184,01/08/19 03:00:00 PM,4,87,13.3,151,68.617,0,1.4,0.8
185,01/08/19 04:00:00 PM,4.388888889,90,10.2,151,52.335,0,2.388888889,0.8
186,01/08/19 05:00:00 PM,4,91,8.6,139,4.652,0,2.2,1
187,01/08/19 06:00:00 PM,4.555555556,90,7.5,154,0,0,2.555555556,0.2
188,01/08/19 07:00:00 PM,3.611111111,93,6.2,143,0,0,2.211111111,0
189,01/08/19 08:00:00 PM,3.777777778,92,6.4,143,0,0,2.177777778,0.8
190,01/08/19 09:00:00 PM,4.5,95,6.1,150,0,0.07,3.5,1
191,01/08/19 10:00:00 PM,4.166666667,95,5.7,157,0,0.15,3.166666667,1
192,01/08/19 11:00:00 PM,4,95,3.4,189,0,0.11,3,1
193,01/09/19 12:00:00 AM,3.5,96,3.3,182,0,0.1,2.7,1
194,01/09/19 01:00:00 AM,2.611111111,95,7.9,269,0,0.09,1.611111111,1
195,01/09/19 02:00:00 AM,2.222222222,92,9.7,268,0,0.02,0.622222222,1
196,01/09/19 03:00:00 AM,2.722222222,85,13.8,279,0,0,-0.277777778,1
197,01/09/19 04:00:00 AM,2.444444444,86,16.2,278,0,0,-0.355555556,1
198,01/09/19 05:00:00 AM,2.111111111,84,14.7,280,0,0,-1.088888889,1
199,01/09/19 06:00:00 AM,1.833333333,85,11.4,286,0,0,-1.166666667,1
200,01/09/19 07:00:00 AM,1.611111111,83,12.1,279,0,0,-1.788888889,1
201,01/09/19 08:00:00 AM,1.222222222,85,11.7,279,0,0,-1.777777778,1
202,01/09/19 09:00:00 AM,1.166666667,85,11,285,12.793,0,-1.833333333,1
203,01/09/19 10:00:00 AM,1,81,12.1,299,62.802,0,-2.8,1
204,01/09/19 11:00:00 AM,0.388888889,79,13.4,305,91.877,0,-3.811111111,1
205,01/09/19 12:00:00 PM,0.055555556,76,11.7,300,61.639,0,-4.744444444,1
206,01/09/19 01:00:00 PM,0.222222222,73,11.8,289,101.181,0,-5.177777778,1
207,01/09/19 02:00:00 PM,-0.388888889,75,14.2,294,112.811,0,-5.388888889,1
208,01/09/19 03:00:00 PM,-0.777777778,84,12,295,91.877,0,-3.977777778,1
209,01/09/19 04:00:00 PM,-1.555555556,85,11.8,295,45.357,0,-4.555555556,1
210,01/09/19 05:00:00 PM,-1.888888889,78,11.4,285,11.63,0,-6.288888889,1
211,01/09/19 06:00:00 PM,-2.166666667,76,12.4,282,0,0,-6.966666667,1
212,01/09/19 07:00:00 PM,-2.277777778,72,13.2,281,0,0,-7.877777778,1
213,01/09/19 08:00:00 PM,-2.722222222,79,14.9,281,0,0,-6.922222222,1
214,01/09/19 09:00:00 PM,-3.222222222,79,12.8,285,0,0,-7.422222222,1
215,01/09/19 10:00:00 PM,-3.5,89,13.2,292,0,0,-5.7,1
216,01/09/19 11:00:00 PM,-4.055555556,88,13.5,285,0,0,-6.455555556,1
217,01/10/19 12:00:00 AM,-4.222222222,79,13.2,287,0,0,-8.422222222,1
218,01/10/19 01:00:00 AM,-4.166666667,88,14.2,294,0,0,-6.566666667,1
219,01/10/19 02:00:00 AM,-4.888888889,95,13.8,299,0,0,-5.888888889,1
220,01/10/19 03:00:00 AM,-5.055555556,92,14.1,301,0,0,-6.655555556,1
221,01/10/19 04:00:00 AM,-5.555555556,92,14.9,297,0,0,-7.155555556,1
222,01/10/19 05:00:00 AM,-5.555555556,91,15.2,301,0,0,-7.355555556,1
223,01/10/19 06:00:00 AM,-5.777777778,95,14.9,297,0,0,-6.777777778,1
224,01/10/19 07:00:00 AM,-6.222222222,96,15.9,300,0,0,-7.022222222,1
225,01/10/19 08:00:00 AM,-6.444444444,97,15.4,301,2.326,0,-7.044444444,1
226,01/10/19 09:00:00 AM,-6.555555556,98,17.1,300,22.097,0,-6.955555556,1
227,01/10/19 10:00:00 AM,-6.555555556,98,16.7,301,46.52,0,-6.955555556,1
228,01/10/19 11:00:00 AM,-6.277777778,98,15.5,305,90.714,0,-6.677777778,1
229,01/10/19 12:00:00 PM,-6.166666667,98,14.3,309,91.877,0,-6.566666667,1
230,01/10/19 01:00:00 PM,-6,98,15.9,306,100.018,0,-6.4,1
231,01/10/19 02:00:00 PM,-6,98,15.2,302,96.529,0,-6.4,1
232,01/10/19 03:00:00 PM,-5.777777778,97,13.6,310,65.128,0,-6.377777778,1
233,01/10/19 04:00:00 PM,-5.777777778,94,14.5,301,27.912,0,-6.977777778,1
234,01/10/19 05:00:00 PM,-6.333333333,89,14.9,295,11.63,0,-8.533333333,1
235,01/10/19 06:00:00 PM,-6.555555556,81,14.3,296,0,0,-10.35555556,1
236,01/10/19 07:00:00 PM,-6.611111111,77,13.3,297,0,0,-11.21111111,1
237,01/10/19 08:00:00 PM,-7,78,15.6,285,0,0,-11.4,1
238,01/10/19 09:00:00 PM,-7.388888889,81,14.1,289,0,0,-11.18888889,1
239,01/10/19 10:00:00 PM,-8,82,14,295,0,0,-11.6,1
240,01/10/19 11:00:00 PM,-8.722222222,95,12.7,302,0,0,-9.722222222,1
241,01/11/19 12:00:00 AM,-9.944444444,92,13.2,306,0,0,-11.54444444,1
242,01/11/19 01:00:00 AM,-11.05555556,91,12.8,298,0,0,-12.85555556,1
243,01/11/19 02:00:00 AM,-11,86,12.8,295,0,0,-13.8,1
244,01/11/19 03:00:00 AM,-10.66666667,82,11.7,289,0,0,-14.26666667,1
245,01/11/19 04:00:00 AM,-10.55555556,81,13.6,293,0,0,-14.35555556,1
246,01/11/19 05:00:00 AM,-10.61111111,86,10.4,303,0,0,-13.41111111,0.8
247,01/11/19 06:00:00 AM,-11,81,13.3,298,0,0,-14.8,0.8
248,01/11/19 07:00:00 AM,-11.27777778,80,11.9,297,0,0,-15.27777778,1
249,01/11/19 08:00:00 AM,-11.61111111,77,13.4,293,2.326,0,-16.21111111,1
250,01/11/19 09:00:00 AM,-11.83333333,78,13.5,294,36.053,0,-16.23333333,0.8
251,01/11/19 10:00:00 AM,-11.77777778,77,12.2,293,82.573,0,-16.37777778,0.8
252,01/11/19 11:00:00 AM,-11.61111111,82,12.1,291,146.538,0,-15.21111111,1
253,01/11/19 12:00:00 PM,-11.38888889,78,12.7,294,169.798,0,-15.78888889,1
254,01/11/19 01:00:00 PM,-10.94444444,77,10.8,295,177.939,0,-15.54444444,1
255,01/11/19 02:00:00 PM,-10.44444444,73,10.1,301,227.948,0,-15.84444444,0.8
256,01/11/19 03:00:00 PM,-9.944444444,72,9.2,324,198.873,0,-15.54444444,0.5
257,01/11/19 04:00:00 PM,-9.277777778,71,8.7,315,168.635,0,-15.07777778,0.5
258,01/11/19 05:00:00 PM,-9.555555556,75,5.9,325,26.749,0,-14.55555556,0.2
259,01/11/19 06:00:00 PM,-10.94444444,79,2.8,4,0,0,-15.14444444,0
260,01/11/19 07:00:00 PM,-12.88888889,86,2.5,53,0,0,-15.68888889,0
261,01/11/19 08:00:00 PM,-15.16666667,88,3.3,113,0,0,-17.56666667,0
262,01/11/19 09:00:00 PM,-16.16666667,89,3,104,0,0,-18.36666667,0
263,01/11/19 10:00:00 PM,-16.77777778,89,2.9,74,0,0,-18.97777778,0
264,01/11/19 11:00:00 PM,-17.33333333,90,3,87,0,0,-19.33333333,0
265,01/12/19 12:00:00 AM,-16.94444444,91,3.1,85,0,0,-18.74444444,0.5
266,01/12/19 01:00:00 AM,-15.61111111,91,2.7,102,0,0,-17.41111111,1
267,01/12/19 02:00:00 AM,-14.5,90,3.3,119,0,0,-16.5,0.5
268,01/12/19 03:00:00 AM,-13.94444444,91,2.7,104,0,0,-15.74444444,1
269,01/12/19 04:00:00 AM,-13.27777778,91,2.8,75,0,0,-15.07777778,1
270,01/12/19 05:00:00 AM,-13,91,3.5,53,0,0,-14.8,1
271,01/12/19 06:00:00 AM,-12.66666667,90,4.1,47,0,0,-14.66666667,1
272,01/12/19 07:00:00 AM,-12,90,3.5,47,0,0,-14,1
273,01/12/19 08:00:00 AM,-11.44444444,90,3.4,46,3.489,0,-13.44444444,1
274,01/12/19 09:00:00 AM,-10.55555556,89,1.4,37,32.564,0,-12.75555556,1
275,01/12/19 10:00:00 AM,-9,82,1.5,30,95.366,0,-12.6,1
276,01/12/19 11:00:00 AM,-7.444444444,77,4,308,153.516,0,-12.04444444,0.8
277,01/12/19 12:00:00 PM,-6.666666667,71,5.6,323,211.666,0,-12.46666667,0.8
278,01/12/19 01:00:00 PM,-6.388888889,69,5.8,308,232.6,0,-12.58888889,0.8
279,01/12/19 02:00:00 PM,-6.222222222,67,5.8,313,204.688,0,-12.82222222,1
280,01/12/19 03:00:00 PM,-6.055555556,63,4.7,333,145.375,0,-13.45555556,1
281,01/12/19 04:00:00 PM,-6.388888889,64,4.8,326,65.128,0,-13.58888889,1
282,01/12/19 05:00:00 PM,-6.777777778,69,4.2,314,15.119,0,-12.97777778,1
283,01/12/19 06:00:00 PM,-7.055555556,70,3.4,335,0,0,-13.05555556,1
284,01/12/19 07:00:00 PM,-7.277777778,72,3.9,6,0,0,-12.87777778,1
285,01/12/19 08:00:00 PM,-7.444444444,75,3.6,360,0,0,-12.44444444,1
286,01/12/19 09:00:00 PM,-7.722222222,77,4.5,22,0,0,-12.32222222,1
287,01/12/19 10:00:00 PM,-8.333333333,76,4.8,56,0,0,-13.13333333,1
288,01/12/19 11:00:00 PM,-8.777777778,77,5.2,44,0,0,-13.37777778,0
289,01/13/19 12:00:00 AM,-9.388888889,80,6.3,36,0,0,-13.38888889,0.2
290,01/13/19 01:00:00 AM,-10.22222222,82,6.2,36,0,0,-13.82222222,0
291,01/13/19 02:00:00 AM,-10.77777778,84,6.3,34,0,0,-13.97777778,0
292,01/13/19 03:00:00 AM,-11.05555556,85,5.7,43,0,0,-14.05555556,1
293,01/13/19 04:00:00 AM,-11.05555556,85,4.9,42,0,0,-14.05555556,0.2
294,01/13/19 05:00:00 AM,-11.83333333,86,7.4,35,0,0,-14.63333333,0
295,01/13/19 06:00:00 AM,-12.66666667,87,7.1,40,0,0,-15.26666667,0
296,01/13/19 07:00:00 AM,-13.5,89,6.3,43,0,0,-15.7,0
297,01/13/19 08:00:00 AM,-14.61111111,90,4.2,50,2.326,0,-16.61111111,0
298,01/13/19 09:00:00 AM,-14.83333333,89,4,50,80.247,0,-17.03333333,0
299,01/13/19 10:00:00 AM,-12.66666667,80,4.4,46,276.794,0,-16.66666667,0
300,01/13/19 11:00:00 AM,-9.611111111,58,3.6,36,340.759,0,-18.01111111,0
301,01/13/19 12:00:00 PM,-7.722222222,67,5,300,389.605,0,-14.32222222,0
302,01/13/19 01:00:00 PM,-7.055555556,69,6.4,292,403.561,0,-13.25555556,0
303,01/13/19 02:00:00 PM,-6.166666667,65,5.8,310,347.737,0,-13.16666667,0
304,01/13/19 03:00:00 PM,-6.166666667,68,6.2,318,218.644,0,-12.56666667,0
305,01/13/19 04:00:00 PM,-6.888888889,70,7.1,311,106.996,0,-12.88888889,0
