title,MRT,Temp,RH,Solar Radiation,Wind Speed,Gust Speed,Wind Direction,DewPt
timezone_str,nan,nan,nan,nan,nan,nan,nan,nan
units,Â°C,Â°C,%,W/mÂ²,m/s,m/s,Ã¸,Â°C
logger_serial_number,20702490,20702490,20702490,20702490,20702490,20702490,20702490,20702490
sensor_serial_number,20496098,20698454,20698454,20702165,20706788,20706788,20706788,20698454
datetimes,,,,,,,,
2019-09-27 13:00:00-05:00,27.604444445,22.405555555,39.9,691.9000000000001,2.0049744,5.0090832,180.95,8.0833333335
2019-09-27 14:00:00-05:00,29.302314815,23.516944443333333,38.4,323.13333333333327,1.3396298666666668,3.394523733333333,325.45,8.546296296333333
2019-09-27 15:00:00-05:00,29.08111111166666,24.07462962833333,35.199999999999996,349.7833333333333,1.1146197333333336,3.007089066666667,116.61666666666666,7.777777777666667
2019-09-27 16:00:00-05:00,24.844166666666666,22.83648148166667,39.083333333333336,181.88333333333333,1.1146197333333336,3.171003733333334,234.15,8.1944444445
2019-09-27 17:00:00-05:00,20.718981481666663,20.78175926,45.06666666666666,15.0,1.0013696,2.670318933333333,129.05,8.425925925833333
2019-09-27 18:00:00-05:00,19.00435185166667,19.678148148333335,49.833333333333336,0.6,1.4476645333333336,3.7312938666666664,111.7,8.907407407500001
2019-09-27 19:00:00-05:00,18.318703703333334,19.05990740666667,52.76666666666667,0.6,1.3947648000000001,3.5629088,91.73333333333333,9.1944444445
2019-09-27 20:00:00-05:00,17.9225,18.659537038333337,55.333333333333336,0.6,1.0013696,2.726944,178.5666666666667,9.546296296333333
2019-09-27 21:00:00-05:00,18.215740739999998,18.782222223333335,56.699999999999996,0.6,1.0594848000000001,2.837213866666666,149.70000000000002,10.037037036499997
2019-09-27 22:00:00-05:00,18.227592591666667,18.75472222166667,57.400000000000006,0.6,1.5065248000000002,3.673178666666667,78.6,10.194444443333333
2019-09-27 23:00:00-05:00,17.609444443333334,18.425833333333337,59.18333333333334,0.6,1.1146197333333334,3.117358933333333,96.68333333333334,10.342592591666666
2019-09-28 00:00:00-05:00,17.63324074,18.271296296666666,60.58333333333332,0.6,1.9453690666666665,4.618668266666667,77.16666666666667,10.537037036666666
2019-09-28 01:00:00-05:00,17.220925925,17.882870370000003,62.949999999999996,0.6,2.0005040000000003,4.397383466666667,77.89999999999999,10.759259258333332
2019-09-28 02:00:00-05:00,17.466666666666665,18.069166666666668,64.2,0.6,2.0027392,4.2871136,79.76666666666667,11.222222221666668
2019-09-28 03:00:00-05:00,17.776018518333334,18.275092591666667,65.53333333333333,0.6,2.1703792,4.842933333333334,77.65,11.712962963333334
2019-09-28 04:00:00-05:00,18.152407406666665,18.445462963333334,66.8,0.6,2.1115189333333335,5.1208432,78.60000000000001,12.166666666666666
2019-09-28 05:00:00-05:00,18.32657407333333,18.58425926,68.33333333333333,0.6,2.1703792,5.1208431999999995,80.0,12.675925925
2019-09-28 06:00:00-05:00,18.275092591666667,18.362314815,70.78333333333333,14.183333333333332,2.168889066666667,5.067943466666667,76.7,12.981481481666668
2019-09-28 07:00:00-05:00,19.00425926,18.85379629666667,71.60000000000001,38.766666666666666,1.1146197333333336,2.6718090666666665,144.76666666666668,13.629629630000002
2019-09-28 08:00:00-05:00,21.14,20.718611111666664,67.8,55.01666666666667,1.3396298666666668,4.006968533333333,98.78333333333335,14.564814814999998
2019-09-28 09:00:00-05:00,24.651203703333337,23.268796296666668,62.11666666666667,133.53333333333333,1.2844949333333335,3.2857440000000007,226.9,15.620370371666667
2019-09-28 10:00:00-05:00,26.96657407333333,25.024814815000003,58.28333333333334,163.75,1.0594848000000001,3.0607338666666664,270.3,16.250000001666667
2019-09-28 11:00:00-05:00,29.40703703666667,26.928240741666666,54.25,192.71666666666667,1.0013696,2.725453866666667,230.4333333333333,16.916666666666668
2019-09-28 12:00:00-05:00,29.770555555,27.361759260000003,51.01666666666666,177.08333333333334,1.2278698666666668,3.7849386666666667,220.78333333333333,16.361111111666666
2019-09-28 13:00:00-05:00,29.968703703333333,27.083425926666667,52.04999999999999,155.83333333333334,1.4476645333333336,4.0635936,285.56666666666666,16.435185184999998
2019-09-28 14:00:00-05:00,31.160370369999995,27.034351851666667,53.599999999999994,181.03333333333333,1.1697546666666667,3.6180437333333333,283.4166666666667,16.833333333333332
2019-09-28 15:00:00-05:00,32.14425926,27.272222221666667,53.1,305.6333333333334,1.2830048000000003,3.8966986666666674,280.40000000000003,16.907407406666664
2019-09-28 16:00:00-05:00,26.574814815,25.616851851666667,57.63333333333333,86.25,1.1727349333333335,3.3393888,171.98333333333335,16.61111111166667
2019-09-28 17:00:00-05:00,24.255370369999998,24.21490740833333,61.9,11.883333333333331,0.8910997333333336,2.726944,89.16666666666667,16.481481481666666
2019-09-28 18:00:00-05:00,22.940277778333336,23.144351853333333,65.63333333333334,0.6,0.6139349333333334,1.9476042666666666,195.69999999999996,16.36111111166667
2019-09-28 19:00:00-05:00,20.000555555,20.682870371666667,80.86666666666666,0.6,0.8359648000000002,2.6710639999999994,125.06666666666668,17.25
2019-09-28 20:00:00-05:00,19.353240741666667,19.785555555,90.36666666666667,0.6,0.67056,1.7270645333333334,152.53333333333333,18.194444445000002
2019-09-28 21:00:00-05:00,18.627685186666668,18.707222221666665,93.11666666666666,0.6,1.2830048,3.784938666666667,282.98333333333335,17.574074075000002
2019-09-28 22:00:00-05:00,17.422870370000002,17.640833335,95.66666666666667,0.6,1.34112,3.7298037333333336,298.0,16.925925926666668
